SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,LEGAL_DESCRIP,BURN_STATUS
13,2011-01-01,NA,NA,421066.2264,Highway 67 Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,11S 69W 9,Complete
43,2011-01-01,NA,NA,65915.01842,Sledgehammer 4 Stewardship Contract,Pile,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 22,Complete
45,2011-01-01,NA,NA,12816.10076,Road 251 Thinning/Tornado Blowdown Salvage,Pile,"USFS, Pike/San Isabel National Forests",0,0,12S 72W 33,Complete
48,2011-01-01,1500,50,NA,O'Brien - Units P1-4,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 25,Complete
49,2011-01-01,1820,600,NA,"Sky Island (P1, 3, 4)",Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 8,Complete
61,2011-01-01,NA,NA,0,CWC Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,31S 47W 7,Incomplete
70,2011-01-01,NA,NA,13325.75045,Red Deer West,Pile,"USFS, Pike/San Isabel National Forests",38.84,-106.27,13S 79W 9,Complete
71,2011-01-01,NA,NA,5436,North Cottonwood Piles,Pile,"USFS, Pike/San Isabel National Forests",38.82,-106.22,14S 79W 4,Complete
72,2011-01-01,NA,NA,61695.00383,Forebay (PanArk),Pile,"USFS, Pike/San Isabel National Forests",0,0,11S 80W 8,Complete
73,2011-01-01,NA,NA,36693,Little Annie Piles,Pile,"USFS, Pike/San Isabel National Forests",38.94,-106.13,13S 78W 5,Complete
74,2011-01-01,NA,NA,21276.2,Cree Creek Piles,Pile,"USFS, Pike/San Isabel National Forests",38.54,-106.22,50N 7E 32,Complete
75,2011-01-01,NA,NA,6417.5,Bassam Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,14S 75W 31,Complete
76,2011-01-01,NA,NA,0,Shaded Fuelbreak,Pile,"USFS, Pike/San Isabel National Forests",0,0,8S 70W 19,Incomplete
80,2011-01-01,NA,NA,0,Stone Gulch,Pile,"USFS, Pike/San Isabel National Forests",0,0,12S 70W 21,Incomplete
91,2011-01-01,NA,NA,383580.36,Rampart Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,11S 68W 29,Complete
98,2011-01-01,NA,NA,5035.00038,Black Mtn Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,24S 70W 28,Complete
99,2011-01-01,NA,NA,409987.5,Horn Creek & Alvarado Piles,Pile,"USFS, Pike/San Isabel National Forests",38.07,-105.56,23S 73W 15,Complete
104,2011-01-01,2850,1196,NA,Black Mountain Fire Restoration,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,24S 70W 21,Complete
149,2011-01-01,NA,NA,0,Meadow Divide TS Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,24S 69W 5,Incomplete
171,2011-01-01,640,0,NA,Playa,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,33S 47W 22,Incomplete
172,2011-01-01,640,0,NA,Packstring,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,31S 47W 7,Incomplete
180,2011-01-01,NA,NA,0,AG Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,7S 73W 20,Incomplete
214,2011-01-01,200,0,NA,Fishcreek P1,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 71W 18,Incomplete
218,2011-01-01,375,0,NA,Road Gulch - Units P1/P2,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 22,Incomplete
219,2011-01-01,178,0,NA,Wagon Tongue - Unit P4,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 28,Incomplete
220,2011-01-01,1250,0,NA,Wagon Tongue - Units P1-3,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 14,Incomplete
242,2011-01-01,150,0,NA,Twin Lakes,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,11S 80W 30,Incomplete
243,2011-01-01,700,200,NA,O'Haver Lake,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,48N 7E 1,Complete
244,2011-01-01,835,215,NA,Four Elk,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 79W 10,Complete
257,2011-01-01,2000,0,NA,Shavano,Broadcast,"USFS, Pike/San Isabel National Forests",38.58,-106.16,50N 7E 2,Incomplete
304,2011-01-01,735,450,NA,Wagon Tongue - Units 5 & 6,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 20,Complete
318,2011-01-01,1500,0,NA,Trout West,Broadcast,"USFS, Pike/San Isabel National Forests",0,0,11S 69W 1,Incomplete
331,2011-01-01,NA,NA,0,Buffalo Jones TS,Pile,"USFS, Pike/San Isabel National Forests",0,0,12S 77W 3,Incomplete
349,2011-01-01,NA,NA,35208.9,Caylor Thinning,Pile,"USFS, Pike/San Isabel National Forests",0,0,12S 72W 33,Complete
351,2011-01-01,NA,NA,42808.5,Silver Creek Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,48N 7E 24,Complete
352,2011-01-01,NA,NA,1900,Four Mile Piles,Pile,"USFS, Pike/San Isabel National Forests",38.64,-106.14,51N 7E 25,Complete
353,2011-01-01,NA,NA,6939.4,Goddard Piles,Pile,"USFS, Pike/San Isabel National Forests",0,0,13S 77W 18,Complete
366,2011-01-01,NA,NA,4186.649943,O'Brien RX P2 Thinning,Pile,"USFS, Pike/San Isabel National Forests",0,0,12S 72W 25,Complete
369,2011-01-01,NA,NA,12141,Sledgehammer 4 Thinning/Fuelwood,Pile,"USFS, Pike/San Isabel National Forests",0,0,13S 72W 22,Complete
93,2011-01-01,NA,NA,5130,Fox Creek Piles,Pile,"USFS, Rio Grande National Forest",37.04,-106.13,NA,Complete
97,2011-01-01,NA,NA,18814.6,Alder Bear Creek Piles,Pile,"USFS, Rio Grande National Forest",37.71,-106.62,40N 3E 9,Complete
110,2011-01-01,NA,NA,0,Blowout Pass T.S. Piles,Pile,"USFS, Rio Grande National Forest",0,0,37N 5E 4,Incomplete
155,2011-01-01,350,240,NA,Fox Creek - Alamaditas Rx Unit 7,Broadcast,"USFS, Rio Grande National Forest",0,0,33N 6E 35,Complete
156,2011-01-01,150,0,NA,November Rx Unit 7,Broadcast,"USFS, Rio Grande National Forest",0,0,33N 6E 14,Incomplete
157,2011-01-01,1650,1000,NA,English Valley Unit 2,Broadcast,"USFS, Rio Grande National Forest",0,0,41N 5E 23,Complete
287,2011-01-01,1100,0,NA,Buffalo Pass Unit 5,Broadcast,"USFS, Rio Grande National Forest",38.15,-106.5,45N 4E 14,Incomplete
360,2011-01-01,NA,NA,0,MOAB Salvage,Pile,"USFS, Rio Grande National Forest",37.98,-106.46,43N 5E 7,Incomplete
361,2011-01-01,NA,NA,24173.7,Ruston Aspen,Pile,"USFS, Rio Grande National Forest",0,0,38N 4E 14,Complete
362,2011-01-01,NA,NA,3579.6,Willow Aspen,Pile,"USFS, Rio Grande National Forest",0,0,39N 3E 13,Complete
363,2011-01-01,NA,NA,179071.2,Marble T. S.,Pile,"USFS, Rio Grande National Forest",0,0,37N 4E 1,Complete
364,2011-01-01,NA,NA,36048.5,Escarabajo T.S.,Pile,"USFS, Rio Grande National Forest",0,0,32N 4E 2,Complete
371,2011-01-01,NA,NA,61070.4,McIntyre Gulch Salvage Sale Piles,Pile,"USFS, Rio Grande National Forest",0,0,45N 8E 4,Complete
128,2011-01-01,NA,NA,419037.9526,Big Creek Lakes Piles,Pile,"USFS, Routt National Forest",40.98,-106.63,12N 82W 16,Complete
129,2011-01-01,NA,NA,402104.326,FHTR 100 Piles,Pile,"USFS, Routt National Forest",0,0,3N 82W 5,Complete
130,2011-01-01,NA,NA,15926.4,Buffalo Pass Admin Pile,Pile,"USFS, Routt National Forest",0,0,6N 83W 16,Complete
132,2011-01-01,NA,NA,56160,Gould Piles,Pile,"USFS, Routt National Forest",0,0,6N 77W 3,Complete
133,2011-01-01,NA,NA,286504.8,Green Ridge TS Piles,Pile,"USFS, Routt National Forest",0,0,5N 79W 2,Complete
134,2011-01-01,NA,NA,9642.5,Grizzly Piles,Pile,"USFS, Routt National Forest",0,0,5N 82W 16,Complete
136,2011-01-01,NA,NA,320433,HWY 134 Piles,Pile,"USFS, Routt National Forest",0,0,2N 82W 16,Complete
137,2011-01-01,NA,NA,0,Little Snake Piles,Pile,"USFS, Routt National Forest",0,0,10N 84W 16,Incomplete
139,2011-01-01,NA,NA,40060.5,Sand Mountain Piles,Pile,"USFS, Routt National Forest",0,0,9N 85W 16,Complete
140,2011-01-01,NA,NA,9625,Seedhouse Piles,Pile,"USFS, Routt National Forest",0,0,9N 84W 16,Complete
141,2011-01-01,NA,NA,22800,Slack-Weiss Reservoir Piles,Pile,"USFS, Routt National Forest",40.43,-106.37,5N 80W 4,Complete
142,2011-01-01,NA,NA,141951.1902,Steamboat Ski Area Piles,Pile,"USFS, Routt National Forest",0,0,6N 84W 23,Complete
153,2011-01-01,1155,134,NA,Seedhouse Broadcast,Broadcast,"USFS, Routt National Forest",0,0,9N 84W 3,Complete
158,2011-01-01,NA,NA,14025,Gore Lakes,Pile,"USFS, Routt National Forest",0,0,2N 82W 36,Complete
159,2011-01-01,NA,NA,11517.30064,Gore Pass Admin,Pile,"USFS, Routt National Forest",0,0,2N 83W 26,Complete
203,2011-01-01,1100,0,NA,Indian Run,Broadcast,"USFS, Routt National Forest",0,0,3N 89W 9,Incomplete
270,2011-01-01,270,0,NA,Big Creek Broadcast,Broadcast,"USFS, Routt National Forest",40.77,-106.56,NA,Incomplete
9,2011-01-01,NA,NA,32087.5,Hidden Valley Piles,Pile,"USFS, San Juan National Forest",0,0,36N 9W 21,Complete
10,2011-01-01,NA,NA,10968.87284,Rabbit Mountain Piles,Pile,"USFS, San Juan National Forest",0,0,35N 7W 19,Complete
22,2011-01-01,NA,NA,396009.8251,Electra Lakes,Pile,"USFS, San Juan National Forest",0,0,38N 8W 19,Complete
56,2011-01-01,NA,NA,90781.2,Chimney Rock Piles,Pile,"USFS, San Juan National Forest",37.11,-107.18,NA,Complete
57,2011-01-01,NA,NA,2203.2,Ice Cave Ridge,Pile,"USFS, San Juan National Forest",0,0,37N 3W 21,Complete
131,2011-01-01,NA,NA,20385,Animas Mountain Unit 2,Pile,"USFS, San Juan National Forest",37.31,-107.88,NA,Complete
167,2011-01-01,990,522,NA,Burns Canyon,Broadcast,"USFS, San Juan National Forest",0,0,34N 2W 18,Complete
168,2011-01-01,1400,0,NA,Horsefly,Broadcast,"USFS, San Juan National Forest",37.18,-107.2,NA,Incomplete
179,2011-01-01,4500,0,NA,"Piedra Aerial (Davis Creek, First Box)",Broadcast,"USFS, San Juan National Forest",37.2,-107.2,NA,Incomplete
235,2011-01-01,902,48,NA,Chimney Rock Broadcast,Broadcast,"USFS, San Juan National Forest",37.18,-107.29,NA,Complete
246,2011-01-01,1000,0,NA,South Carver/Boundary,Broadcast,"USFS, San Juan National Forest",0,0,37N 14W 10,Incomplete
247,2011-01-01,600,150,NA,Doe Canyon,Broadcast,"USFS, San Juan National Forest",0,0,40N 16W 19,Complete
254,2011-01-01,256,0,NA,Youth Camp,Broadcast,"USFS, San Juan National Forest",37.19,-107.31,NA,Incomplete
260,2011-01-01,568,0,NA,First Notch Units A & B,Broadcast,"USFS, San Juan National Forest",0,0,35N 4W 31,Incomplete
275,2011-01-01,900,0,NA,Devil Creek,Broadcast,"USFS, San Juan National Forest",37.32,-107.19,35N 3W 2,Incomplete
276,2011-01-01,2500,214,NA,Sauls Creek,Broadcast,"USFS, San Juan National Forest",0,0,35N 6W 16,Complete
292,2011-01-01,NA,NA,5486.4,Turkey Springs Piles,Pile,"USFS, San Juan National Forest",0,0,35N 3W 13,Complete
293,2011-01-01,NA,NA,26707.00173,Upper Lost Piles,Pile,"USFS, San Juan National Forest",37.54,-108.23,NA,Complete
294,2011-01-01,NA,NA,67764.55,Turkey Creek Piles,Pile,"USFS, San Juan National Forest",0,0,37N 13W 12,Complete
306,2011-01-01,NA,NA,1632,Oak Knolls Piles,Pile,"USFS, San Juan National Forest",37.39,-108.21,NA,Complete
322,2011-01-01,1500,0,NA,Brockover,Broadcast,"USFS, San Juan National Forest",0,0,35N 3W 1,Incomplete
383,2011-01-01,NA,NA,117585,Rock Springs,Pile,"USFS, San Juan National Forest",37.47,-108.38,NA,Complete
384,2011-01-01,NA,NA,18090,Little Carver,Pile,"USFS, San Juan National Forest",37.47,-107.34,NA,Complete
385,2011-01-01,NA,NA,115172.9891,Chicken Creek,Pile,"USFS, San Juan National Forest",37.44,-107.31,NA,Complete
8,2011-01-01,NA,NA,21220.15,Sawmill Gulch,Pile,"USFS, White River National Forest",0,0,6S 85W 1,Complete
52,2011-01-01,NA,NA,27917.245320000002,Homestake,Pile,"USFS, White River National Forest",39.44,-106.39,7S 80W 6,Complete
67,2011-01-01,NA,NA,8496,Piney River Ranch,Pile,"USFS, White River National Forest",0,0,4S 81W 14,Complete
78,2011-01-01,NA,NA,25847.1,Yoder,Pile,"USFS, White River National Forest",0,0,7S 89W 4,Complete
147,2011-01-01,2000,0,NA,Aldrich Lakes,Broadcast,"USFS, White River National Forest",0,0,3N 90W 4,Incomplete
181,2011-01-01,NA,NA,0,Budges,Pile,"USFS, White River National Forest",0,0,2S 89W 35,Incomplete
204,2011-01-01,NA,NA,590.9,Portal Campground,Pile,"USFS, White River National Forest",39.07,-106.61,11S 83W 24,Complete
283,2011-01-01,NA,NA,0,Morapos Campground,Pile,"USFS, White River National Forest",0,0,3N 91W 36,Incomplete
288,2011-01-01,NA,NA,2438.65,Ryan Gulch,Pile,"USFS, White River National Forest",0,0,5S 78W 13,Complete
311,2011-01-01,NA,NA,325.85,Piney Guard Station,Pile,"USFS, White River National Forest",0,0,3S 82W 27,Complete
314,2011-01-01,NA,NA,139.65,Camp Hale CG,Pile,"USFS, White River National Forest",0,0,7S 80W 23,Complete
321,2011-01-01,NA,NA,3016,Ute Creek WRF Piles,Pile,"USFS, White River National Forest",0,0,1N 90W 28,Complete
326,2011-01-01,NA,NA,485.1,Dillon Compound,Pile,"USFS, White River National Forest",0,0,5S 77W 8,Complete
342,2011-01-01,NA,NA,0,Coulter Mesa,Pile,"USFS, White River National Forest",39.45,-107.41,NA,Incomplete
346,2011-01-01,NA,NA,0,Keystone Ranch,Pile,"USFS, White River National Forest",0,0,5S 77W 27,Incomplete
347,2011-01-01,NA,NA,53728.2,Salt Lick,Pile,"USFS, White River National Forest",0,0,5S 77W 23,Complete
348,2011-01-01,NA,NA,0,Prospect,Pile,"USFS, White River National Forest",0,0,5S 77W 20,Incomplete
350,2011-01-01,NA,NA,473342.3201,Tigiwon,Pile,"USFS, White River National Forest",0,0,6S 81W 14,Complete
367,2011-01-01,NA,NA,809.48,Chapman Piles,Pile,"USFS, White River National Forest",0,0,8S 83W 34,Complete
368,2011-01-01,NA,NA,0,Jasper Piles,Pile,"USFS, White River National Forest",0,0,8S 90W 34,Incomplete
391,2011-01-01,NA,NA,0,North Trail,Pile,"USFS, White River National Forest",0,0,5S 81W 15,Incomplete
234,2011-01-01,550,0,NA,Unit C1 & D,Broadcast,"USFWS, Alamosa National Wildlife Refuge",37.43,-105.79,NA,Incomplete
160,2011-01-01,550,0,NA,Anderson,Broadcast,"USFWS, Arapaho National Wildlife Refuge",0,0,8N 79W 20,Incomplete
165,2011-01-01,90,0,NA,Home,Broadcast,"USFWS, Arapaho National Wildlife Refuge",40.71,-106.28,NA,Incomplete
145,2011-01-01,NA,NA,8859.6981,Brown's Park Piles (Grimes),Pile,"USFWS, Browns Park National Wildlife Refuge",40.76,-108.89,NA,Complete
248,2011-01-01,180,150,NA,Butch Cassiday RX,Broadcast,"USFWS, Browns Park National Wildlife Refuge",40.83,-109.04,10N 104W 12,Complete
252,2011-01-01,400,0,NA,Hoy RX,Broadcast,"USFWS, Browns Park National Wildlife Refuge",0,0,10N 102W 30,Incomplete
146,2011-01-01,NA,NA,11131.20036,Arsenal Piles,Pile,"USFWS, Rocky Mountain Arsenal Wildlife Refuge",0,0,2S 66W 19,Complete
164,2011-01-01,2500,404.25,NA,Arsenal Broadcast Burns,Broadcast,"USFWS, Rocky Mountain Arsenal Wildlife Refuge",0,0,2S 66W 19,Complete
NA,2011-01-01,NA,NA,NA,NA,NA,"NA, NA",0,0,NA,Incomplete
190,2012-01-01,NA,NA,9420,Seven Springs Piles,Pile,"BLM, Craig Office, BLM",0,0,7N 102W 1,Complete
192,2012-01-01,481,0,0,Seven Springs Broadcast,Broadcast,"BLM, Craig Office, BLM",0,0,8N 102W 36,Incomplete
193,2012-01-01,750,722,0,Long Mountain,Broadcast,"BLM, Craig Office, BLM",0,0,11N 89W 11,Complete
194,2012-01-01,500,0,0,Deer Valley,Broadcast,"BLM, Craig Office, BLM",0,0,7N 101W 2,Incomplete
116,2012-01-01,NA,NA,27618.39401,Mee Canyon/Colorado River,Pile,"BLM, Grand Junction Office, BLM",0,0,10S 104W 25,Complete
253,2012-01-01,1435,0,0,Roan Plateau,Broadcast,"BLM, Grand Junction Office, BLM",0,0,5S 94W 30,Incomplete
300,2012-01-01,NA,NA,3363,Dolores River,Pile,"BLM, Grand Junction Office, BLM",38.74,-109,NA,Complete
243,2012-01-01,400,0,0,Indian Creek,Broadcast,"BLM, Gunnison Office, BLM",0,0,47N 3W 14,Incomplete
256,2012-01-01,NA,NA,593750,Gold Basin Piles,Pile,"BLM, Gunnison Office, BLM",0,0,48N 1E 31,Complete
301,2012-01-01,NA,NA,226080,Blue Mesa,Pile,"BLM, Gunnison Office, BLM",0,0,47N 3W 24,Complete
78,2012-01-01,NA,NA,0,East Sopris Piles,Pile,"BLM, Glenwood Office, BLM",0,0,8S 86W 29,Incomplete
79,2012-01-01,NA,NA,210488.4,North Carbondale Piles,Pile,"BLM, Glenwood Office, BLM",0,0,7S 88W 23,Complete
211,2012-01-01,140,0,0,Deer Pen Rx,Broadcast,"BLM, Glenwood Office, BLM",0,0,2S 85W 34,Incomplete
219,2012-01-01,300,0,0,Lapham Post,Broadcast,"BLM, Glenwood Office, BLM",39.44,-108.72,NA,Incomplete
25,2012-01-01,1300,0,0,Dry Gulch Rx,Broadcast,"BLM, Kremmling Office, BLM",39.91,-106.59,NA,Incomplete
26,2012-01-01,NA,NA,11778,Willow Creek KRD,Pile,"BLM, Kremmling Office, BLM",40.14,-105.97,NA,Complete
28,2012-01-01,NA,NA,2452651.07,Independence Mountain Piles,Pile,"BLM, Kremmling Office, BLM",0,0,11N 81W 14,Complete
29,2012-01-01,NA,NA,56525,Gore Lakes Fuel Reduction,Pile,"BLM, Kremmling Office, BLM",0,0,2N 82W 31,Complete
30,2012-01-01,NA,NA,0,Little Buffalo Creek Piles,Pile,"BLM, Kremmling Office, BLM",0,0,6N 80W 36,Incomplete
44,2012-01-01,1506,0,0,Fischer Draw,Broadcast,"BLM, Kremmling Office, BLM",0,0,11N 80W 25,Incomplete
118,2012-01-01,200,0,0,Vils,Broadcast,"BLM, Kremmling Office, BLM",40.57,-106.16,NA,Incomplete
285,2012-01-01,NA,NA,0,Hogback,Pile,"BLM, Kremmling Office, BLM",0,0,2N 77W 3,Incomplete
288,2012-01-01,NA,NA,0,Reed Creek,Pile,"BLM, Kremmling Office, BLM",0,0,1N 77W 10,Incomplete
106,2012-01-01,120,0,0,Blanca Wetlands Rx,Broadcast,"BLM, La Jara Office, BLM",0,0,38N 11E 1,Incomplete
294,2012-01-01,NA,NA,0,Deer Valley,Pile,"BLM, Little Snake Field Office",40.58,-108.73,NA,Incomplete
186,2012-01-01,NA,NA,52891.25298,Fire Mountain,Pile,"BLM, Montrose Office, BLM",0,0,13S 92W 25,Complete
208,2012-01-01,450,225,0,Gold Basin (broadcast),Broadcast,"BLM, Montrose Office, BLM",38.33,-106.83,47N 1E 14,Complete
246,2012-01-01,150,0,0,The Meadows,Broadcast,"BLM, Montrose Office, BLM",0,0,48N 15W 19,Incomplete
19,2012-01-01,383,0,0,Deer Haven,Broadcast,"BLM, Royal Gorge Office, BLM, Canon City",38.62,-105.37,NA,Incomplete
20,2012-01-01,NA,NA,0,High Park Piles,Pile,"BLM, Royal Gorge Office, BLM, Canon City",0,0,16S 71W 3,Incomplete
22,2012-01-01,NA,NA,93100,Hole In The Rock,Pile,"BLM, Royal Gorge Office, BLM, Canon City",38.67,-105.27,NA,Complete
23,2012-01-01,NA,NA,128520,Turkey Gulch Piles,Pile,"BLM, Royal Gorge Office, BLM, Canon City",0,0,20S 73W 9,Complete
24,2012-01-01,NA,NA,6745,McCoy Gulch Piles,Pile,"BLM, Royal Gorge Office, BLM, Canon City",38.37,-105.64,NA,Complete
27,2012-01-01,NA,NA,0,Stoney Face,Pile,"BLM, Royal Gorge Office, BLM, Canon City",0,0,51N 11E 33,Incomplete
247,2012-01-01,800,0,0,Trail Gulch,Broadcast,"BLM, Royal Gorge Office, BLM, Canon City",38.67,-105.27,NA,Incomplete
299,2012-01-01,NA,NA,0,Torres,Pile,"BLM, Royal Gorge Office, BLM, Canon City",38.33,-105.58,20S 73W 7,Incomplete
260,2012-01-01,600,0,0,Hat Springs Broadcast Rx,Broadcast,"BLM, Saguache Office, BLM",0,0,44N 5E 6,Incomplete
88,2012-01-01,NA,NA,0,Disappointment Tamarisk Piles,Pile,"BLM, San Juan Office, BLM",0,0,43N 18W 2,Incomplete
161,2012-01-01,334,0,0,Mesa Pedregosa,Broadcast,"BLM, San Juan Office, BLM",0,0,32N 1E 6,Incomplete
231,2012-01-01,1000,0,0,Dolores Rim,Broadcast,"BLM, San Juan Office, BLM",37.76,-108.77,NA,Incomplete
242,2012-01-01,100,0,0,Quakie Rx,Broadcast,"BLM, San Juan Office, BLM",37.9,-108.83,NA,Incomplete
119,2012-01-01,525,0,0,Badger Flat,Broadcast,"BLM, White River Office, BLM",0,0,5N 100W 2,Incomplete
175,2012-01-01,NA,NA,16267.01054,Dragon Compressor Piles,Pile,"BLM, White River Office, BLM",0,0,2S 103W 10,Complete
184,2012-01-01,75,0,0,Escalante Foot Plots/Field burn,Broadcast,"CDPW, Montrose Area, Colo Parks & Wildlife Div",0,0,15S 96W 18,Incomplete
185,2012-01-01,NA,NA,0,Hamilton Tamarisk Piles,Pile,"CDPW, Montrose Area, Colo Parks & Wildlife Div",0,0,15S 96W 18,Incomplete
189,2012-01-01,NA,NA,1989.9,Finnerty,Pile,"CSFS, Boulder District Colo State Forest Svc",0,0,3S 72W 12,Complete
117,2012-01-01,NA,NA,11817,Ralston Roost,Pile,"CSFS, Golden District Colo State Forest Svc",0,0,2S 72W 35,Complete
157,2012-01-01,335,44,0,Lower North Fork,Broadcast,"CSFS, Golden District Colo State Forest Svc",0,0,7S 70W 15,Complete
167,2012-01-01,NA,NA,0,Camp Kotami Piles,Pile,"CSFS, Golden District Colo State Forest Svc",0,0,7S 70W 17,Incomplete
215,2012-01-01,8050,0,0,Flying J Ranch,Broadcast,"CSFS, Golden District Colo State Forest Svc",0,0,5S 70W 10,Incomplete
217,2012-01-01,45,0,0,"White Ranch Park Understory (Units 13, 20)",Broadcast,"CSFS, Golden District Colo State Forest Svc",39.82,-105.28,NA,Incomplete
218,2012-01-01,24,24,0,White Ranch Park Grass (Unit 12),Broadcast,"CSFS, Golden District Colo State Forest Svc",39.82,-105.28,NA,Complete
105,2012-01-01,NA,NA,40391.50184,Colorado State Forest Piles,Pile,"CSFS, Steamboat Springs Dist. Colo State Forest Svc",40.58,-105.97,7N 76W 16,Complete
58,2012-01-01,300,0,0,Park County DOW Rx Burn,Broadcast,"CSFS, Woodland Park District Colo State Forest Svc",0,0,10S 87W 3,Incomplete
68,2012-01-01,NA,NA,0,Catamount,Pile,"CSFS, Woodland Park District Colo State Forest Svc",0,0,13S 69W 15,Incomplete
69,2012-01-01,NA,NA,0,James Mark Jones SWA Piles,Pile,"CSFS, Woodland Park District Colo State Forest Svc",0,0,10S 76W 3,Incomplete
237,2012-01-01,105,0,0,PPWS North Slope,Broadcast,"CSFS, Woodland Park District Colo State Forest Svc",0,0,13S 69W 12,Incomplete
200,2012-01-01,25000,0,0,Fort Carson - PCMS Broadcast,Broadcast,"DoD, Fort Carson Army",0,0,30S 59W 1,Incomplete
201,2012-01-01,NA,NA,0,PCMS Piles,Pile,"DoD, Fort Carson Army",37.52,-104,NA,Incomplete
202,2012-01-01,5000,0,0,Fort Carson - North,Broadcast,"DoD, Fort Carson Army",38.7,-104.77,NA,Incomplete
203,2012-01-01,10000,0,0,Fort Carson - Middle,Broadcast,"DoD, Fort Carson Army",38.59,-104.82,NA,Incomplete
204,2012-01-01,10000,0,0,Fort Carson - South,Broadcast,"DoD, Fort Carson Army",38.47,-104.86,NA,Incomplete
267,2012-01-01,NA,NA,0,Witter,Pile,"Local Gov't Agency, Boulder Mountain Fire",0,0,1N 71W 9,Incomplete
107,2012-01-01,NA,NA,29814.99833,Reynolds Ranch,Pile,"Local Gov't Agency, Boulder County Open Space",0,0,1S 72W 19,Complete
108,2012-01-01,NA,NA,51433.2,Hall Ranch Project Area 4,Pile,"Local Gov't Agency, Boulder County Open Space",0,0,3N 71W 22,Complete
109,2012-01-01,NA,NA,25326,Heil Ranch Project Area 7,Pile,"Local Gov't Agency, Boulder County Open Space",40.18,-105.29,3N 71W 36,Complete
110,2012-01-01,NA,NA,17460.9,Walker Ranch PA7,Pile,"Local Gov't Agency, Boulder County Open Space",0,0,1S 71W 22,Complete
111,2012-01-01,NA,NA,8586,Heil Ranch Log Decks,Pile,"Local Gov't Agency, Boulder County Open Space",0,0,2N 71W 11,Complete
213,2012-01-01,60,0,0,Heil Geer Meadows Rx,Broadcast,"Local Gov't Agency, Boulder County Open Space",0,0,2N 71W 14,Incomplete
55,2012-01-01,47,0,0,Soapstone Prairie Rx Burn,Broadcast,"Local Gov't Agency, City of Fort Collins",40.94,-105.09,11N 69W 6,Incomplete
124,2012-01-01,372,50,0,BobcatRidge Natural Area,Broadcast,"Local Gov't Agency, City of Fort Collins",40.48,-105.23,NA,Complete
43,2012-01-01,NA,NA,0,White Ranch Block 6B,Pile,"Local Gov't Agency, Jefferson County Open Space",0,0,2S 71W 36,Incomplete
11,2012-01-01,NA,NA,450,Rapid Creek,Pile,"Local Gov't Agency, Local Government Agency",0,0,11S 97W 8,Complete
12,2012-01-01,NA,NA,14008.79984,Platte Canyon Piles  (Deer Creek),Pile,"Local Gov't Agency, Local Government Agency",0,0,6S 72W 28,Complete
87,2012-01-01,NA,NA,89100,Glacier View Community Piles,Pile,"Local Gov't Agency, Local Government Agency",40.74,-105.44,NA,Complete
122,2012-01-01,NA,NA,0,North West FPD Pile,Pile,"Local Gov't Agency, Local Government Agency",0,0,10S 77W 3,Incomplete
128,2012-01-01,NA,NA,21280,Dalla Mountain Park,Pile,"Local Gov't Agency, Local Government Agency",37.3,-107.88,35N 9W 8,Complete
156,2012-01-01,NA,NA,0,Steamboat Springs Fire,Pile,"Local Gov't Agency, Local Government Agency",0,0,6N 84W 8,Incomplete
165,2012-01-01,NA,NA,0,Oak Creek FPD,Pile,"Local Gov't Agency, Local Government Agency",0,0,4N 85W 30,Incomplete
166,2012-01-01,NA,NA,0,North Routt FPD,Pile,"Local Gov't Agency, Local Government Agency",0,0,9N 84W 1,Incomplete
168,2012-01-01,NA,NA,0,Pagosa Springs Town Piles,Pile,"Local Gov't Agency, Local Government Agency",37.26,-107.01,NA,Incomplete
241,2012-01-01,NA,NA,0,Perry Park Burn Piles,Pile,"Local Gov't Agency, Local Government Agency",39.24,-104.98,NA,Incomplete
9,2012-01-01,NA,NA,12665.00034,Carter Lake,Pile,"Local Gov't Agency, Larimer County",0,0,5N 70W 34,Complete
