SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,PILE_VOLUME,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
1008336,2016-03-01,1800,1800,0,Owl Draw,Broadcast,Bureau of Land Management - NM-CAD,32.015,-104.18166,Complete
1008338,2016-03-01,1400,1400,0,S Fork Hay Hollow,Broadcast,Bureau of Land Management - NM-CAD,32.01056,-104.39778,Complete
1008341,2016-03-01,3000,950,0,Centennial Rx,Broadcast,BLM,32.358,-105.802,Complete
1008342,2016-03-01,50,50,0,Dripping Springs,Broadcast,BLM,32.409,-106.5897,Complete
1008350,2016-03-01,6000,220,0,Mesa Chivato Project,Broadcast,BLM,35.5307,-107.3365,Complete
1008356,2016-03-01,3000,300,0,Sacaton RX,Broadcast,BLM - SOCORRO FO,34.0619,-106.5999,Complete
1008361,2016-03-01,21000,1700,0,Valle Vidal,Broadcast,US FOREST SERVICE,36.7921,-105.13720000000001,Complete
1008373,2016-03-01,3783,3125,0,Sand Ranch,Broadcast,Bureau of Land Management - NM-ROD,33.53944,-103.84722,Complete
1008379,2016-03-01,1200,247,0,Thunderbird RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.589,-106.3921,Complete
1008380,2016-03-01,9751,9600,0,"Area 74 Units 19,20",Broadcast,U.S. Forest Service-USDA - NM-GNF - Black Range,33.4272,-108.0981,Complete
1008390,2016-03-01,4000,1692,0,Mesitas,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.0925,-106.40472,Complete
1008392,2016-03-01,700,10,0,Wolf Wells RX,Broadcast,Bureau of Land Management - NM-SCD,34.07646,-107.41617,Complete
1008405,2016-06-01,850,234,0,Big Hat  Wildfire,Broadcast,Valles Caldera National Preserve - Valles Caldera National Preserve,35.835,-106.59028,Complete
1008413,2016-03-01,900,136,0,Vallecitos,Broadcast,U.S. Forest Service-USDA - NM-SNF,35.80886,-106.60072,Complete
1008415,2016-06-01,2100,136,0,Vrigin,Broadcast,USFS,35.77528,-106.72722,Complete
1008417,2016-03-01,1868,1277,0,Virgin Mesa,Broadcast,U.S. Forest Service-USDA - NM-SNF,35.7912,-106.7154,Complete
1008421,2016-09-01,616,178,0,North Banco Units RX 2016,Broadcast,Valles Caldera National Preserve - Valles Caldera National Preserve,35.87268,-106.62049,Complete
1008422,2016-09-01,725,496,0,Cajete Units 3 and 4 RX,Broadcast,Valles Caldera National Preserve,35.84917,-106.59666,Complete
1008456,2016-12-01,630,640,0,Weaver Ranck RX,Broadcast,U.S. Fish and Wildlife Service - NM-BTR,33.6373,-103.102,Complete
1008458,2016-03-01,270,270,0,NMSU Training Burn,Broadcast,Private,34.89833,-104.73306,Complete
1008464,2016-09-01,150,20,0,Cottonwood Gulch-Pratt RX,Broadcast,FOREST STEWARDS GUILD,35.30848,-108.20607,Complete
1008466,2016-03-01,3560,2354,0,Paddy's Hole Peak Rx Fire,Broadcast,NM State Land Office - NM State Land Office,33.7042,-107.8926,Complete
1008468,2016-09-01,900,500,0,Black Lake Rx Fire,Broadcast,NEW MEXICO STATE LAND OFFICE,36.3128,-105.2484,Complete
1008477,2017-03-01,3000,2250,0,Centennial Rx,Broadcast,BLM,32.358,-105.802,Complete
1008478,2017-03-01,50,50,0,Dripping Springs,Broadcast,BLM,32.409,-106.5897,Complete
1008488,2017-03-01,20780,1,0,Mesa Chivato Project,Broadcast,BLM,35.5307,-107.3365,Complete
1008491,2017-03-01,17000,1200,0,Mertz Ranch,Broadcast,BLM,34.6454,-107.7907,Complete
1008496,2017-03-01,1700,1410,0,2017 Ft Stanton Units,Broadcast,Bureau of Land Management - NM-ROD,33.5075,-105.52,Complete
1008497,2017-03-01,10286,237,509550,Canjilon WUI Rx,NA,U.S. Forest Service-USDA - NM-CAF - Canjilon,36.45722,-106.4356,Complete
1008499,2017-03-01,700,650,0,Virgin Mesa,Broadcast,SANTA FE N.F.,35.7912,-106.7154,Complete
1008515,2017-03-01,33300,17145,0,Pelona RX,Broadcast,Bureau of Land Management - NM-SCD,33.76228,-108.01461,Complete
1008528,2017-03-01,2000,6,0,Perk broadcast burn,Broadcast,LINCOLN NF,33.3508,-105.6769,Complete
1008529,2017-03-01,2705,43,0,Grindstone broadcast burn,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.31662,-105.71,Complete
1008535,2017-03-01,77000,15908,0,Melrose Range Rx,Broadcast,US AIR FORCE,34.3022,-103.7669,Complete
1008539,2017-09-01,1977,536,0,Cedar Springs,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.4511,-106.7827,Complete
1008540,2017-03-01,7270,588,0,Santa Fe Watershed,Broadcast,USFS,35.7031,-105.9015,Complete
1008541,2017-03-01,4000,2515,0,Mesitas,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.0925,-106.4047,Complete
1008543,2017-03-01,7815,897,0,Gallinas Rx.,Broadcast,USFS,35.7012,-105.5009,Complete
1008546,2017-03-01,NA,185,20000,NM-EMP Piles,Pile,National Park Service - NM-EMP,34.99306,-108.11166,Complete
1008550,2017-03-01,4550,4550,0,West Side NW,Broadcast,Bureau of Land Management - NM-CAD,33.04972,-104.6136,Complete
1008551,2017-03-01,3500,3500,0,Ben Slaughter,Broadcast,Bureau of Land Management - NM-CAD,32.04556,-104.36861,Complete
1008553,2017-03-01,2950,7317,0,Lobo,Broadcast,Bureau of Land Management - NM-CAD,32.13111,-104.42056,Complete
1008555,2017-03-01,14000,11994,0,Sand Ranch,Broadcast,Bureau of Land Management - NM-ROD,33.49028,-103.85611,Complete
1008558,2017-03-01,400,85,0,BDR CY17 MSU,Broadcast,U.S. Fish and Wildlife Service - NM-BDR,33.76667,-106.87361,Complete
1008562,2017-03-01,765,564,0,Thunderbird RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.589,-106.3921,Complete
1008564,2017-03-01,150,22,0,"Organ Firebreaks #5, #6",Broadcast,DPW-E,32.29361,-106.5011,Complete
1008565,2017-03-01,205,200,0,North Milner,Broadcast,Bureau of Land Management - NM-ROD,33.69028,-104.31416,Complete
1008566,2017-03-01,750,660,0,Coyote Canyon,Broadcast,Bureau of Land Management - NM-LCD,NA,NA,Complete
1008567,2017-03-01,4600,55,0,Joaquin Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,35.80507,-106.81277,Complete
1008568,2017-03-01,2450,650,0,Rustler Breaks,Broadcast,Bureau of Land Management - NM-CAD,32.16472,-104.01056,Complete
1008571,2017-03-01,5000,3371,0,Moya,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.33238,-106.98141,Complete
1008572,2017-03-01,6907,170,0,mesa poleo/cordovas Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.1684,-106.7309,Complete
1008573,2017-03-01,5400,643,0,French Mesa,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.3104,-106.7844,Complete
1008574,2017-03-01,10000,9200,0,Area 74 2017,Broadcast,U.S. Forest Service-USDA - NM-GNF - Black Range,33.45639,-107.89278,Complete
1008579,2017-03-01,2720,1884,0,ANDREWS RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mt. Taylor,35.21645,-108.1395,Complete
1008582,2017-03-01,31000,650,0,West Mesas Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,35.82267,-106.7431,Complete
1008583,2017-03-01,1000,60,0,Gallina WUI Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.2092,-106.8204,Complete
1008588,2017-03-01,15000,7020,0,Hondito,Broadcast,U.S. Forest Service-USDA - NM-CAF - Tres Piedras,36.58722,-106.02222,Complete
1008591,2017-06-01,6000,7495,0,Bonita,Broadcast,U.S. Forest Service-USDA - NM-CAF - El Rito,36.61306,-106.19833,Complete
1008607,2017-09-01,2330,1164,0,Banco Bonito North Rx,Broadcast,Valles Caldera National Preserve - Valles Caldera National Preserve,35.84917,-106.59666,Complete
1008611,2017-09-01,NA,46,256,Taos Ski Valley Piles,Pile,QUESTA RANGER DISTRICT,36.5881,-105.4521,Complete
1008615,2017-03-01,13,12,0,South Fork,Broadcast,U.S. Forest Service-USDA - NM-LNF,33.44967,-105.75289,Complete
1008618,2017-12-01,4578,4578,0,Taylor Canyon,Broadcast,U.S. Forest Service-USDA - NM-CIF - Magdalena,NA,NA,Complete
1008625,2017-03-01,419,250,0,Stubblefield,Broadcast,VERMEJO PARK RANCH,36.95111,-104.8533,Complete
1008626,2017-03-01,438,277,0,Arch Redd,Broadcast,VERMEJO PARK RANCH,36.93337,-104.8186,Complete
1008652,2017-03-01,500,152,0,Red Bluff Draw,Broadcast,NM State Land Office - NM State Land Office,32.0865,-104.0579,Complete
1008653,2017-03-01,19688,6094,0,Luera TREX Rx fire,Broadcast,NM State Land Office - NM State Land Office,33.7738,-107.8582,Complete
1008655,2018-03-01,50,50,0,Dripping Springs,Broadcast,BLM,32.409,-106.5897,Complete
1008656,2018-03-01,3000,3500,0,Centennial Rx,Broadcast,BLM,32.358,-105.802,Complete
1008658,2018-03-01,700,600,0,Red Rio 2,Broadcast,BLM,33.73333,-106.45,Complete
1008661,2018-03-01,30451,355,0,Reserve WUI Broadcast,Broadcast,"USFS RESERVE RD, GILA NF",33.6669,-108.8586,Complete
1008667,2018-03-01,20780,450,0,Mesa Chivato Project,Broadcast,BLM,35.5307,-107.3365,Complete
1008675,2018-03-01,17000,250,0,Mertz Ranch,Broadcast,BLM,34.6454,-107.7907,Complete
1008695,2018-03-01,1060,180,0,2018 ft Stanton,Broadcast,Bureau of Land Management - NM-ROD,33.46444,-105.57667,Complete
1008696,2018-03-01,6755,0,0,2018 Sand Ranch,Broadcast,Bureau of Land Management - NM-ROD,33.53778,-103.84917,Incomplete
1008697,2018-03-01,5500,5853,0,L-T West Rx,Broadcast,U.S. Forest Service-USDA - NM-GNF - Wilderness,33.03646,-108.03989,Complete
1008699,2018-03-01,31000,1532,0,West Mesas Rx,Broadcast,U.S. Forest Service-USDA - NM-SNF,35.82267,-106.7431,Complete
1008703,2018-09-01,1200,1317,0,Cedar Springs,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.4511,-106.7827,Complete
1008708,2018-03-01,5400,3580,0,French Mesa,Broadcast,U.S. Forest Service-USDA - NM-SNF,36.3104,-106.7844,Complete
1008710,2018-03-01,876,250,0,Borrego Mesa RX,Broadcast,USFS/ESPANOLA R.D.,35.9931,-105.7586,Complete
1008712,2018-03-01,2050,2050,0,Chinaberry,Broadcast,Bureau of Land Management - NM-CAD,32.19917,-104.32166,Complete
1008724,2018-03-01,7270,1300,0,Santa Fe Watershed,Broadcast,USFS,35.7031,-105.9015,Complete
1008736,2018-03-01,2500,2500,0,North Fork,Broadcast,Bureau of Land Management - NM-CAD,32.01972,-104.41528,Complete
1008738,2018-03-01,8595,8595,0,Area 74 Units 9&10,Broadcast,U.S. Forest Service-USDA - NM-GNF - Black Range,33.44733,-107.83475,Complete
1008747,2018-03-01,25,25,0,"Organ Firebreaks #5, #6",Broadcast,LOCKE,32.29361,-106.5011,Complete
1008750,2018-03-01,1600,233,0,East Cerro Montoso,Broadcast,Bureau of Land Management - NM-TAD,36.68417,-105.74805,Complete
1008767,2018-06-01,802,588,0,Hidden Valley Fire,Broadcast,Valles Caldera National Preserve - Valles Caldera National Preserve,NA,NA,Complete
1008772,2018-03-01,1036,215,0,SLAUGHTER MESA RX,Broadcast,USDA FOREST SERVICE,NA,NA,Complete
1008778,2018-03-01,775,294,0,Borrego Mesa Rx,Broadcast,"CARSON NF, CAMINO REAL R.D.",36.19756,-105.6351,Complete
1008780,2018-03-01,820,181,0,Highway 84 Rx,Broadcast,U.S. Forest Service-USDA - NM-CAF - Canjilon,NA,NA,Complete
1008788,2018-12-01,75,25,0,Elk Springs  RX,Broadcast,Bureau of Land Management - NM-RPD,NA,NA,Complete
1008814,2018-03-01,9600,680,720,Ciruela Canyon Zone,NA,"HOBO RANCH, LLC.",NA,NA,Complete
1008819,2018-09-01,659,267,0,Caliente,Broadcast,VERMEJO PARK RANCH,NA,NA,Complete
1008820,2018-09-01,1774,603,0,Stubblefield 2,Broadcast,VERMEJO PARK RANCH,NA,NA,Complete
1008829,2019-03-01,3500,2751,0,Sacaton RX,Broadcast,BLM - SOCORRO FO,34.0619,-106.5999,Complete
1008831,2019-03-01,2712,5,0,Chupadera Mesa,Broadcast,BLM - SOCORRO FO,33.8208,-106.2167,Complete
1008920,2012-03-01,126,126,0,Poverty Creek WUI,Broadcast,FOREST SERVICE,33.4849,-107.7908,Complete
1008927,2004-03-01,NA,15,6480,Sierra Los Pinos 01,Pile,Federal,35.82056,-106.57167,Complete
1008935,2004-03-01,20,56,0,Maxwell Small Sacaton RX,Broadcast,Federal,36.58139,-104.59778,Complete
1008936,2004-03-01,200,259,0,Las Vegas Wetlands,Broadcast,Federal,35.54167,-105.14167,Complete
1008940,2004-03-01,50,50,0,RNARX,Broadcast,Federal,36.5172,-103.064,Complete
1008941,2004-03-01,20,2,0,Bear,Broadcast,Federal,NA,NA,Complete
1008942,2004-06-01,75,75,0,Baker II Burn,Broadcast,Federal,31.4342,-108.9798,Complete
1008948,2004-09-01,NA,NA,35000,Gap I piles,Pile,Federal,NA,NA,Complete
1008951,2004-09-01,44,0,16320,Thunderbird RX,Broadcast,Federal,NA,NA,Complete
1008968,2005-03-01,NA,250,0,Ruidoso WUI,Pile,Federal,33.35,-105.4,Complete
1008973,2005-12-01,55,66,0,No Wheel Drive RX,Broadcast,Federal,33.80833,-106.89027,Complete
1008975,2005-03-01,85,85,0,BitterLake wetlands #5,Broadcast,Federal,33.43222,-104.41666,Complete
1008978,2005-03-01,40,40,0,L. O. Draw,Broadcast,Federal,32.1883,-104.2291,Complete
1008982,2005-06-01,46,46,0,RMRS Study Plots - Rodeo,Broadcast,Federal,31,-109,Complete
1008983,2005-06-01,46,46,0,RMRS Study Plots - George,Broadcast,Federal,31.79988,-107.19675,Complete
1009014,2006-03-01,90,90,0,No Wheel Drive Unit 19 Rx,Broadcast,Federal,33.80833,-106.89027,Complete
1009020,2006-12-01,60,45,0,Bosque No Wheel Drive,Broadcast,Federal,33.80861,-106.89056,Complete
1009048,2007-03-01,4500,180,0,Cottonwood,Broadcast,Federal,31.5215,-109.0485,Complete
1009049,2007-03-01,6,6,0,Abo Mounds Rx,Broadcast,Federal,NA,NA,Complete
1009051,2007-09-01,59.4,60,0,"Capulin Volcano 1, 2 & 9",Broadcast,Federal,NA,NA,Complete
1009052,2007-09-01,37,37,0,Bosque Wetlands Unit 25B,Broadcast,U.S. Fish and Wildlife Service,NA,NA,Complete
1009053,2007-03-01,2,5,0,Quari Water Shed,Broadcast,Federal,NA,NA,Complete
1009056,2007-12-01,40,40,0,Bosque Unit 18A5,Broadcast,Federal,NA,NA,Complete
1009083,2007-03-01,NA,65,15000,Villanueva Slash Piles,Pile,State,35.1502,-105.4229,Complete
1009085,2008-09-01,30,30,NA,"Wtlnds Units 6-2,9 ;17A-1",Broadcast,Federal,33.8594,-106.8557,Complete
1009086,2008-12-01,50,50,0,Unit 36,Broadcast,Federal,33.7625,-106.9108,Complete
1009095,2008-09-01,155,341,0,Whitmire,Broadcast,Federal,31.536,-108.9798,Complete
1009096,2008-03-01,12,12,0,Chihuahua  Spring,Broadcast,Federal,34.3442,-106.7192,Complete
1009101,2008-09-01,51,50,0,Feel the Heat 2008,Broadcast,Federal,NA,NA,Complete
1009105,2008-03-01,3,46.5,0,CLC-OutfallChannel,Broadcast,Municipal,32.3075,-106.7598,Complete
1009109,2008-03-01,NA,NA,40000,Mesquite,Pile,Private,32.1625,-106.7087,Complete
1009110,2008-03-01,NA,NA,71000,Snow Farm,Pile,Private,32.3,-106.9167,Complete
1009113,2008-03-01,NA,NA,12000,Fountain,Pile,Private,32.2785,-106.8108,Complete
1009124,2008-12-01,110,110,0,Sixmile Springs,Broadcast,State,33.856,-104.2704,Complete
1009125,2008-03-01,320,320,0,Mimbres Delta,Broadcast,State,32.2614,-107.623,Complete
1009133,2009-12-01,15,20,0,Bosque ditches,Broadcast,Federal,NA,NA,Complete
1009134,2009-12-01,10,10,0,Bosque Ditches 09,Broadcast,U.S. Fish and Wildlife Service,NA,NA,Complete
1009138,2009-03-01,10,10,0,Las Vegas ditches,Broadcast,U.S. Fish and Wildlife Service,35.5486,-105.1625,Complete
1009139,2009-03-01,10,10,0,Maxwell ditches,Broadcast,Federal,NA,NA,Complete
1009140,2009-03-01,70,70,0,No Wheel Drive-Unit 19,Broadcast,Federal,NA,NA,Complete
1009143,2009-03-01,316,50,0,RNA Study Plots,Broadcast,Federal,NA,NA,Complete
1009144,2009-09-01,68,68,0,Aqua Fria Meadow RX,Broadcast,Federal,NA,NA,Complete
1009176,2009-03-01,NA,5,0,ARM BAR Phase II,Pile,Private,NA,NA,Complete
1009177,2009-06-01,NA,10,0,Rhodes Piles,Pile,Private,NA,NA,Complete
1009178,2009-06-01,NA,11,0,Tinnin Piles,Pile,Private,34.4291,-106.8263,Complete
1009180,2009-03-01,NA,8,5000,Elk Ridge Slash Piles,Pile,NM State Land Office,36.2982,-105.1948,Complete
1009194,2010-12-01,4.5,4.5,0,Bitter Lake NWR Unit 15,Broadcast,Federal,NA,NA,Complete
1009199,2010-03-01,20,14,0,Gran Quivira Unit 4,Broadcast,Federal,34.2636,-106.1019,Complete
1009204,2010-09-01,15,96,0,NM-BDR Unit 25A 1,Broadcast,U.S. Fish and Wildlife Service,33.7656,-106.8986,Complete
1009207,2010-09-01,40,40,0,Unit 18A2,Broadcast,Federal,NA,NA,Complete
1009209,2010-09-01,40,40,0,Managing Fire 18A-3,Broadcast,Federal,NA,NA,Complete
1009233,2010-03-01,12,12,NA,CMC1032010,Broadcast,Private,32.7142,-108.1203,Complete
1009237,2010-09-01,240,192,NA,Wheat Burn,Broadcast,Private,34.3245,-103.0821,Complete
1009239,2010-09-01,50,11,0,Lambson Mesa,Broadcast,Private,35.1357,-108.4513,Complete
1009249,2011-03-01,316,50,0,RNA Study Plots,Broadcast,Federal,NA,NA,Complete
1009251,2011-12-01,60,15,0,BDR FY12 25B,Broadcast,Federal,NA,NA,Complete
1009267,2011-03-01,32,32,0,Cito Creek,Broadcast,Private,36.4741,-104.9706,Complete
1009273,2012-12-01,60,60,0,BDR 25B,Broadcast,USFWS,33.765,-106.9058,Complete
1009281,2012-09-01,32,28,0,East Thunderbird 1A,Broadcast,Federal,34.5874,-106.4069,Complete
1009383,2017-03-01,NA,2,4500,MXR CY17 T2 Piles,Pile,U.S. Fish and Wildlife Service - NM-MXR,36.56944,-104.58667,Complete
1009460,2019-02-15,5850,5700,500000,Hunter's Lodge,Broadcast,Department of Defense-White Sands Missile Range,33.842,-106.175,Complete
1009541,2019-01-30,17000,1225,100000,Tio Gordito,NA,U.S. Forest Service-USDA - NM-CAF - Tres Piedras,36,105,Complete
1009544,2019-01-31,29431,1315,0,West Mesas,Broadcast,"SANTA FE N.F., JEMEZ R.D.",35.84,-106.724,Complete
1009560,2019-02-03,7300,450,60,Santa Fe Watershed,NA,"USFS, SANTA FE NATIONAL FOREST, ESPANOLA DISTRICT",35.673,-105.744,Complete
1009640,2019-02-08,77000,17391,0,Melrose Range RX,Broadcast,US AIR FORCE,34.302,-103.767,Complete
1009660,2019-02-12,1100,340,2937600,La Cueva Rx.,NA,"US FOREST SERVICE, PECOS/LV RD SANTA FE NF",35.658,-105.754,Complete
1009680,2019-02-12,2200,500,96000,Pacheco Canyon Rx,Broadcast,"US FOREST SERVICE , ESPANOLA DIST",35.793,-105.84,Complete
1009720,2019-02-13,523,523,0,West/South Mesa,Broadcast,Bureau of Land Management - NM-ROD,33.46,-105.572,Complete
1009721,2019-02-13,3960,1415,0,Sand Ranch,Broadcast,Bureau of Land Management - NM-ROD,33.544,-103.87,Complete
1009724,2019-02-13,219,219,0,Chato RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.626,-106.382,Incomplete
1009740,2019-02-13,1200,540,1180,Thunderbird RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.581,-106.392,Complete
1009762,2019-02-14,1000,110,0,Mesa Chivato RX,Broadcast,BLM-ADO-RPFO,35.535,-107.317,Complete
1009763,2019-02-14,25000,6000,0,Collins Park,Broadcast,Gila National Forest-Reserve Ranger District,33.635,-108.429,Complete
1009764,2019-02-14,36570,466,1,Lewis RX,NA,FOREST SERVICE,32.70061,-105.50906,Complete
1009767,2019-02-14,400,25,1674,Elk Springs RX,NA,BLM-ADO-RPFO,35.882,-106.939,Complete
1009768,2019-02-14,2300,1694,0,Rendija RX,Broadcast,BLM-ADO-RPFO,34.908,-108.124,Complete
1009801,2019-03-08,50,50,0.6,Dripping Springs,NA,BLM-NM-LCDO,32.32,-106.58,Complete
1009820,2019-02-26,200,200,0,Nester Ball Buck,Broadcast,Bureau of Land Management - NM-ROD,34.073,-104.967,Complete
1009840,2019-02-21,500,180,0,Bitter Lake,Broadcast,U.S. Fish and Wildlife Service - NM-BTR,33.477,-104.423,Complete
1009842,2019-03-01,100,50,0,Las Vegas Canal,Broadcast,U.S. Fish and Wildlife Service - NM-LVR,35.562,-105.165,Complete
1009880,2019-02-22,322,322,2000,Elks Pasture Rx,NA,Gila National Forest- Wilderness RD,32.964,-108.054,Complete
1009920,2019-04-01,850,655,0,Banco Bonito North RX,Broadcast,VALLES CALDERA NATIONAL PRESERVE,35.846,-106.604,Complete
1009960,2019-03-01,600,440,0.1,Rendija,NA,EL MALPAIS N.M.,34.954,-108.117,Complete
1009961,2019-03-01,250,250,0,Stairsteps,Broadcast,EL MALPAIS N.M.,34.984,-108.124,Complete
1009964,2019-04-01,3842,3713,0,Redondo RX,Broadcast,FOREST SERVICE,35.16667,-108.1,Complete
1010101,2019-03-08,2000,358,0,Cerro Montoso,Broadcast,BLM- TAOS FIELD OFFICE,36.681,-105.737,Complete
1010102,2019-03-08,200,200,0,Guadalupe Mtns,Broadcast,BLM- TAOS FIELD OFFICE,36.76,-105.644,Complete
1010140,2019-03-12,9371,9371,0,"Indian Peaks Units 9,10,11,12",Broadcast,"Gila National Forest, Black Range R.D.",33.528,-108.084,Complete
1010160,2019-03-16,50,35,0,Standing Live,Broadcast,U.S. Fish and Wildlife Service - NM-BDR,33.74,-106.907,Complete
1010181,2019-03-19,0,20,360000,"BDR Ditches, canals and piles",Pile,U.S. Fish and Wildlife Service - NM-BDR,33.823,-106.868,Complete
1010220,2019-03-26,112,90,0,Seco RX,Broadcast,Valles Caldera National Preserve,35.945,-106.592,Complete
1010240,2019-03-29,80,80,1000,Chloride Ranch,Broadcast,Private,33.329,-107.663,Complete
1010320,2019-04-09,50,14,280000,Ojito de Caballo Ranch,NA,Ojito de Caballo Ranch,36.137,-105.638,Complete
1010340,2019-03-30,10,4,20000,Ojito de Caballo Ranch,NA,Private,36.137,-105.638,Complete
1010401,2019-04-18,392,392,0,Caliente,Broadcast,VERMEJO PARK RANCH,36.918,-104.87,Incomplete
1010402,2019-04-18,1170,1170,0,Stubblefield 2,Broadcast,VERMEJO PARK RANCH,36.965,-104.858,Incomplete
1010403,2019-04-18,814,814,0,Blind Canyon,Broadcast,VERMEJO PARK RANCH,36.808,-104.796,Complete
1010621,2019-05-22,300,300,70000,Copper Hill SLO RX,NA,FOREST STEWARDS GUILD,36.219,-105.774,Complete
1010662,2019-05-28,671,23,31487,Gavilan piles,NA,"LINCOLN NF, SMOKEY BEAR RD",33.225,-105.381,Complete
1010701,2019-06-18,9100,7122,0,"Indian Peaks Units 1,2 and 3",Broadcast,"Gila National Forest, Black Range R.D.",33.461,-108.008,Complete
1010720,2019-06-16,16087,16000,0,Durfee Bolander,Broadcast,MAGDALENA RD CIBOLA NF,33.936,-107.519,Incomplete
1010841,2019-06-21,600,400,0,Roaring Fire,Broadcast,GILA NATIONAL FOREST QUEMADO RANGER DISTRICT,33.894,-108.996,Complete
1010920,2019-06-27,2000,587,0.1,La Jara,Broadcast,"CARSON NF, CAMINO REAL R.D.",36.413,-105.342,Complete
1011020,2019-07-15,1850,25,37500,Hyde Park WUI,NA,Santa Fe NF/Espanola Ranger District,35.728,-105.834,Complete
1011320,2019-08-16,784,784,1,Conejos,NA,JEMEZ RD,35.714,-106.593,Complete
1011420,2019-08-29,4800,4800,0,McKensie North,Broadcast,U.S. Fish and Wildlife Service - NM-SER,34.391,-106.668,Complete
1011680,2019-10-08,1000,500,0,Wind Mtn Jackpot,Broadcast,BLM- TAOS FIELD OFFICE,36.70613,-105.9028,Complete
1011980,2020-01-01,1000,1000,43560000,Mesa Chivato RX,NA,BLM-ADO-RPFO,35.535,-107.317,Incomplete
1011981,2020-01-01,475,475,17424000,Elk Springs RX,NA,BLM-ADO-RPFO,35.882,-106.939,Incomplete
1011982,2020-01-01,2500,2500,69696000,Mertz Ranch RX,NA,BLM-ADO-RPFO,34.645,-107.791,Incomplete
1012001,2020-01-14,280,280,0,2020 Ft Stanton Maintenance,Broadcast,Bureau of Land Management - NM-ROD,33.46,-105.535,Complete
1012002,2020-01-14,216,216,0,Salado Dam,Broadcast,Bureau of Land Management - NM-ROD,33.533,-105.49,Complete
1012020,2020-01-01,2500,2500,141570000,Chain of Craters RX,NA,BLM-ADO-RPFO,34.869,-108.202,Incomplete
1012040,2020-01-07,500,220,0,Bitter Lake Wetlands,Broadcast,U.S. Fish and Wildlife Service - NM-BTR,33.464,-104.4,Complete
1012041,2020-01-14,2563,1400,0,Milnesand,Broadcast,New Mexico Game and Fish Dept.,33.577,-103.26,Complete
1012120,2020-01-10,77000,11026,0,Melrose Range RX,Broadcast,US AIR FORCE,34.302,-103.767,Complete
1012261,2020-01-20,48165,143,3000,16 Springs Broadcast,NA,FOREST SERVICE,32.956,-105.51,Complete
1012280,2020-01-20,7000,1,0,Slaughter Mexa RX,Broadcast,GILA NATIONAL FOREST QUEMADO RANGER DISTRICT,34.089,-108.412,Incomplete
1012282,2020-01-20,5000,1,0,East Centerfire RX,Broadcast,GILA NATIONAL FOREST QUEMADO RANGER DISTRICT,33.945,-108.674,Incomplete
1012740,2020-02-17,1500,981,0,Sacaton,Broadcast,BLM - SOCORRO FO,33.975,-106.629,Complete
1012760,2020-02-20,400,244,0.1,Stairsteps,NA,EL MALPAIS N.M.,34.995,-108.103,Complete
1012780,2020-02-19,604,604,0,Thunderbird RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.589,-106.384,Incomplete
1012801,2020-02-19,219,219,0,Chato RX,Broadcast,U.S. Forest Service-USDA - NM-CIF - Mountainair,34.626,-106.381,Incomplete
1012880,2020-02-21,320,320,0,K21 North Middle Pasture,Broadcast,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.304,-103.194,Complete
1012882,2020-02-21,575,575,0,K43 P7 P8 P9,Broadcast,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.51,-103.054,Complete
1012883,2020-02-21,520,520,0,K47 North,Broadcast,CIBOLA NATIONAL FOREST AND GRASSLANDS,36.555,-103.09,Complete
1013320,2020-03-19,1500,5500,0,La Faber,Broadcast,MOORE LAND & CATTLE COMPANY,35.909,-104.426,Complete
1013860,2020-10-04,1000,1000,0,Wind MTN piles,Broadcast,BLM- TAOS FIELD OFFICE,36.698,-105.902,Incomplete
1014080,2020-11-13,950,487,0,Baney Unit 6 and 7,Broadcast,MAGDALENA RD CIBOLA NF,33.849,-107.586,Complete
1014201,2021-01-05,1500,328,0,Sacaton,Broadcast,BLM - SOCORRO FO,33.942,-106.358,Complete
1014280,2021-01-05,966,966,100000,Moya-Oso 4 RX,Broadcast,Santa Fe NF - Cuba Ranger District,36.349,-106.965,Complete
