SOURCE_ID,DATE,ACRES_REQUESTED,ACRES_COMPLETED,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,TONS,BURN_STATUS
204036,2021-04-20,5,0,Peterson Face Unit 3 Broadcast,Broadcast,Idaho Dept of Lands,48.64431,-116.34778,0,Incomplete
203850,2021-04-20,79,79,Happy Gulch Pulp,Broadcast,Idaho Dept of Lands,46.40615,-115.88859,2279.15,Complete
168130,2021-04-21,121,121,Gray's Meadow IDFG,Broadcast,Idaho Dept of Lands,47.47547,-116.67728,363,Complete
204017,2021-04-21,5,1,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,5,Complete
204634,2021-04-21,34,34,Pulp fiction unit 8,Broadcast,Idaho Dept of Lands,46.40437,-115.88743,980.9000000000001,Complete
204036,2021-04-21,5,0,Peterson Face Unit 3 Broadcast,Broadcast,Idaho Dept of Lands,48.64431,-116.34778,0,Incomplete
203986,2021-04-22,56,56,Endless Pulp 10,Broadcast,Idaho Dept of Lands,46.29557,-115.82609,1615.6000000000001,Complete
166997,2021-04-22,3,3,Winchester State Park,Understory,Idaho Dept of Lands,46.236,-116.627,60.599999999999994,Complete
204633,2021-04-28,314,314,Red River WMA,Range,Idaho Dept of Lands,45.75148,-115.39498,417.62,Complete
204017,2021-04-28,4,0,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,0,Incomplete
203983,2021-05-03,125,0,Slaughterhouse,Jackpot,Idaho Dept of Lands,43.034242,-116.869331,0,Incomplete
176819,2021-05-04,52,46,Upper Skeel Unit 3  and  4,Broadcast,Idaho Dept of Lands,47.5015,-116.343,460,Complete
176819,2021-05-05,52,52,Upper Skeel Unit 3  and  4,Broadcast,Idaho Dept of Lands,47.5015,-116.343,520,Complete
204605,2021-05-06,50,50,Priceless Rx,Broadcast,Idaho Dept of Lands,44.93534,-116.43147,1760.0000000000002,Complete
203983,2021-05-11,125,10,Slaughterhouse,Jackpot,Idaho Dept of Lands,43.034242,-116.869331,262.7,Complete
204605,2021-05-12,31,31,Priceless Rx,Broadcast,Idaho Dept of Lands,44.93534,-116.43147,1091.2,Complete
203983,2021-05-12,125,10,Slaughterhouse,Jackpot,Idaho Dept of Lands,43.034242,-116.869331,262.7,Complete
204605,2021-05-13,20,20,Priceless Rx,Broadcast,Idaho Dept of Lands,44.93534,-116.43147,704,Complete
204017,2021-09-27,7,3,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,15,Complete
204288,2021-09-29,10,10,Moose Creek Hand Piles,Hand Piles,Idaho Dept of Lands,46.87445,-116.41869,60,Complete
204017,2021-09-30,4,2,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,10,Complete
204017,2021-10-07,2,1,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,5,Complete
205535,2021-10-14,102,0,Caribou Pass - Unit Piles - 62N02WSec 35,Other Mechanical,Idaho Dept of Lands,48.67396,-116.58107,0,Incomplete
204017,2021-10-14,1,1,Robinson Park Fuels,Hand Piles,Idaho Dept of Lands,46.75346,-116.90941,5,Complete
205534,2021-10-14,72,72,Up Dodge - Unit Piles - Sec 19,Other Mechanical,Idaho Dept of Lands,48.53775,-116.52579,864,Complete
205531,2021-10-14,26,0,Downfall OSR - ROW Piles,Rights of Way,Idaho Dept of Lands,48.56343,-116.50382,0,Incomplete
205535,2021-10-15,102,0,Caribou Pass - Unit Piles - 62N02WSec 35,Other Mechanical,Idaho Dept of Lands,48.67396,-116.58107,0,Incomplete
205335,2021-10-18,20,0,Drift Creek Broadcast,Broadcast,Idaho Dept of Lands,46.62398,-116.33096,0,Incomplete
204201,2021-10-19,33,6,Shattuck Pole,Broadcast,Idaho Dept of Lands,46.8271,-116.27013,554.0999999999999,Complete
203751,2021-10-19,20,0,More Caribou Strips Unit 3,Broadcast,Idaho Dept of Lands,48.78957,-116.793635,0,Incomplete
203751,2021-10-20,20,10,More Caribou Strips Unit 3,Broadcast,Idaho Dept of Lands,48.78957,-116.793635,1033.5,Complete
205337,2021-10-21,1,1,Winchester Lake Hand Piles,Hand Piles,Idaho Dept of Lands,46.23524,-116.62768,6,Complete
204201,2021-10-21,27,27,Shattuck Pole,Broadcast,Idaho Dept of Lands,46.8271,-116.27013,2493.45,Complete
203982,2021-10-21,50,0,Hidden Scriver Salvage,Jackpot,Idaho Dept of Lands,44.184248,-116.06631,0,Incomplete
203981,2021-10-21,50,0,Center Howell Salvage,Jackpot,Idaho Dept of Lands,44.191855,-116.075124,0,Incomplete
205606,2021-10-22,75,0,Dodge Peak Rd. - Landing,Landings,Idaho Dept of Lands,48.52525,-116.50588,0,Incomplete
205531,2021-10-22,26,20,Downfall OSR - ROW Piles,Rights of Way,Idaho Dept of Lands,48.56343,-116.50382,80,Complete
203982,2021-10-22,50,0,Hidden Scriver Salvage,Jackpot,Idaho Dept of Lands,44.184248,-116.06631,0,Incomplete
203981,2021-10-22,50,0,Center Howell Salvage,Jackpot,Idaho Dept of Lands,44.191855,-116.075124,0,Incomplete
205609,2021-10-24,10,0,Caribou Pass - Unit Piles2,Other Mechanical,Idaho Dept of Lands,48.67929,-116.55352,0,Incomplete
205532,2021-10-24,9,0,Highschool OSR - Highland ROW,Rights of Way,Idaho Dept of Lands,48.58331,-116.4743,0,Incomplete
205531,2021-10-24,26,0,Downfall OSR - ROW Piles,Rights of Way,Idaho Dept of Lands,48.56343,-116.50382,0,Incomplete
205603,2021-10-25,400,400,Black Olive,Landings,Idaho Dept of Lands,44.794035,-116.685008,3200,Complete
204919,2021-10-25,10,10,Last Stand Pulp,Other Mechanical,Idaho Dept of Lands,46.72458,-115.95593,120,Complete
205305,2021-10-25,156,75,WINKLES RETURNS,Landings,Idaho Dept of Lands,47.362906,-116.259842,1500,Complete
203739,2021-10-25,20,5,Chimney Sweep Pulp,Landings,Idaho Dept of Lands,48.590297,-116.72226,70,Complete
200775,2021-10-25,518,518,Kizmit HM,Landings,Idaho Dept of Lands,44.78741,-116.70844,3626,Complete
201847,2021-10-25,25,25,Mollie Gasp,Landings,Idaho Dept of Lands,48.831749,-116.9113,275,Complete
203603,2021-10-26,90,90,French III,Other Mechanical,Idaho Dept of Lands,46.54,-115.654,1350,Complete
205304,2021-10-26,48,0,IRON TROUT,Landings,Idaho Dept of Lands,47.380389,-116.229481,0,Incomplete
205305,2021-10-26,70,60,WINKLES RETURNS,Landings,Idaho Dept of Lands,47.362906,-116.259842,1200,Complete
202655,2021-10-26,50,30,Watson Ridge Piles,Other Mechanical,Idaho Dept of Lands,47.46187,-115.87949,150,Complete
205300,2021-10-26,16,0,BOGUS BOND,Landings,Idaho Dept of Lands,47.217737,-116.317674,0,Incomplete
205532,2021-10-26,9,3,Highschool OSR - Highland ROW,Rights of Way,Idaho Dept of Lands,48.58331,-116.4743,12,Complete
203362,2021-10-26,13,13,Cluggs Landings,Landings,Idaho Dept of Lands,46.91297,-115.772448,650,Complete
203361,2021-10-26,12,12,Cluggs In-Woods,Other Mechanical,Idaho Dept of Lands,46.90339,-115.76568,600,Complete
205603,2021-10-26,400,200,Black Olive,Landings,Idaho Dept of Lands,44.794035,-116.685008,1600,Complete
204300,2021-10-26,50,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
203747,2021-10-27,5,0,Camel Hunt,Landings,Idaho Dept of Lands,48.552922,-116.769038,0,Incomplete
202655,2021-10-27,50,50,Watson Ridge Piles,Other Mechanical,Idaho Dept of Lands,47.46187,-115.87949,250,Complete
204300,2021-10-27,50,10,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,100,Complete
205558,2021-10-27,1,1,Goat Fire,Landings,Idaho Dept of Lands,46.95027,-115.87691,12,Complete
205560,2021-10-27,40,40,ER-Anthonys Wapiti OSR,Landings,Idaho Dept of Lands,46.99981,-116.19792,560,Complete
204922,2021-10-27,80,80,Blind Elk,Other Mechanical,Idaho Dept of Lands,46.635415,-115.667909,960,Complete
201846,2021-10-27,15,15,Middle fork breaks,Other Mechanical,Idaho Dept of Lands,48.378227,-116.749381,195,Complete
204993,2021-10-27,280,100,Olive Ton,Landings,Idaho Dept of Lands,44.788691,-116.663378,330,Complete
205631,2021-10-27,70,50,Sheep To Market,Hand Piles,Idaho Dept of Lands,47.9782,-116.77882,450,Complete
205557,2021-10-28,25,25,ER- West Fork Patches,Landings,Idaho Dept of Lands,46.96251,-116.26023,300,Complete
201845,2021-10-28,25,0,Lee Meadow,Other Mechanical,Idaho Dept of Lands,48.498851,-116.831398,0,Incomplete
205642,2021-10-28,45,45,PS- Blue Lake,Other Mechanical,Idaho Dept of Lands,48.2816,-116.84405,900,Complete
203600,2021-10-28,90,90,Anchor Nine Cedar,Other Mechanical,Idaho Dept of Lands,46.785817,-115.84055,1260,Complete
202318,2021-10-28,30,20,Marker 58,Landings,Idaho Dept of Lands,46.850935,-115.887916,500,Complete
205303,2021-10-28,58,10,OLD OLSON UNIT 1,Landings,Idaho Dept of Lands,47.125573,-116.251236,220,Complete
205304,2021-10-28,48,0,IRON TROUT,Landings,Idaho Dept of Lands,47.380389,-116.229481,0,Incomplete
205603,2021-10-28,200,200,Black Olive,Landings,Idaho Dept of Lands,44.794035,-116.685008,1600,Complete
205631,2021-10-28,30,10,Sheep To Market,Hand Piles,Idaho Dept of Lands,47.9782,-116.77882,90,Complete
204300,2021-10-28,30,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
202644,2021-10-28,21,20,Thomas Creek Unit 1 piles,Landings,Idaho Dept of Lands,47.60293,-116.17672,222,Complete
205644,2021-10-28,15,15,Big Creek,Other Mechanical,Idaho Dept of Lands,48.32111,-116.82706,300,Complete
202121,2021-10-28,300,75,ORO2021 Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,600,Complete
205451,2021-10-29,100,0,Long Meadow OSR,Other Mechanical,Idaho Dept of Lands,46.705,-116.267,0,Incomplete
205642,2021-10-29,30,0,PS- Blue Lake,Other Mechanical,Idaho Dept of Lands,48.2816,-116.84405,0,Incomplete
204299,2021-10-29,50,15,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,135,Complete
202318,2021-10-29,10,7,Marker 58,Landings,Idaho Dept of Lands,46.850935,-115.887916,175,Complete
203369,2021-10-29,10,10,Smith Citra Landings,Landings,Idaho Dept of Lands,46.851127,-115.879019,220,Complete
205334,2021-10-29,71,50,Purdue #2,Landings,Idaho Dept of Lands,46.90155,-116.3701,750,Complete
205453,2021-10-29,150,0,Drift Creek,Other Mechanical,Idaho Dept of Lands,46.581,-116.325,0,Incomplete
204300,2021-10-29,50,25,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,250,Complete
205644,2021-10-29,15,15,Big Creek,Other Mechanical,Idaho Dept of Lands,48.32111,-116.82706,300,Complete
205453,2021-10-30,150,75,Drift Creek,Other Mechanical,Idaho Dept of Lands,46.581,-116.325,750,Complete
203480,2021-11-01,43,0,ORO2020 13 Mile,Other Mechanical,Idaho Dept of Lands,46.55,-116.09135,0,Incomplete
205657,2021-11-01,41,20,Curtis Poles Plus,Dozer Piles,Idaho Dept of Lands,48.07929,-116.89349,280,Complete
203364,2021-11-01,20,17,Whiskey Joe In-Woods,Other Mechanical,Idaho Dept of Lands,46.883164,-115.772988,476,Complete
205293,2021-11-01,70,70,ANTHONY'S WAPITI U2,Landings,Idaho Dept of Lands,47.08878,-116.277844,175,Complete
205609,2021-11-01,10,8,Caribou Pass - Unit Piles2,Other Mechanical,Idaho Dept of Lands,48.67929,-116.55352,96,Complete
205304,2021-11-01,48,48,IRON TROUT,Landings,Idaho Dept of Lands,47.380389,-116.229481,240,Complete
204300,2021-11-01,50,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
205642,2021-11-01,30,0,PS- Blue Lake,Other Mechanical,Idaho Dept of Lands,48.2816,-116.84405,0,Incomplete
203374,2021-11-01,40,20,Emipire 160,Landings,Idaho Dept of Lands,46.864339,-115.887651,500,Complete
205303,2021-11-01,48,48,OLD OLSON UNIT 1,Landings,Idaho Dept of Lands,47.125573,-116.251236,1056,Complete
205333,2021-11-01,25,20,Purdue Cedar,Landings,Idaho Dept of Lands,46.88273,-116.36718,200,Complete
205670,2021-11-01,50,0,N. Fork Grouse Creek - Landing,Landings,Idaho Dept of Lands,48.51659,-116.2978,0,Incomplete
204993,2021-11-01,180,100,Olive Ton,Landings,Idaho Dept of Lands,44.788691,-116.663378,330,Complete
203478,2021-11-01,300,0,ORO2021 Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,0,Incomplete
205656,2021-11-01,20,5,Priest Blessed Poles,Rights of Way,Idaho Dept of Lands,48.07172,-116.90439,20,Complete
204921,2021-11-01,83,83,Snake Face,Other Mechanical,Idaho Dept of Lands,46.603027,-115.872745,913,Complete
205330,2021-11-01,55,0,Jackson's Ally,Landings,Idaho Dept of Lands,46.85383,-116.29126,0,Incomplete
205671,2021-11-01,75,0,UP Dodge - Landing,Landings,Idaho Dept of Lands,48.53559,-116.51189,0,Incomplete
205644,2021-11-01,15,15,Big Creek,Other Mechanical,Idaho Dept of Lands,48.32111,-116.82706,300,Complete
204299,2021-11-01,50,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
174929,2021-11-02,100,0,ORO2021 13 mile,Other Mechanical,Idaho Dept of Lands,46.548,-116.097,0,Incomplete
205326,2021-11-02,95,95,Sandy Bear Unit #1,Landings,Idaho Dept of Lands,46.8753,-116.62257,1140,Complete
205562,2021-11-02,20,0,Scott Fire,Landings,Idaho Dept of Lands,46.91,-115.94695,0,Incomplete
205304,2021-11-02,24,0,IRON TROUT,Landings,Idaho Dept of Lands,47.380389,-116.229481,0,Incomplete
205302,2021-11-02,77,77,OLD OLSON UNIT 4,Landings,Idaho Dept of Lands,47.135725,-116.267906,1694,Complete
203478,2021-11-02,300,0,ORO2021 Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,0,Incomplete
203374,2021-11-02,40,30,Emipire 160,Landings,Idaho Dept of Lands,46.864339,-115.887651,750,Complete
201845,2021-11-02,25,25,Lee Meadow,Other Mechanical,Idaho Dept of Lands,48.498851,-116.831398,425,Complete
204992,2021-11-02,40,40,Kennelly Fuel Break,Dozer Piles,Idaho Dept of Lands,44.763903,-115.913131,40,Complete
202318,2021-11-02,23,23,Marker 58,Landings,Idaho Dept of Lands,46.850935,-115.887916,575,Complete
205660,2021-11-02,5,5,12 Mile,Rights of Way,Idaho Dept of Lands,48.10898,-116.92581,25,Complete
205294,2021-11-02,59,59,ANTHONY'S WAPITI U1,Landings,Idaho Dept of Lands,47.080586,-116.283957,147.5,Complete
205656,2021-11-02,10,0,Priest Blessed Poles,Rights of Way,Idaho Dept of Lands,48.07172,-116.90439,0,Incomplete
205290,2021-11-03,90,0,HITHER TO YONDER U1-2,Landings,Idaho Dept of Lands,47.088056,-116.47944,0,Incomplete
204990,2021-11-03,250,250,Jugpad HM,Landings,Idaho Dept of Lands,44.810722,-115.995187,825,Complete
205663,2021-11-03,20,20,Freebo,Rights of Way,Idaho Dept of Lands,48.21427,-116.94551,100,Complete
205335,2021-11-03,20,0,Drift Creek Broadcast,Broadcast,Idaho Dept of Lands,46.62398,-116.33096,0,Incomplete
205300,2021-11-03,16,0,BOGUS BOND,Landings,Idaho Dept of Lands,47.217737,-116.317674,0,Incomplete
205656,2021-11-03,15,0,Priest Blessed Poles,Rights of Way,Idaho Dept of Lands,48.07172,-116.90439,0,Incomplete
204992,2021-11-03,10,10,Kennelly Fuel Break,Dozer Piles,Idaho Dept of Lands,44.763903,-115.913131,10,Complete
174929,2021-11-03,130,0,ORO2021 13 mile,Other Mechanical,Idaho Dept of Lands,46.548,-116.097,0,Incomplete
91301,2021-11-03,25,5,Chimney Creek,Range,Idaho Dept of Lands,43.4348,-115.035,5,Complete
205562,2021-11-03,20,20,Scott Fire,Landings,Idaho Dept of Lands,46.91,-115.94695,320,Complete
203374,2021-11-04,30,30,Emipire 160,Landings,Idaho Dept of Lands,46.864339,-115.887651,750,Complete
202361,2021-11-04,40,40,CHUICKSHANK PILING,Other Mechanical,Idaho Dept of Lands,44.8993,-116.01203,512,Complete
205160,2021-11-04,120,75,Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,750,Complete
205656,2021-11-04,15,10,Priest Blessed Poles,Rights of Way,Idaho Dept of Lands,48.07172,-116.90439,40,Complete
205664,2021-11-04,100,0,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,0,Incomplete
205609,2021-11-04,2,2,Caribou Pass - Unit Piles2,Other Mechanical,Idaho Dept of Lands,48.67929,-116.55352,24,Complete
202684,2021-11-04,15,15,Lower Chimney Direct #2 and #3,Dozer Piles,Idaho Dept of Lands,43.3988,-115.035,150,Complete
205470,2021-11-04,15,20,Bechtold Defensible Space,Hand Piles,Idaho Dept of Lands,46.16072,-115.79078,240,Complete
205671,2021-11-04,75,0,UP Dodge - Landing,Landings,Idaho Dept of Lands,48.53559,-116.51189,0,Incomplete
205005,2021-11-04,10,10,Meadow Marsh 2 (Piles),Other Mechanical,Idaho Dept of Lands,44.939826,-116.074858,70,Complete
174929,2021-11-04,160,160,ORO2021 13 mile,Other Mechanical,Idaho Dept of Lands,46.548,-116.097,1120,Complete
205587,2021-11-05,38,38,Turner Knob Landing - South,Landings,Idaho Dept of Lands,48.80435,-116.33838,456,Complete
205453,2021-11-05,75,0,Drift Creek,Other Mechanical,Idaho Dept of Lands,46.581,-116.325,0,Incomplete
204300,2021-11-05,35,10,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,100,Complete
205300,2021-11-05,16,5,BOGUS BOND,Landings,Idaho Dept of Lands,47.217737,-116.317674,125,Complete
205160,2021-11-05,100,0,Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,0,Incomplete
205290,2021-11-05,90,0,HITHER TO YONDER U1-2,Landings,Idaho Dept of Lands,47.088056,-116.47944,0,Incomplete
203364,2021-11-05,3,3,Whiskey Joe In-Woods,Other Mechanical,Idaho Dept of Lands,46.883164,-115.772988,84,Complete
205453,2021-11-06,75,75,Drift Creek,Other Mechanical,Idaho Dept of Lands,46.581,-116.325,750,Complete
200385,2021-11-08,63,63,CRUIKSHANK TON,Landings,Idaho Dept of Lands,44.89319,-116.0251,252,Complete
203741,2021-11-08,100,50,Bear Bottom,Landings,Idaho Dept of Lands,48.663084,-116.824434,500,Complete
205662,2021-11-08,20,20,BK Broiler,Landings,Idaho Dept of Lands,48.07223,-117.0352,200,Complete
205331,2021-11-08,89,89,Big Ruby # 1,Dozer Piles,Idaho Dept of Lands,46.81522,-116.34555,1068,Complete
201477,2021-11-08,186,186,No More School OSR - Piles,Landings,Idaho Dept of Lands,47.202184,-116.769016,3720,Complete
205664,2021-11-08,100,25,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,325,Complete
205631,2021-11-08,10,10,Sheep To Market,Hand Piles,Idaho Dept of Lands,47.9782,-116.77882,90,Complete
205562,2021-11-08,10,10,Scott Fire,Landings,Idaho Dept of Lands,46.91,-115.94695,160,Complete
205163,2021-11-08,80,80,ORO2021 Deer Meadow,Other Mechanical,Idaho Dept of Lands,46.5154,-116.128,720,Complete
205656,2021-11-08,5,5,Priest Blessed Poles,Rights of Way,Idaho Dept of Lands,48.07172,-116.90439,20,Complete
204953,2021-11-08,75,75,Cow Creek,Hand Piles,Idaho Dept of Lands,43.061876,-116.944609,750,Complete
204920,2021-11-09,95,95,East Calhoun,Other Mechanical,Idaho Dept of Lands,46.60644,-115.81843,1330,Complete
205159,2021-11-09,150,0,ORO2021 Powerline OSR,Other Mechanical,Idaho Dept of Lands,46.589572,-116.01356,0,Incomplete
205306,2021-11-09,113,12,MICA QTRS,Landings,Idaho Dept of Lands,47.241586,-116.127919,240,Complete
205671,2021-11-09,75,75,UP Dodge - Landing,Landings,Idaho Dept of Lands,48.53559,-116.51189,900,Complete
205531,2021-11-09,6,5,Downfall OSR - ROW Piles,Rights of Way,Idaho Dept of Lands,48.56343,-116.50382,20,Complete
205161,2021-11-09,150,0,Benton Road,Other Mechanical,Idaho Dept of Lands,46.596,-116.013,0,Incomplete
204300,2021-11-09,30,20,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,200,Complete
205300,2021-11-09,11,11,BOGUS BOND,Landings,Idaho Dept of Lands,47.217737,-116.317674,275,Complete
205332,2021-11-09,104,104,Big Ruby # 2 & 3,Landings,Idaho Dept of Lands,46.81845,-116.32838,1560,Complete
205290,2021-11-09,90,90,HITHER TO YONDER U1-2,Landings,Idaho Dept of Lands,47.088056,-116.47944,1530,Complete
203715,2021-11-09,20,0,ER-Camp R Cedar Piles,Landings,Idaho Dept of Lands,46.64713,-116.19455,0,Incomplete
205588,2021-11-09,165,165,Highland Flats - Landings,Landings,Idaho Dept of Lands,48.57911,-116.47352,1980,Complete
200767,2021-11-09,200,200,POOR CRUICK HM,Landings,Idaho Dept of Lands,44.89079,-116.00914,1400,Complete
205334,2021-11-10,21,21,Purdue #2,Landings,Idaho Dept of Lands,46.90155,-116.3701,315,Complete
205705,2021-11-10,250,250,Chapman Divide OSR Landings,Landings,Idaho Dept of Lands,45.84124,-116.20032,2500,Complete
204299,2021-11-10,25,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
205161,2021-11-10,363,100,Benton Road,Other Mechanical,Idaho Dept of Lands,46.596,-116.013,700,Complete
205165,2021-11-10,291,200,ORO2021 Hodson Point OSR,Other Mechanical,Idaho Dept of Lands,46.613394,-116.039493,2000,Complete
205664,2021-11-10,50,0,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,0,Incomplete
203715,2021-11-10,10,5,ER-Camp R Cedar Piles,Landings,Idaho Dept of Lands,46.64713,-116.19455,60,Complete
204300,2021-11-10,25,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
202122,2021-11-10,150,0,ORO2021 Benton Road,Other Mechanical,Idaho Dept of Lands,46.596,-116.013,0,Incomplete
205336,2021-11-10,100,100,Blue Gate Landing Piles,Landings,Idaho Dept of Lands,46.10633,-116.84251,1300,Complete
205636,2021-11-10,157,157,West Fork Patches,Landings,Idaho Dept of Lands,46.96267,-116.262668,3454,Complete
205329,2021-11-10,37,37,Ruby Cedar Mine,Dozer Piles,Idaho Dept of Lands,46.81023,-116.32778,481,Complete
205637,2021-11-10,248,248,Some Help,Landings,Idaho Dept of Lands,47.228749,-116.531183,2331.2000000000003,Complete
205338,2021-11-10,5,5,Snake River Complex Rehab Piles,Dozer Piles,Idaho Dept of Lands,46.20004,-116.85796,25,Complete
205640,2021-11-10,10,0,ER-Manassas,Other Mechanical,Idaho Dept of Lands,46.76927,-116.21062,0,Incomplete
205707,2021-11-10,30,0,Beavertail,Hand Piles,Idaho Dept of Lands,47.95292,-116.58193,0,Incomplete
205159,2021-11-10,150,150,ORO2021 Powerline OSR,Other Mechanical,Idaho Dept of Lands,46.589572,-116.01356,750,Complete
205333,2021-11-10,5,5,Purdue Cedar,Landings,Idaho Dept of Lands,46.88273,-116.36718,50,Complete
204300,2021-11-11,20,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
205640,2021-11-11,2,1,ER-Manassas,Other Mechanical,Idaho Dept of Lands,46.76927,-116.21062,22,Complete
204299,2021-11-11,20,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
205561,2021-11-11,1,1,Scott Pile,Landings,Idaho Dept of Lands,46.8866,-115.93794,20,Complete
205160,2021-11-11,50,50,Rainy West,Other Mechanical,Idaho Dept of Lands,46.548,-116.008,500,Complete
205167,2021-11-11,102,50,ORO2021 Whiskey Branch,Other Mechanical,Idaho Dept of Lands,46.5531,-115.973,500,Complete
205165,2021-11-11,175,0,ORO2021 Hodson Point OSR,Other Mechanical,Idaho Dept of Lands,46.613394,-116.039493,0,Incomplete
203715,2021-11-11,2,0,ER-Camp R Cedar Piles,Landings,Idaho Dept of Lands,46.64713,-116.19455,0,Incomplete
204299,2021-11-12,25,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
205098,2021-11-15,20,0,HQ Saddle,Other Mechanical,Idaho Dept of Lands,46.641698,-115.8157,0,Incomplete
205167,2021-11-15,52,52,ORO2021 Whiskey Branch,Other Mechanical,Idaho Dept of Lands,46.5531,-115.973,520,Complete
204300,2021-11-15,10,0,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,0,Incomplete
205164,2021-11-15,67,0,ORO2021 Faeber's Cedar,Other Mechanical,Idaho Dept of Lands,46.447961,-116.07324,0,Incomplete
205664,2021-11-15,25,0,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,0,Incomplete
205328,2021-11-15,110,110,Little Bear,Landings,Idaho Dept of Lands,46.82083,-116.57002,880,Complete
205661,2021-11-15,15,0,Carey West,Rights of Way,Idaho Dept of Lands,48.1189,-116.84071,0,Incomplete
204299,2021-11-15,25,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
205559,2021-11-15,20,0,ER-Happy Sawlog,Landings,Idaho Dept of Lands,47.01749,-116.19303,0,Incomplete
205607,2021-11-15,185,0,Crimson ROW and Landings,Landings,Idaho Dept of Lands,48.51826,-116.47636,0,Incomplete
205336,2021-11-15,25,25,Blue Gate Landing Piles,Landings,Idaho Dept of Lands,46.10633,-116.84251,325,Complete
205586,2021-11-15,80,0,Turner Knob Landings - North,Landings,Idaho Dept of Lands,48.81501,-116.34933,0,Incomplete
205299,2021-11-16,32,5,POKEY 10,Landings,Idaho Dept of Lands,47.186721,-116.399883,125,Complete
205661,2021-11-16,15,5,Carey West,Rights of Way,Idaho Dept of Lands,48.1189,-116.84071,20,Complete
205443,2021-11-16,81,0,Endless Pulp Unit #4,Dozer Piles,Idaho Dept of Lands,46.37424,-115.81353,0,Incomplete
203927,2021-11-16,323,0,BBST,Landings,Idaho Dept of Lands,47.167075,-116.44798,0,Incomplete
205586,2021-11-16,80,80,Turner Knob Landings - North,Landings,Idaho Dept of Lands,48.81501,-116.34933,960,Complete
205607,2021-11-16,185,165,Crimson ROW and Landings,Landings,Idaho Dept of Lands,48.51826,-116.47636,1980,Complete
205005,2021-11-16,20,20,Meadow Marsh 2 (Piles),Other Mechanical,Idaho Dept of Lands,44.939826,-116.074858,140,Complete
204300,2021-11-16,10,5,Black Latour,Other Mechanical,Idaho Dept of Lands,47.4818,-116.47207,50,Complete
204299,2021-11-16,20,0,McPhee OSR,Landings,Idaho Dept of Lands,47.578,-116.208345,0,Incomplete
205664,2021-11-16,50,0,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,0,Incomplete
205705,2021-11-16,50,45,Chapman Divide OSR Landings,Landings,Idaho Dept of Lands,45.84124,-116.20032,450,Complete
205664,2021-11-17,75,0,West Branch,Rights of Way,Idaho Dept of Lands,48.2408,-116.9098,0,Incomplete
205325,2021-11-17,60,60,Middle Man,Landings,Idaho Dept of Lands,46.88941,-116.46357,420,Complete
205720,2021-11-17,360,0,Sand Castle #2,Other Mechanical,Idaho Dept of Lands,48.52786,-116.33456,0,Incomplete
205725,2021-11-17,300,0,Sandstorm - Sand Mnt. Rd,Other Mechanical,Idaho Dept of Lands,48.53144,-116.38709,0,Incomplete
