DATE,COMPLETED_ACRES,BURN_NAME,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,BURN_STATUS
2022-01-19,25,Juab County Piles,"LPE, Local Government",39.936,-112.147,Complete
2022-03-29,5,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.443999999999996,-109.366,Complete
2022-03-12,139,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-11,60,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-10,83,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-09,78,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-08,65,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-07,10,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-06,38,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-26,30,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.488,-109.321,Complete
2022-03-14,40,D4 Slash,"USFS, Fishlake NF Richfield",38.878,-111.768,Complete
2022-03-26,65,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.525000000000006,-110.929,Complete
2022-03-25,30,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.541,-109.357,Complete
2022-03-25,90,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.525000000000006,-110.929,Complete
2022-03-25,500,Dikes and Piles,"FWS, Rocky/Basin Refuges",41.428000000000004,-112.163,Complete
2022-03-24,30,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.536,-109.34,Complete
2022-03-24,11,Powell District Piles,"USFS, Dixie NF Powell",37.479,-112.341,Complete
2022-03-23,55,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.519,-109.338,Complete
2022-03-22,50,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.519,-109.341,Complete
2022-03-20,6,Shivwits Pile Burn,"BIA, Southern Paiute Agency",37.194,-113.775,Complete
2022-03-19,865,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.419,-112.149,Complete
2022-03-15,15,West River Dip,"State, Central Area",39.400999999999996,-112.515,Complete
2022-03-19,20,West River Dip,"State, Central Area",39.400999999999996,-112.515,Complete
2022-03-18,58,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.509,-109.344,Complete
2022-03-17,15,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.506,-109.34,Complete
2022-03-18,20,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.6,-110.985,Complete
2022-03-17,105,Evanston-Mountain View Pile Burn,"USFS, UWC NF East Zone",40.9152,-110.6253,Complete
2022-03-16,37,Green River District Pile Burn Plan,"BLM, Green River District",38.757,-110.147,Complete
2022-03-15,349,Pariette,"BLM, Green River District",40.03,-109.771,Complete
2022-03-15,100,Swasey Piles,"USFS, Manti-La Sal North Zone",39.366,-111.276,Complete
2022-03-15,15,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.591,-110.956,Complete
2022-02-03,1,Cedar City Piles,"USFS, Dixie NF Cedar City",37.591,-112.65,Complete
2022-03-14,50,Evanston-Mountain View Pile Burn,"USFS, UWC NF East Zone",40.936,-110.585,Complete
2022-03-08,25,Fremont River Slash Pile,"USFS, Fishlake NF Fremont River",38.077,-111.573,Complete
2022-03-13,50,Evanston-Mountain View Pile Burn,"USFS, UWC NF East Zone",40.9063,-110.6354,Complete
2022-03-11,25,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.528000000000006,-109.362,Complete
2022-03-10,50,Evanston-Mountain View Pile Burn,"USFS, UWC NF East Zone",40.936,-110.585,Complete
2022-03-09,4,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.546,-109.36,Complete
2022-03-08,2,La Sal (D4) Pile Rx,"USFS, Manti-La Sal South Zone",38.546,-109.36,Complete
2022-03-07,40,Color Country and Paria River District Piles,"BLM, Color Country District",37.771,-112.461,Complete
2022-03-04,37,Green River District Programmatic Pile Plan,"BLM, Green River District",39.251,-110.297,Complete
2022-03-03,45,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-02,70,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-03-01,115,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-28,70,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-27,40,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-26,23,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-25,15,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-24,25,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-26,3,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.505,-111.065,Complete
2022-02-25,5,Heber-Kamas Pile Burn,"USFS, UWC NF East Zone",40.505,-111.065,Complete
2022-02-23,0.1,Green River District Pile Burn Plan,"BLM, Green River District",39.25,-110.3,Complete
2022-02-23,45,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-22,140,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-23,4,Tamarisk Programatic,"BLM, Canyon Country District",38.79200000000001,-109.321,Complete
2022-02-23,3,Color Country and Paria River District Piles,"BLM, Color Country District",37.646,-113.007,Complete
2022-02-17,200,Stewart Lake,"State, Northeastern Area",40.352,-109.356,Complete
2022-02-22,100,Color Country and Paria River District Piles,"BLM, Color Country District",37.646,-113.007,Complete
2022-02-22,11,Castle Valley,"BLM, Canyon Country District",38.613,-109.379,Complete
2022-02-16,0.1,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2022-02-15,89,Color Country and Paria River District Piles,"BLM, Color Country District",38.010999999999996,-111.941,Complete
2022-02-14,30,Willow Fuels Project (Piles and Broadcast),"USFS, Manti-La Sal North Zone",39.349999999999994,-111.501,Complete
2022-02-11,15,D4 Slash,"USFS, Fishlake NF Richfield",38.348,-112.01,Complete
2022-02-10,200,D4 Slash,"USFS, Fishlake NF Richfield",38.876999999999995,-111.813,Complete
2022-02-08,2,Color Country and Paria River District Piles,"BLM, Color Country District",38.231,-114.02,Complete
2022-02-05,25,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-04,8,Blanding East Piles,"BLM, Local or Private Entity",37.71,-109.464,Complete
2022-02-02,20,D4 Slash,"USFS, Fishlake NF Richfield",38.88099999999999,-111.78,Complete
2022-02-01,50,D4 Slash,"USFS, Fishlake NF Richfield",38.88099999999999,-111.78,Complete
2022-02-03,1,Cedar City Piles,"USFS, Dixie NF Cedar City",37.63,-112.705,Complete
2022-02-02,40,Ashley NF Piles,"USFS, Ashley NF East Zone",40.637,-109.699,Complete
2022-02-02,252,Cedar City Piles,"USFS, Dixie NF Cedar City",37.592000000000006,-112.651,Complete
2022-02-01,81,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.375,-113.478,Complete
2022-01-27,50,Ashley NF Piles,"USFS, Ashley NF East Zone",40.617,-109.935,Complete
2022-01-27,0.1,Ashley NF Piles,"USFS, Ashley NF East Zone",40.632000000000005,-109.695,Complete
2022-01-27,2,Cedar City Piles,"USFS, Dixie NF Cedar City",37.63,-112.705,Complete
2022-01-27,5,Willow Fuels Project (Piles and Broadcast),"USFS, Manti-La Sal North Zone",39.346999999999994,-111.513,Complete
2022-01-06,11,Grand County De Minimis Pile Burning,"State, Southeastern Area",38.708000000000006,-109.372,Complete
2022-01-26,2,Cedar City Piles,"USFS, Dixie NF Cedar City",37.632000000000005,-112.677,Complete
2022-01-25,5,Lodge Rx Units 1-4,"NPS, Utah NPS Units",37.63,-112.17,Complete
2022-01-20,20,Juab County Piles,"LPE, Local Government",39.933,-112.145,Complete
2022-01-19,5,Juab County Piles,"LPE, Local Government",39.929,-112.143,Complete
2022-01-25,40,Ashley NF Piles,"USFS, Ashley NF East Zone",40.632000000000005,-109.695,Complete
2022-01-25,5,Fremont River Slash Pile,"USFS, Fishlake NF Fremont River",38.574,-111.692,Complete
2022-01-25,2,Cedar City Piles,"USFS, Dixie NF Cedar City",37.632000000000005,-112.677,Complete
2021-12-22,0.1,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2021-12-21,0.1,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2022-01-25,18,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.529,-113.53,Complete
2022-01-25,22,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.385,-113.503,Complete
2022-01-21,10,Swasey Piles,"USFS, Manti-La Sal North Zone",39.355,-111.275,Complete
2022-01-19,32,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.524,-113.513,Complete
2022-01-13,30,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.519,-113.511,Complete
2022-01-12,60,Dry Wash Piles,"USFS, Manti-La Sal North Zone",39.035000000000004,-111.192,Complete
2022-01-12,10,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.595000000000006,-113.458,Complete
2022-01-05,20,Pine Valley District Piles,"USFS, Dixie NF Pine Valley",37.529,-113.525,Complete
2021-12-23,0.2,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2021-12-23,1,Pine Meadow Ranch HOA Piles,"LPE, Local or Private Entity",40.803,-111.5,Complete
2021-12-16,0.25,Pinebrook HOA Pile Burn,"LPE, Local or Private Entity",40.745000000000005,-111.59,Complete
2021-12-10,0.1,Park City Municipal Open Space,"LPE, Local or Private Entity",40.646,-111.501,Complete
2021-12-15,0.5,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2021-12-14,0.4,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2021-12-17,0.1,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-12-09,0.25,The Enclave HOA Pile Burn,"LPE, Local or Private Entity",40.699000000000005,-111.56,Complete
2021-12-16,5,Lowrey Water,"State, Southeastern Area",39.358999999999995,-111.275,Complete
2021-12-14,0.5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.275000000000006,-112.557,Complete
2021-12-14,40,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.477,-111.087,Complete
2021-12-14,35,South Fork Chalk Creek,"State, Northeastern Area",40.898,-111.214,Complete
2021-12-14,0.2,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.826,-110.817,Complete
2021-12-13,3,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2021-12-13,2,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-12-13,13,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-12-13,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-12,70,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-12-12,2,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-10,3,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-08,314,Pariette,"BLM, Green River District",40.03,-109.771,Complete
2021-12-09,2,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-12-09,15,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-12-08,50,Willow Pile and Mastication RX,"USFS, Manti-La Sal South Zone",39.33,-111.511,Complete
2021-12-09,10,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2021-12-07,30,Willow Pile and Mastication RX,"USFS, Manti-La Sal South Zone",39.33,-111.511,Complete
2021-12-09,3,Tamarisk Programatic,"BLM, Canyon Country District",39.002,-109.138,Complete
2021-12-09,27,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2021-12-08,96,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-12-08,6,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2021-12-07,150,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-12-07,25,D4 Piles,"USFS, Dixie NF Cedar City",37.97,-111.851,Complete
2021-12-07,7,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-07,3,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2021-12-06,100,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-12-05,100,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-12-04,30,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-03,100,Shingle Mill,"USFS, Manti-La Sal North Zone",37.818999999999996,-109.406,Complete
2021-12-02,90,Shingle Mill,"USFS, Manti-La Sal North Zone",37.818999999999996,-109.406,Complete
2021-12-03,16.5,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-02,14,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-12-01,50,Trail Mtn Broadcast,"USFS, Manti-La Sal North Zone",39.321,-111.229,Complete
2021-12-01,81,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-11-30,61,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-12-01,60,Shingle Mill,"USFS, Manti-La Sal North Zone",37.818999999999996,-109.406,Complete
2021-12-01,13,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-30,5,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-23,20,Rich Piles,"State, Bear River Area",41.682,-111.288,Complete
2021-11-22,50,Signal Peak Rx,"USFS, Fishlake NF Richfield",38.62500000000001,-112.044,Complete
2021-11-20,2,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-20,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-19,20,Ponderosa Restoration Broadcast,"USFS, UWC NF South Zone",40.605000000000004,-111.103,Complete
2021-11-18,60,Ponderosa Restoration Broadcast,"USFS, UWC NF South Zone",40.605000000000004,-111.103,Complete
2021-11-17,85,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-11-17,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-17,20,Ponderosa Restoration Broadcast,"USFS, UWC NF South Zone",40.605000000000004,-111.103,Complete
2021-11-16,93,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-11-16,5,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-11-16,10,Last Chance/Porcupine,"USFS, Fishlake NF Richfield",38.65,-111.546,Complete
2021-11-15,10,Rich Piles,"State, Bear River Area",41.682,-111.288,Complete
2021-11-16,8,Ponderosa Restoration Broadcast,"USFS, UWC NF South Zone",40.605000000000004,-111.103,Complete
2021-11-15,90,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-11-14,3,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-12,400,D4 Administrative Piles Rx,"USFS, Fishlake NF Richfield",38.8,-111.683,Complete
2021-11-12,1,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-11-09,0.5,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-11-11,4,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-10,2,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-09,85,Duck Creek Fuels Aspen,"USFS, Dixie NF Cedar City",37.497,-112.647,Complete
2021-11-09,10,Cache Piles,"State, Bear River Area",41.764,-111.705,Complete
2021-11-09,2,FFSL Central Area Piles,"State, Central Area",39.858,-111.48,Complete
2021-11-01,1,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-11-09,5,Raft River Pile Burning,"USFS, Sawtooth National Forest",41.870999999999995,-113.569,Complete
2021-11-09,20,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-08,65,Shingle Mill,"USFS, Manti-La Sal North Zone",37.818999999999996,-109.406,Complete
2021-11-07,125,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-11-07,30,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-11-08,4,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-08,13,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-08,20,Ray Mesa II,"BLM, Canyon Country District",38.309,-109.062,Complete
2021-11-08,1,Moroni Peak,"USFS, Fishlake NF Beaver",38.76500000000001,-111.511,Complete
2021-11-07,13,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-07,5,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-07,85,Moroni Peak,"USFS, Fishlake NF Beaver",38.76500000000001,-111.511,Complete
2021-11-07,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-05,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-11-05,140,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-11-04,20,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-23,3,FFSL Central Area Piles,"State, Central Area",39.858,-111.48,Complete
2021-11-02,5,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-11-03,10,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-11-02,60,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2021-11-01,32.5,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-11-01,20,Upper Santa Clara Broadcast,"USFS, Dixie NF Cedar City",37.376999999999995,-113.457,Complete
2021-10-31,50,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-10-28,5,Raft River Pile Burning,"USFS, Sawtooth National Forest",41.870999999999995,-113.569,Complete
2021-10-27,1,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-26,1,Toll Canyon Pile Burn,"LPE, Local or Private Entity",40.736000000000004,-111.598,Complete
2021-10-26,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-10-26,35,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-10-25,45,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-10-25,30,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-10-23,0.3,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2021-10-22,120,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-21,22,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-10-18,50,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-10-20,1,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-10-19,1,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-20,141,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-19,1,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-10-19,72,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-18,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-10-18,86,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-17,1,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-10-18,150,Weber Piles,"State, Bear River Area",41.318999999999996,-111.553,Complete
2021-10-17,30,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-10-15,1,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-10-17,103,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-16,11,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-15,109,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-14,20,Rich Piles,"State, Bear River Area",41.682,-111.288,Complete
2021-10-14,39,North Zone Timber Piles,"USFS, Manti-La Sal South Zone",39.671,-111.244,Complete
2021-10-14,86,Evanston-Mountain View Pile Burn,"USFS, UWC NF South Zone",40.956999999999994,-110.645,Complete
2021-10-14,3,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2021-10-13,41,Pine Valley District Piles,"USFS, Dixie NF Cedar City",37.385999999999996,-113.353,Complete
2021-10-13,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-10-13,8,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
2021-10-13,5,Ashley NF Piles,"USFS, Ashley NF West Zone",39.876,-110.876,Complete
2021-10-13,1.5,Abajo (D5) PILE RX,"USFS, Manti-La Sal South Zone",37.782000000000004,-109.502,Complete
2021-10-12,5,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-10-12,5,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-10-10,4,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-10-09,2,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-10-08,2.6,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-10-21,240,Heber-Kamas Pile Burn,"USFS, UWC NF North Zone",40.6,-110.985,Complete
2021-05-27,1000,Public Shooting Grounds,"State, Bear River Area",41.556,-112.306,Complete
2021-04-20,4,Mayberry Burn FI-210,"State, Southeastern Area",38.683,-109.427,Complete
2021-05-19,0,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Unknown
2021-10-17,1,South Zone Pile Burn,"USFS, UWC NF South Zone",40.480999999999995,-111.085,Complete
2021-05-16,130,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-05-15,175,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-05-14,100,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-05-13,20,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-05-11,10,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-05-10,10,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-05-05,86,Blue Fly,"USFS, Dixie NF Pine Valley",37.605000000000004,-112.263,Complete
2021-05-03,5,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-04-28,1,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-04-26,5,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-04-26,3,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-04-23,20,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-24,30,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-21,105,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-20,100,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-19,75,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-20,300,Horse Hollow,"USFS, Fishlake NF Fillmore",38.949999999999996,-112.271,Complete
2021-04-19,2,"North Beaver, Baker / Face","USFS, Fishlake NF Beaver",38.283,-112.549,Complete
2021-04-17,120,Harold Crane Soverign Lands Phragmite RX,"State, Bear River Area",41.358,-112.181,Complete
2021-04-16,15,East Zone Pile Burn,"USFS, UWC NF North Zone",40.968,-110.548,Complete
2021-04-14,20,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-04-13,1,"North Beaver, Baker / Face","USFS, Fishlake NF Beaver",38.283,-112.549,Complete
2021-04-14,70,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-13,70,South Monroe,"USFS, Fishlake NF Richfield",38.392,-112.043,Complete
2021-04-13,0.1,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-04-12,30,Gordon Creek RX,"State, Southeastern Area",39.662000000000006,-111.013,Complete
2021-04-10,2.5,Summit Park Pile Burn,"LPE, Local or Private Entity",40.73500000000001,-111.616,Complete
2021-04-12,575,Horse Hollow,"USFS, Fishlake NF Fillmore",38.949999999999996,-112.271,Complete
2021-04-07,1,"North Beaver, Baker / Face","USFS, Fishlake NF Beaver",38.283,-112.549,Complete
2021-04-08,15,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-04-07,700,Bear River Wetlands,"FWS, Rocky/Basin Refuges",41.507,-112.069,Complete
2021-04-07,0.25,North Zone Piles,"USFS, UWC NF North Zone",40.955999999999996,-111.377,Complete
2021-03-26,20,Ray Mesa II,"BLM, Canyon Country District",38.309,-109.062,Complete
2021-03-30,1,Beaver Ranger District Slash Piles,"USFS, Fishlake NF Beaver",38.237,-112.467,Complete
2021-03-24,242,Pariette,"BLM, Green River District",40.03,-109.771,Complete
2021-03-24,60,Cedar City Piles,"USFS, Dixie NF Cedar City",37.545,-112.646,Complete
2021-03-17,1,Powell District Piles,"USFS, Dixie NF Pine Valley",37.764,-112.238,Complete
2021-03-10,12,Green River District Programmatic Pile Plan,"BLM, Green River District",40.572,-109.659,Complete
2021-03-04,0.1,Willow Pile and Mastication RX,"USFS, Manti-La Sal South Zone",39.33,-111.511,Complete
2021-03-03,47,Fremont River Slash Pile,"USFS, Fishlake NF Richfield",38.648,-111.671,Complete
2021-03-04,6,Devil Canyon,"BLM, Canyon Country District",37.690000000000005,-109.347,Complete
