SOURCE_ID,DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,TONS
203268,2020-10-22,2,0,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,0
203461,2020-10-23,5,5,Antice Central 8,Dozer Piles,Dept Natural Res and Conservation,48.63547,-114.569486,100
203757,2020-10-23,22,15,Antice Central 6,Dozer Piles,Dept Natural Res and Conservation,48.635889,-114.574073,300
203414,2020-10-23,10,10,Bend ACM,Dozer Piles,Dept Natural Res and Conservation,47.926247,-114.993702,100
203887,2020-10-23,15,10,Antice Central 1,Landings,Dept Natural Res and Conservation,48.646339,-114.587721,200
203755,2020-10-23,30,20,Antice Central 3,Dozer Piles,Dept Natural Res and Conservation,48.642146,-114.578392,400
203890,2020-10-23,6,4,Antice Central 7,Landings,Dept Natural Res and Conservation,48.637068,-114.570877,80
203500,2020-10-23,30,30,Antice South 4a,Dozer Piles,Dept Natural Res and Conservation,48.611786,-114.535764,600
203597,2020-10-23,45,35,Antice Central 10,Dozer Piles,Dept Natural Res and Conservation,48.623575,-114.56726,700
202286,2020-10-23,4,0,Lolo Peak,Landings,Dept Natural Res and Conservation,46.70992,-114.12588,0
202288,2020-10-23,6,3,Corley Gulch,Landings,Dept Natural Res and Conservation,46.41124,-113.91791,45
203759,2020-10-23,25,15,Antice Central 9,Dozer Piles,Dept Natural Res and Conservation,48.631171,-114.568101,300
203756,2020-10-23,5,5,Antice Central 4,Dozer Piles,Dept Natural Res and Conservation,48.639012,-114.57793,100
203598,2020-10-23,91,5,Cilly 349-Landing Piles,Landings,Dept Natural Res and Conservation,47.86532,-113.77518,50
203599,2020-10-23,91,0,Cilly 349-Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.86155,-113.77063,0
203457,2020-10-26,128,0,Stryker Basin 6,Landings,Dept Natural Res and Conservation,48.675615,-114.659082,0
203458,2020-10-26,1,1,Upper Whitefish Pile,Landings,Dept Natural Res and Conservation,48.705668,-114.586136,20
202350,2020-10-26,32,0,Stryker Basin Unit 8,Landings,Dept Natural Res and Conservation,48.699893,-114.620603,0
203456,2020-10-26,9,0,Stryker Basin 2,Landings,Dept Natural Res and Conservation,48.686939,-114.661297,0
203455,2020-10-26,182,0,Stryker Basin 1,Landings,Dept Natural Res and Conservation,48.693203,-114.668693,0
203412,2020-10-27,50,0,Rocky Prairie,Dozer Piles,Dept Natural Res and Conservation,47.505157,-114.98337,0
203053,2020-10-27,100,100,Devil Mountain,Landings,Dept Natural Res and Conservation,46.7463,-112.9276,2500
203456,2020-10-27,9,0,Stryker Basin 2,Landings,Dept Natural Res and Conservation,48.686939,-114.661297,0
175437,2020-10-27,15,15,Helmville South,Landings,Dept Natural Res and Conservation,46.7996,-112.989,450
203457,2020-10-27,50,0,Stryker Basin 6,Landings,Dept Natural Res and Conservation,48.675615,-114.659082,0
203598,2020-10-27,25,25,Cilly 349-Landing Piles,Landings,Dept Natural Res and Conservation,47.86532,-113.77518,250
201904,2020-10-27,20,20,Tornilla Creek,Landings,Dept Natural Res and Conservation,47.9878,-115.042,200
203455,2020-10-27,50,0,Stryker Basin 1,Landings,Dept Natural Res and Conservation,48.693203,-114.668693,0
203991,2020-10-27,5,5,Miner/Sitz,Jackpot,Dept Natural Res and Conservation,45.35414,-113.51305,146.75
201904,2020-10-28,40,40,Tornilla Creek,Landings,Dept Natural Res and Conservation,47.9878,-115.042,400
203598,2020-10-28,25,0,Cilly 349-Landing Piles,Landings,Dept Natural Res and Conservation,47.86532,-113.77518,0
203323,2020-10-28,50,5,Shoupy Blowdown TP,Landings,Dept Natural Res and Conservation,47.09946,-113.18123,40
200210,2020-10-28,50,50,Clark Cant Hook,Landings,Dept Natural Res and Conservation,46.803,-114.378,150
174912,2020-10-28,20,0,Big Apple,Hand Piles,Dept Natural Res and Conservation,46.7673,-112.038,0
200822,2020-10-28,50,10,Hooligan Billy Mack,Landings,Dept Natural Res and Conservation,46.44756,-111.35656,100
200207,2020-10-29,199,199,Heyers Gulch,Landings,Dept Natural Res and Conservation,46.882,-113.755,298.5
201904,2020-10-29,40,0,Tornilla Creek,Landings,Dept Natural Res and Conservation,47.9878,-115.042,0
203599,2020-10-29,30,30,Cilly 349-Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.86155,-113.77063,300
203412,2020-10-30,75,75,Rocky Prairie,Dozer Piles,Dept Natural Res and Conservation,47.505157,-114.98337,75
203606,2020-10-30,148,148,Cripple Horse TS,Dozer Piles,Dept Natural Res and Conservation,48.4748,-115.2728,8029
200145,2020-11-03,36,10,Center Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.79,-113.798,200
174728,2020-11-03,25,0,Scout Lake 1,Other Mechanical,Dept Natural Res and Conservation,47.7189,-113.837,0
203896,2020-11-04,348,275,Mud Lake Salvage,Landings,Dept Natural Res and Conservation,48.12875,-114.00332,1375
169330,2020-11-04,141,0,Echo Lake Blowdown,Landings,Dept Natural Res and Conservation,48.1314,-114.04,0
203378,2020-11-04,5,5,Swift Divide 3,Dozer Piles,Dept Natural Res and Conservation,48.678686,-114.580479,100
202350,2020-11-04,32,12,Stryker Basin Unit 8,Landings,Dept Natural Res and Conservation,48.699893,-114.620603,240
203380,2020-11-04,33,10,Swift Divide 5,Landings,Dept Natural Res and Conservation,48.678206,-114.585138,200
203898,2020-11-04,190,0,Strawberry Lake Salvage,Landings,Dept Natural Res and Conservation,48.16964,-114.01276,0
203377,2020-11-04,6,6,Swift Divide 2,Landings,Dept Natural Res and Conservation,48.679484,-114.579062,120
203457,2020-11-04,128,48,Stryker Basin 6,Landings,Dept Natural Res and Conservation,48.675615,-114.659082,960
203382,2020-11-04,5,5,Swift Divide 7,Landings,Dept Natural Res and Conservation,48.696919,-114.60182,100
203376,2020-11-04,10,5,Swift Divide 1B,Dozer Piles,Dept Natural Res and Conservation,48.680379,-114.575159,100
203375,2020-11-04,4,4,Swift Divide 1a,Dozer Piles,Dept Natural Res and Conservation,48.682647,-114.575848,80
203776,2020-11-04,511,511,Clay Banks,Dozer Piles,Dept Natural Res and Conservation,48.3519,-115.5043,10220
203419,2020-11-04,1,0,Olney Dump Pile,Dozer Piles,Dept Natural Res and Conservation,48.554897,-114.577488,0
203383,2020-11-04,20,10,Swift Divide Right of ways,Rights of Way,Dept Natural Res and Conservation,48.691364,-114.590433,200
203456,2020-11-04,9,4,Stryker Basin 2,Landings,Dept Natural Res and Conservation,48.686939,-114.661297,80
203455,2020-11-04,182,82,Stryker Basin 1,Landings,Dept Natural Res and Conservation,48.693203,-114.668693,1640
200309,2020-11-04,150,150,LaMoose Springs,Landings,Dept Natural Res and Conservation,47.23167,-114.02319,6000
203416,2020-11-05,100,0,Thin Mint,Dozer Piles,Dept Natural Res and Conservation,47.695658,-115.016445,0
203268,2020-11-05,65,65,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,1300
203828,2020-11-05,11,0,Johnson's Yurt 1,Landings,Dept Natural Res and Conservation,48.667549,-114.599487,0
203832,2020-11-05,14,0,Johnson's Yurt 12,Landings,Dept Natural Res and Conservation,48.668858,-114.614548,0
203592,2020-11-05,20,20,28 Mile cleanup,Dozer Piles,Dept Natural Res and Conservation,47.87558,-115.01604,100
203831,2020-11-05,76,0,Johnson's Yurt 11,Landings,Dept Natural Res and Conservation,48.672341,-114.613639,0
203829,2020-11-05,21,0,Johnson's Yurt 2,Landings,Dept Natural Res and Conservation,48.666092,-114.602789,0
203899,2020-11-05,80,0,Blue Bay Salvage,Landings,Dept Natural Res and Conservation,47.84468,-114.0342,0
203416,2020-11-06,100,0,Thin Mint,Dozer Piles,Dept Natural Res and Conservation,47.695658,-115.016445,0
203419,2020-11-06,1,1,Olney Dump Pile,Dozer Piles,Dept Natural Res and Conservation,48.554897,-114.577488,20
203418,2020-11-06,1,1,Stryker Pile,Dozer Piles,Dept Natural Res and Conservation,48.671665,-114.757648,20
203506,2020-11-06,1,1,156 Pit,Dozer Piles,Dept Natural Res and Conservation,48.651419,-114.743619,20
203505,2020-11-06,1,1,Skunk pit 2,Dozer Piles,Dept Natural Res and Conservation,48.560629,-114.557962,20
203507,2020-11-09,42,0,South Fitzsimmons 3a,Dozer Piles,Dept Natural Res and Conservation,48.740527,-114.689482,0
203900,2020-11-09,48,10,Meadow Peak,Landings,Dept Natural Res and Conservation,48.09826,-114.9575,220
203508,2020-11-09,13,0,South Fitzsimmons 3b,Dozer Piles,Dept Natural Res and Conservation,48.742961,-114.68502,0
200240,2020-11-09,274,50,Henderson Hill,Landings,Dept Natural Res and Conservation,47.38859,-115.32966,250
175838,2020-11-09,2,0,CVTS 1602,Other Mechanical,Dept Natural Res and Conservation,47.1408,-113.499,0
203400,2020-11-09,10,1,CVTS 2302,Other Mechanical,Dept Natural Res and Conservation,47.12949,-113.46533,20
203491,2020-11-09,1,1,Lupfer Morrill 3,Landings,Dept Natural Res and Conservation,48.503044,-114.525587,20
201914,2020-11-09,5,0,CVTS 1601,Other Mechanical,Dept Natural Res and Conservation,47.14747,-113.51048,0
200370,2020-11-09,15,0,South Fitzsimmons 1,Landings,Dept Natural Res and Conservation,48.746094,-114.67717,0
203498,2020-11-09,2,0,Lupfer Morrill 11,Landings,Dept Natural Res and Conservation,48.492187,-114.497588,0
202338,2020-11-09,68,0,South Fitzsimmons 2 unit 3c,Landings,Dept Natural Res and Conservation,48.742551,-114.68033,0
203323,2020-11-10,75,75,Shoupy Blowdown TP,Landings,Dept Natural Res and Conservation,47.09946,-113.18123,600
203595,2020-11-10,1,1,Upper Whitefish Road Pile,Dozer Piles,Dept Natural Res and Conservation,48.559752,-114.574054,20
200822,2020-11-10,50,25,Hooligan Billy Mack,Landings,Dept Natural Res and Conservation,46.44756,-111.35656,250
203402,2020-11-10,3,0,CVNTS 0902,Other Mechanical,Dept Natural Res and Conservation,47.16097,-113.50947,0
203405,2020-11-10,15,0,CVNTS 0903,Other Mechanical,Dept Natural Res and Conservation,47.15582,-113.50816,0
203504,2020-11-10,10,10,Stillwater Blowdown 1,Landings,Dept Natural Res and Conservation,48.733961,-114.732979,200
201864,2020-11-10,246,246,Miller LA,Landings,Dept Natural Res and Conservation,46.757,-113.933,246
203503,2020-11-10,20,0,Stillwater Blowdown 2,Landings,Dept Natural Res and Conservation,48.75459,-114.738948,0
202235,2020-11-10,20,20,Ferndale R/W piles,Rights of Way,Dept Natural Res and Conservation,48.03873,-113.99121,160
175836,2020-11-10,20,15,CVTS unit 2301,Other Mechanical,Dept Natural Res and Conservation,47.1233,-113.468,300
203503,2020-11-11,20,0,Stillwater Blowdown 2,Landings,Dept Natural Res and Conservation,48.75459,-114.738948,0
202338,2020-11-11,68,20,South Fitzsimmons 2 unit 3c,Landings,Dept Natural Res and Conservation,48.742551,-114.68033,400
203896,2020-11-11,73,65,Mud Lake Salvage,Landings,Dept Natural Res and Conservation,48.12875,-114.00332,325
169330,2020-11-11,141,0,Echo Lake Blowdown,Landings,Dept Natural Res and Conservation,48.1314,-114.04,0
203898,2020-11-11,190,180,Strawberry Lake Salvage,Landings,Dept Natural Res and Conservation,48.16964,-114.01276,1440
203507,2020-11-11,42,10,South Fitzsimmons 3a,Dozer Piles,Dept Natural Res and Conservation,48.740527,-114.689482,200
203508,2020-11-11,13,3,South Fitzsimmons 3b,Dozer Piles,Dept Natural Res and Conservation,48.742961,-114.68502,60
200370,2020-11-11,15,5,South Fitzsimmons 1,Landings,Dept Natural Res and Conservation,48.746094,-114.67717,100
203416,2020-11-12,200,200,Thin Mint,Dozer Piles,Dept Natural Res and Conservation,47.695658,-115.016445,2000
203585,2020-11-12,3,3,Swift Smith 1,Dozer Piles,Dept Natural Res and Conservation,48.491895,-114.422398,60
203588,2020-11-12,3,3,Swift Smith 4,Dozer Piles,Dept Natural Res and Conservation,48.493346,-114.430787,60
203586,2020-11-12,3,3,Swift Smith 2,Dozer Piles,Dept Natural Res and Conservation,48.49068,-114.426978,60
200240,2020-11-12,224,124,Henderson Hill,Landings,Dept Natural Res and Conservation,47.38859,-115.32966,620
203899,2020-11-12,80,80,Blue Bay Salvage,Landings,Dept Natural Res and Conservation,47.84468,-114.0342,240
202286,2020-11-13,4,0,Lolo Peak,Landings,Dept Natural Res and Conservation,46.70992,-114.12588,0
204231,2020-11-13,200,5,Rattler Landings,Landings,Dept Natural Res and Conservation,46.7505,-113.1781,50
203416,2020-11-13,200,0,Thin Mint,Dozer Piles,Dept Natural Res and Conservation,47.695658,-115.016445,0
202288,2020-11-13,3,1,Corley Gulch,Landings,Dept Natural Res and Conservation,46.41124,-113.91791,15
203496,2020-11-16,10,0,Lupfer Morrill 8,Landings,Dept Natural Res and Conservation,48.500647,-114.518809,0
203487,2020-11-16,3,0,Lupfer Morrill 10,Landings,Dept Natural Res and Conservation,48.514039,-114.527916,0
203498,2020-11-16,16,0,Lupfer Morrill 11,Landings,Dept Natural Res and Conservation,48.492187,-114.497588,0
203489,2020-11-16,9,0,Lupfer Morrill 13,Landings,Dept Natural Res and Conservation,48.507662,-114.525926,0
175836,2020-11-16,20,20,CVTS unit 2301,Other Mechanical,Dept Natural Res and Conservation,47.1233,-113.468,400
203490,2020-11-16,7,0,Lupfer Morrill 14,Landings,Dept Natural Res and Conservation,48.504822,-114.52289,0
203495,2020-11-16,11,0,Lupfer Morrill 2,Landings,Dept Natural Res and Conservation,48.502277,-114.520357,0
203488,2020-11-16,3,0,Lupfer Morrill 15,Landings,Dept Natural Res and Conservation,48.511116,-114.527932,0
203491,2020-11-17,17,0,Lupfer Morrill 3,Landings,Dept Natural Res and Conservation,48.503044,-114.525587,0
203498,2020-11-17,16,0,Lupfer Morrill 11,Landings,Dept Natural Res and Conservation,48.492187,-114.497588,0
203268,2020-11-17,5,3,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,60
203405,2020-11-17,3,0,CVNTS 0903,Other Mechanical,Dept Natural Res and Conservation,47.15582,-113.50816,0
169330,2020-11-17,141,120,Echo Lake Blowdown,Landings,Dept Natural Res and Conservation,48.1314,-114.04,240
203490,2020-11-17,7,7,Lupfer Morrill 14,Landings,Dept Natural Res and Conservation,48.504822,-114.52289,140
203487,2020-11-17,3,3,Lupfer Morrill 10,Landings,Dept Natural Res and Conservation,48.514039,-114.527916,60
203495,2020-11-17,11,0,Lupfer Morrill 2,Landings,Dept Natural Res and Conservation,48.502277,-114.520357,0
202288,2020-11-17,2,2,Corley Gulch,Landings,Dept Natural Res and Conservation,46.41124,-113.91791,30
203494,2020-11-17,15,15,Lupfer Morrill 5e,Landings,Dept Natural Res and Conservation,48.500251,-114.529772,300
203488,2020-11-17,3,3,Lupfer Morrill 15,Landings,Dept Natural Res and Conservation,48.511116,-114.527932,60
202286,2020-11-17,4,0,Lolo Peak,Landings,Dept Natural Res and Conservation,46.70992,-114.12588,0
203489,2020-11-17,9,9,Lupfer Morrill 13,Landings,Dept Natural Res and Conservation,48.507662,-114.525926,180
203332,2020-11-17,105,85,Sliver Me Timber,Landings,Dept Natural Res and Conservation,46.76602,-113.56798,255
203402,2020-11-17,2,0,CVNTS 0902,Other Mechanical,Dept Natural Res and Conservation,47.16097,-113.50947,0
203492,2020-11-17,10,0,Lupfer Morrill 4b,Landings,Dept Natural Res and Conservation,48.501609,-114.523482,0
203403,2020-11-17,2,2,CVNTS 0801,Other Mechanical,Dept Natural Res and Conservation,47.16022,-113.52121,40
200211,2020-11-17,180,180,Camas Back,Landings,Dept Natural Res and Conservation,46.786,-113.485,180
203493,2020-11-17,8,8,Lupfer Morrill 5c,Landings,Dept Natural Res and Conservation,48.500863,-114.521793,160
203496,2020-11-17,10,0,Lupfer Morrill 8,Landings,Dept Natural Res and Conservation,48.500647,-114.518809,0
203497,2020-11-17,23,0,Lupfer Morrill 7,Landings,Dept Natural Res and Conservation,48.499251,-114.519697,0
200145,2020-11-18,10,0,Center Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.79,-113.798,0
203828,2020-11-18,11,0,Johnson's Yurt 1,Landings,Dept Natural Res and Conservation,48.667549,-114.599487,0
203831,2020-11-18,76,0,Johnson's Yurt 11,Landings,Dept Natural Res and Conservation,48.672341,-114.613639,0
203334,2020-11-18,253,253,Pine Park,Landings,Dept Natural Res and Conservation,46.99548,-114.432,759
203599,2020-11-18,21,5,Cilly 349-Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.86155,-113.77063,50
203832,2020-11-18,14,0,Johnson's Yurt 12,Landings,Dept Natural Res and Conservation,48.668858,-114.614548,0
203335,2020-11-18,54,54,Small 6,Landings,Dept Natural Res and Conservation,47.05876,-114.33608,216
203829,2020-11-18,21,0,Johnson's Yurt 2,Landings,Dept Natural Res and Conservation,48.666092,-114.602789,0
202936,2020-11-18,54,54,Horn Mountain,Landings,Dept Natural Res and Conservation,44.75914,-111.50204,540
203492,2020-11-19,10,10,Lupfer Morrill 4b,Landings,Dept Natural Res and Conservation,48.501609,-114.523482,200
203415,2020-11-19,5,5,Swamp Fire,Dozer Piles,Dept Natural Res and Conservation,47.452239,-114.972385,25
203495,2020-11-19,11,11,Lupfer Morrill 2,Landings,Dept Natural Res and Conservation,48.502277,-114.520357,220
203498,2020-11-19,16,16,Lupfer Morrill 11,Landings,Dept Natural Res and Conservation,48.492187,-114.497588,320
203491,2020-11-19,17,17,Lupfer Morrill 3,Landings,Dept Natural Res and Conservation,48.503044,-114.525587,340
203895,2020-11-19,120,120,Johnson Creek Salvage,Landings,Dept Natural Res and Conservation,48.00819,-113.94607,240
175836,2020-11-19,20,20,CVTS unit 2301,Other Mechanical,Dept Natural Res and Conservation,47.1233,-113.468,400
203268,2020-11-19,6,3,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,60
203496,2020-11-19,10,10,Lupfer Morrill 8,Landings,Dept Natural Res and Conservation,48.500647,-114.518809,200
200317,2020-11-19,25,0,CVTS Weeping Angels road,Rights of Way,Dept Natural Res and Conservation,47.13895,-113.5085,0
203338,2020-11-19,1,1,Ike Wallace hand piles,Hand Piles,Dept Natural Res and Conservation,46.79197,-113.68778,6
200145,2020-11-20,10,5,Center Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.79,-113.798,100
203599,2020-11-20,25,25,Cilly 349-Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.86155,-113.77063,250
203598,2020-11-20,25,15,Cilly 349-Landing Piles,Landings,Dept Natural Res and Conservation,47.86532,-113.77518,150
203585,2020-11-23,3,1,Swift Smith 1,Dozer Piles,Dept Natural Res and Conservation,48.491895,-114.422398,20
169330,2020-11-23,21,21,Echo Lake Blowdown,Landings,Dept Natural Res and Conservation,48.1314,-114.04,42
203318,2020-11-23,2,2,Cool Country Road,Dozer Piles,Dept Natural Res and Conservation,46.9728,-112.73907,30
203317,2020-11-23,30,30,Bull Moose 28,Landings,Dept Natural Res and Conservation,46.93279,-112.73618,450
203586,2020-11-23,3,3,Swift Smith 2,Dozer Piles,Dept Natural Res and Conservation,48.49068,-114.426978,60
201916,2020-11-23,1,0,Winterkill North,Other Mechanical,Dept Natural Res and Conservation,47.05679,-113.41289,0
203898,2020-11-23,10,0,Strawberry Lake Salvage,Landings,Dept Natural Res and Conservation,48.16964,-114.01276,0
203896,2020-11-23,8,8,Mud Lake Salvage,Landings,Dept Natural Res and Conservation,48.12875,-114.00332,40
203314,2020-11-24,200,200,Black Mountain 16,Landings,Dept Natural Res and Conservation,46.97308,-112.87668,2000
203268,2020-11-24,3,3,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,60
203316,2020-11-25,400,400,Bull Moose,Landings,Dept Natural Res and Conservation,46.92612,-112.80126,6000
200145,2020-11-25,21,11,Center Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.79,-113.798,220
201916,2020-11-30,1,1,Winterkill North,Other Mechanical,Dept Natural Res and Conservation,47.05679,-113.41289,15
203590,2020-11-30,14,14,Swift Smith 7,Dozer Piles,Dept Natural Res and Conservation,48.489138,-114.427813,280
203268,2020-11-30,7,3,"Kozy Korner TS Units 1, 2 & 3",Landings,Dept Natural Res and Conservation,47.10869,-113.32774,60
203398,2020-11-30,5,4,Winterkill Scatter,Other Mechanical,Dept Natural Res and Conservation,47.05013,-113.41203,80
203319,2020-11-30,1,1,Keep Cool Road,Dozer Piles,Dept Natural Res and Conservation,46.96433,-112.61672,10
203585,2020-11-30,2,2,Swift Smith 1,Dozer Piles,Dept Natural Res and Conservation,48.491895,-114.422398,40
203315,2020-11-30,30,30,Bear Salvage,Landings,Dept Natural Res and Conservation,46.99308,-112.60983,450
204231,2020-12-08,50,0,Rattler Landings,Landings,Dept Natural Res and Conservation,46.7505,-113.1781,0
200145,2020-12-09,10,8,Center Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.79,-113.798,160
176362,2020-12-09,29,0,Pleasant Scout - Excavator Piles,Other Mechanical,Dept Natural Res and Conservation,47.8203,-113.818,0
204231,2020-12-10,100,100,Rattler Landings,Landings,Dept Natural Res and Conservation,46.7505,-113.1781,1000
201906,2020-12-15,80,80,Skookum Creek,Landings,Dept Natural Res and Conservation,47.9801,-115.0023,1200
201906,2020-12-16,40,0,Skookum Creek,Landings,Dept Natural Res and Conservation,47.9801,-115.0023,0
201906,2021-01-12,40,0,Skookum Creek,Landings,Dept Natural Res and Conservation,47.9801,-115.0023,0
201906,2021-01-13,40,0,Skookum Creek,Landings,Dept Natural Res and Conservation,47.9801,-115.0023,0
200822,2021-02-18,35,0,Hooligan Billy Mack,Landings,Dept Natural Res and Conservation,46.44756,-111.35656,0
201535,2021-04-20,21,21,King Hemlock Unit 7 Jackpot,Jackpot,Dept Natural Res and Conservation,48.534296,-114.447019,605.85
175451,2021-04-20,1,1,Goat Creek Administration Site,Hand Piles,Dept Natural Res and Conservation,47.7497,-113.827,10
177134,2021-04-21,48,48,King Hemlock Unit 5,Broadcast,Dept Natural Res and Conservation,48.5331,-114.437,1384.8000000000002
175451,2021-04-29,1,1,Goat Creek Administration Site,Hand Piles,Dept Natural Res and Conservation,47.7497,-113.827,10
204682,2021-04-29,9,0,King Hemlock 11 Jackpot,Jackpot,Dept Natural Res and Conservation,48.516314,-114.44237,0
201648,2021-05-06,30,0,King Hemlock 9,Jackpot,Dept Natural Res and Conservation,48.528255,-114.430517,0
201648,2021-05-13,54,45,King Hemlock 9,Jackpot,Dept Natural Res and Conservation,48.528255,-114.430517,1298.25
204682,2021-05-18,9,0,King Hemlock 11 Jackpot,Jackpot,Dept Natural Res and Conservation,48.516314,-114.44237,0
204682,2021-05-19,9,0,King Hemlock 11 Jackpot,Jackpot,Dept Natural Res and Conservation,48.516314,-114.44237,0
204681,2021-05-27,1,1,Highway 93 Green Boxes,Hand Piles,Dept Natural Res and Conservation,48.494881,-114.527547,20
203893,2021-06-01,2,2,Murray Hand Piles,Hand Piles,Dept Natural Res and Conservation,48.431897,-114.451427,40
200146,2021-06-10,2,2,Swan Unit Engine Academy Piles,Hand Piles,Dept Natural Res and Conservation,47.72,-113.79,20
204740,2021-06-15,12,6,Lupfer Morrill 12,Hand Piles,Dept Natural Res and Conservation,48.486704,-114.510567,120
176328,2021-09-16,6,6,Cilly Excaline 1005,Broadcast,Dept Natural Res and Conservation,47.8499,-113.758,173.10000000000002
203829,2021-09-17,21,0,Johnson's Yurt 2,Landings,Dept Natural Res and Conservation,48.666092,-114.602789,0
205086,2021-09-17,37,0,Johnson's Yurt 3,Landings,Dept Natural Res and Conservation,48.665778,-114.607047,0
203832,2021-09-17,14,14,Johnson's Yurt 12,Landings,Dept Natural Res and Conservation,48.668858,-114.614548,280
203831,2021-09-17,76,40,Johnson's Yurt 11,Landings,Dept Natural Res and Conservation,48.672341,-114.613639,800
205088,2021-09-17,22,0,Johnson's Yurt 9,Landings,Dept Natural Res and Conservation,48.670591,-114.61068,0
203457,2021-09-17,80,0,Stryker Basin 6,Landings,Dept Natural Res and Conservation,48.675615,-114.659082,0
205087,2021-09-17,7,0,Johnson's Yurt 5,Landings,Dept Natural Res and Conservation,48.666032,-114.608561,0
202350,2021-09-17,20,20,Stryker Basin Unit 8,Landings,Dept Natural Res and Conservation,48.699893,-114.620603,400
204759,2021-09-21,1,1,Swan Wood Landing Piles,Landings,Dept Natural Res and Conservation,47.73898,-113.89835,25
175714,2021-09-27,22,0,Mystery Fish Unit 7B,Broadcast,Dept Natural Res and Conservation,48.6371,-114.607,0
204770,2021-09-27,6,0,Cilly 349 - Unit 04-16 Broadcast,Broadcast,Dept Natural Res and Conservation,47.86541,-113.78101,0
205086,2021-09-30,37,37,Johnson's Yurt 3,Landings,Dept Natural Res and Conservation,48.665778,-114.607047,740
203831,2021-09-30,36,28,Johnson's Yurt 11,Landings,Dept Natural Res and Conservation,48.672341,-114.613639,560
203379,2021-09-30,7,7,Swift Divide 4,Landings,Dept Natural Res and Conservation,48.677412,-114.58228,140
203378,2021-09-30,10,10,Swift Divide 3,Dozer Piles,Dept Natural Res and Conservation,48.678686,-114.580479,200
203377,2021-09-30,7,7,Swift Divide 2,Landings,Dept Natural Res and Conservation,48.679484,-114.579062,140
203375,2021-09-30,3,0,Swift Divide 1a,Dozer Piles,Dept Natural Res and Conservation,48.682647,-114.575848,0
203829,2021-09-30,21,13,Johnson's Yurt 2,Landings,Dept Natural Res and Conservation,48.666092,-114.602789,260
203380,2021-09-30,23,23,Swift Divide 5,Landings,Dept Natural Res and Conservation,48.678206,-114.585138,460
203828,2021-09-30,11,11,Johnson's Yurt 1,Landings,Dept Natural Res and Conservation,48.667549,-114.599487,220
203587,2021-10-01,8,0,Swift Smith 3,Dozer Piles,Dept Natural Res and Conservation,48.492559,-114.428573,0
204899,2021-10-01,6,0,Swift Smith SP 4,Dozer Piles,Dept Natural Res and Conservation,48.493587,-114.431484,0
204897,2021-10-01,2,2,Swift Smith SP 1,Dozer Piles,Dept Natural Res and Conservation,48.48699,-114.419688,40
203892,2021-10-05,24,0,Lower Herrig 3,Broadcast,Dept Natural Res and Conservation,48.729828,-114.651512,0
203892,2021-10-06,24,24,Lower Herrig 3,Broadcast,Dept Natural Res and Conservation,48.729828,-114.651512,1508.4
204770,2021-10-07,6,6,Cilly 349 - Unit 04-16 Broadcast,Broadcast,Dept Natural Res and Conservation,47.86541,-113.78101,173.10000000000002
203391,2021-10-08,45,43,Antice Central 10,Broadcast,Dept Natural Res and Conservation,48.623575,-114.56726,1240.55
203597,2021-10-08,10,10,Antice Central 10,Dozer Piles,Dept Natural Res and Conservation,48.623575,-114.56726,200
203385,2021-10-13,30,1,Antice Central 3,Broadcast,Dept Natural Res and Conservation,48.642146,-114.578392,28.85
204682,2021-10-13,9,9,King Hemlock 11 Jackpot,Jackpot,Dept Natural Res and Conservation,48.516314,-114.44237,259.65000000000003
203391,2021-10-14,2,0,Antice Central 10,Broadcast,Dept Natural Res and Conservation,48.623575,-114.56726,0
203829,2021-10-14,8,0,Johnson's Yurt 2,Landings,Dept Natural Res and Conservation,48.666092,-114.602789,0
205087,2021-10-14,7,0,Johnson's Yurt 5,Landings,Dept Natural Res and Conservation,48.666032,-114.608561,0
200323,2021-10-18,10,1,Greenwood Permit,Other Mechanical,Dept Natural Res and Conservation,47.13874,-113.55193,15
205214,2021-10-18,5,0,Hidden TP,Other Mechanical,Dept Natural Res and Conservation,47.14035,-113.55524,0
205214,2021-10-19,5,0,Hidden TP,Other Mechanical,Dept Natural Res and Conservation,47.14035,-113.55524,0
