DATE,PERMITTED_ACRES,COMPLETED_ACRES,BURN_NAME,BURNTYPE_REPORTED,ENTITY_REQUESTING,LAT_PERMIT,LON_PERMIT,LEGAL_DESCRIP,TONS,BURN_STATUS
2017-12-01,3,1,Sly Park Recreation Area Management Timber Harvest,Hand Pile,El Dorado Irrigation District,38.725,-120.568,NA,40,Complete
2017-12-01,31,1,2 Chaix Unit 11,Machine Pile,US Forest Service,38.843,-120.635,NA,1.45,Complete
2017-12-01,1,1,Petkin burn,Machine Pile,Siller Brothers Inc,39.365,-121.283,NA,9.4,Complete
2017-12-01,1,1,Unit 2,Hand Pile,CSU Chico Research Foundation,39.846,-121.702,NA,1.7,Complete
2017-12-01,2,2,2017 2018 NFD Pile Burning Project,Hand Pile,Northstar Fire Department,39.281,-120.12,NA,2,Complete
2017-12-01,1,3,Sagehen,Hand Pile,US Forest Service,39.437,-120.21,NA,120,Complete
2017-12-01,4,4,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,32,Complete
2017-12-01,5,5,Lower Doe Mill,Hand Pile,National Park Service,39.903,-121.627,NA,0.275,Complete
2017-12-01,5,5,Shasta County Piles,Hand Pile,National Park Service,40.552,-122.488,NA,0.275,Complete
2017-12-01,5,5,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,83,Complete
2017-12-01,10,5,Section 8,Machine Pile,Crane Mills,40.995,-122.345,NA,9.25,Complete
2017-12-01,13,13,"2 Chaix Unit 757,758,760",Machine Pile,US Forest Service,38.843,-120.635,NA,18.85,Complete
2017-12-01,16,16,2 Chaix Unit 766,Machine Pile,US Forest Service,38.843,-120.635,NA,23.2,Complete
2017-12-01,20,20,2 Chaix Unit 767,Machine Pile,US Forest Service,38.843,-120.635,NA,29,Complete
2017-12-01,30,54,Summit Lake Hand Piles,Hand Pile,US Forest Service,40.665,-121.35,NA,1080,Complete
2017-12-01,100,100,Yeti Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.869,-120.53,NA,1500,Complete
2017-12-01,125,125,Stumpy,Machine Pile,Firestorm Wildland Fire Suppression Inc,38.886,-120.551,NA,81.25,Complete
2017-12-02,100,60,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,900,Complete
2017-12-02,72.3,72.3,White Meadows,Machine Pile,Firestorm Wildland Fire Suppression Inc,38.778,-120.513,NA,46.995,Complete
2017-12-03,40,40,Terrycloth THP,Machine Pile,Individual,40.809,-121.779,NA,94,Complete
2017-12-03,67,67,Mountgomer THP,Machine Pile,Individual,40.811,-121.807,NA,157.45,Complete
2017-12-04,1,0.5,Landing Pile,Machine Pile,California State Parks,39.752,-120.701,NA,10,Complete
2017-12-04,1,0.6,Mammoth Bar,Hand Pile,California State Parks,38.921,-121.003,NA,12.45,Complete
2017-12-04,2,1,Sagehen,Hand Pile,US Forest Service,39.437,-120.21,NA,40,Complete
2017-12-04,1,1,Sly Park Recreation Area Management Timber Harvest,Machine Pile,El Dorado Irrigation District,38.725,-120.568,NA,16.6,Complete
2017-12-04,3,1.5,Hand Piles,Hand Pile,California State Parks,39.76,-120.697,NA,30,Complete
2017-12-04,3,3,TL 3,Hand Pile,US Forest Service,38.16,-119.329,NA,28.35,Complete
2017-12-04,3,3,DL Bliss SP Hand Piles,Hand Pile,California State Parks,38.989,-120.1,NA,60,Complete
2017-12-04,5,5,Brockway 1006,Hand Pile,US Forest Service,39.26,-120.056,NA,75,Complete
2017-12-04,5,5,2017 2018 NFD Pile Burning Project,Hand Pile,Northstar Fire Department,39.281,-120.12,NA,8.5,Complete
2017-12-04,5,5,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,40,Complete
2017-12-04,5,5,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,83,Complete
2017-12-04,7,7,TL 7,Hand Pile,US Forest Service,38.157,-119.337,NA,154.35,Complete
2017-12-05,2,2,TL 2,Hand Pile,US Forest Service,38.151,-119.375,NA,12.6,Complete
2017-12-05,11,3,Burnt Bridge Campground Piles,Hand Pile,US Forest Service,39.423,-121.165,NA,45,Complete
2017-12-05,18,3,TL 18,Hand Pile,US Forest Service,38.153,-119.344,NA,170.1,Complete
2017-12-05,30,30,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,450,Complete
2017-12-06,0.25,0.25,Unit 2,Hand Pile,CSU Chico Research Foundation,39.846,-121.702,NA,0.425,Complete
2017-12-06,1,1,Petkin burn,Machine Pile,Siller Brothers Inc,39.365,-121.283,NA,9.4,Complete
2017-12-06,4,4,2 Chaix Unit 13,Machine Pile,US Forest Service,38.843,-120.635,NA,5.8,Complete
2017-12-06,10,10,2 Chaix Unit 769-770,Machine Pile,US Forest Service,38.843,-120.635,NA,14.5,Complete
2017-12-06,10,10,"2 Chaix Unit 740,744",Machine Pile,US Forest Service,38.843,-120.635,NA,14.5,Complete
2017-12-06,15,15,2 Chaix Unit 310-22,Machine Pile,US Forest Service,38.843,-120.635,NA,21.75,Complete
2017-12-06,30,30,2 Chaix Unit 11,Machine Pile,US Forest Service,38.843,-120.635,NA,43.5,Complete
2017-12-06,40,35,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,525,Complete
2017-12-06,51,51,2 Chaix Unit 12,Machine Pile,US Forest Service,38.843,-120.635,NA,73.95,Complete
2017-12-06,100,60,Quidazoic Red Units,Machine Pile,US Forest Service,38.797,-120.483,NA,756,Complete
2017-12-07,0.25,0.25,Unit 2,Hand Pile,CSU Chico Research Foundation,39.846,-121.702,NA,0.425,Complete
2017-12-07,1,1,Petkin burn,Machine Pile,Siller Brothers Inc,39.365,-121.283,NA,9.4,Complete
2017-12-07,40,30,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,450,Complete
2017-12-08,30,20,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,300,Complete
2017-12-11,30,20,Kings Sugar Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.868,-120.565,NA,300,Complete
2017-12-12,10,10,Lookout Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.882,-120.56,NA,150,Complete
2017-12-12,15,15,Camp Ten Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.882,-120.545,NA,225,Complete
2017-12-12,15,15,Wentworth Sissy King Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.899,-120.536,NA,225,Complete
2017-12-12,227,65,Burrows Joachim # 1,Broadcast,Cal Fire,40.304,-122.36,NA,1311.05,Complete
2017-12-12,185,185,Burrows Joachim # 2,Broadcast,Cal Fire,40.351,-122.362,NA,3731.45,Complete
2017-12-13,20,20,Scout Camp Slab King Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.879,-120.602,NA,300,Complete
2017-12-14,20,5,King Corral Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.893,-120.602,NA,75,Complete
2017-12-14,5,5,Pine Flat Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.889,-120.534,NA,75,Complete
2017-12-14,15,5,Whatever Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.907,-120.507,NA,75,Complete
2017-12-18,45,25,Sunsad Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.864,-120.51,NA,375,Complete
2017-12-19,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2017-12-19,36,25,King Corral Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.893,-120.602,NA,375,Complete
2017-12-19,50,150,Whatever Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.907,-120.507,NA,2250,Complete
2017-12-20,NA,1,SPRA,Broadcast,El Dorado Irrigation District,38.724,-120.567,NA,1,Complete
2017-12-20,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2017-12-21,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2017-12-21,25,10,Sunsad Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.864,-120.51,NA,150,Complete
2017-12-21,25,25,Sonion Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.884,-120.516,NA,375,Complete
2017-12-22,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-02,11,10,King Corral Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.893,-120.602,NA,150,Complete
2018-01-02,12,12,Asphalt Oasis Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.91,-120.511,NA,180,Complete
2018-01-02,15,15,Major Tom Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.919,-120.499,NA,225,Complete
2018-01-03,1,1,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,16.6,Complete
2018-01-03,5,5,Sunsad Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.864,-120.51,NA,75,Complete
2018-01-03,35,35,Asphalt Oasis Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.91,-120.511,NA,525,Complete
2018-01-03,40,40,Bobs Road Emergency Notice Area,Hand Pile,Sierra Pacific Industries,38.928,-120.484,NA,600,Complete
2018-01-03,140,140,Sonion Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.884,-120.516,NA,2100,Complete
2018-01-04,1,0.5,Mammoth Bar,Hand Pile,California State Parks,38.921,-121.003,NA,10.375,Complete
2018-01-04,0.5,0.5,Office,Hand Pile,California State Parks,38.904,-121.056,NA,1.86,Complete
2018-01-04,5,1,Schott Rd,Hand Pile,Bureau of Land Management,39.88,-121.652,NA,0.045,Complete
2018-01-04,1,1,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,16.6,Complete
2018-01-04,3,3,Petkin burn,Machine Pile,Siller Brothers Inc,39.365,-121.283,NA,28.2,Complete
2018-01-04,5,5,Upper Doe Mill,Hand Pile,Bureau of Land Management,39.882,-121.649,NA,0.375,Complete
2018-01-04,NA,5,2018 Brush Clearing,Machine Pile,Individual,38.888,-120.925,NA,75,Complete
2018-01-04,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-05,0.5,0.1,Mammoth Bar,Hand Pile,California State Parks,38.921,-121.003,NA,2.075,Complete
2018-01-05,1,1,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,16.6,Complete
2018-01-05,2,2,FountianHouse East,Machine Pile,Siller Brothers Inc,39.447,-121.195,NA,NA,Complete
2018-01-05,4,4,Lower Doe Mill,Hand Pile,Bureau of Land Management,39.903,-121.627,NA,0.22,Complete
2018-01-05,4,4,Upper Doe Mill,Hand Pile,Bureau of Land Management,39.882,-121.649,NA,0.3,Complete
2018-01-05,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-07,5,2,Lower Doe Mill,Hand Pile,Bureau of Land Management,39.903,-121.627,NA,0.11,Complete
2018-01-07,27,27,Lily Fuelbreak,Machine Pile,Sierra Pacific Industries,38.437,-120.474,NA,113.4,Complete
2018-01-07,30,30,Lower Bailey Tractor,Machine Pile,Sierra Pacific Industries,38.393,-120.432,NA,126,Complete
2018-01-08,2,0.5,"RPFBT , Robie Point",Hand Pile,California State Parks,38.892,-121.049,NA,1.17,Complete
2018-01-08,1,1,Veal THP,Machine Pile,Sierra Pacific Industries,38.412,-120.418,NA,29,Complete
2018-01-08,1,1,Omo Fuelbreak Landing Piles,Machine Pile,Sierra Pacific Industries,38.578,-120.565,NA,7.4,Complete
2018-01-08,1,1,Hand Piles,Hand Pile,California State Parks,39.054,-120.121,NA,24,Complete
2018-01-08,2,2,Blue Mountain Road,Machine Pile,Sierra Pacific Industries,38.378,-120.333,NA,58,Complete
2018-01-08,3,3,Sunset Interface,Hand Pile,California State Parks,38.878,-119.997,NA,13.5,Complete
2018-01-08,5,5,Lower Bailey,Machine Pile,Sierra Pacific Industries,38.393,-120.433,NA,145,Complete
2018-01-08,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-08,10,10,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,166,Complete
2018-01-08,28.5,20,FY18 Pit T5N,Hand Pile,US Forest Service,37.62,-118.951,NA,63,Complete
2018-01-08,NA,30,Plummer Ridge THP,Hand Pile,Individual,38.6,-120.48,NA,94.5,Complete
2018-01-08,52,52,Lower Bailey Tractor,Machine Pile,Sierra Pacific Industries,38.393,-120.432,NA,218.4,Complete
2018-01-08,75,62,Quidazoic Blue Units,Machine Pile,US Forest Service,38.816,-120.49,NA,781.2,Complete
2018-01-08,67,67,Veal THP,Machine Pile,Sierra Pacific Industries,38.413,-120.415,NA,281.4,Complete
2018-01-08,100,100,Pit 6,Hand Pile,US Forest Service,37.629,-118.929,NA,315,Complete
2018-01-09,1,0.2,"RPFBT , Robie Point",Hand Pile,California State Parks,38.892,-121.049,NA,0.468,Complete
2018-01-09,0.5,0.5,Hutchins CG,Hand Pile,US Forest Service,39.91,-121.19,NA,5,Complete
2018-01-09,1,1,Olmstead Loop,Hand Pile,California State Parks,38.879,-121.035,NA,2.99,Complete
2018-01-09,1,1,Bucks Lake Quarry,Machine Pile,US Forest Service,39.88,-121.2,NA,4,Complete
2018-01-09,2,2,Sunset Interface,Hand Pile,California State Parks,38.878,-119.997,NA,9,Complete
2018-01-09,2,2,Boulder Creek CG and WC,Hand Pile,US Forest Service,40.19,-120.61,NA,20,Complete
2018-01-09,3,3,Bucks Lake Unit 112/ 112D,Hand Pile,US Forest Service,39.86,-121.16,NA,30,Complete
2018-01-09,75,7,Quidazoic Blue Units,Machine Pile,US Forest Service,38.816,-120.49,NA,88.2,Complete
2018-01-09,15,8,TL 18,Hand Pile,US Forest Service,38.153,-119.344,NA,453.6,Complete
2018-01-09,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-09,10,10,FY18 T1S,Hand Pile,US Forest Service,37.654,-118.993,NA,21,Complete
2018-01-09,10,10,PP Ridgetop Unit,Machine Pile,Cal Fire,38.823,-122.69,NA,166,Complete
2018-01-09,15,13,Marshall Mine,Hand Pile,US Forest Service,38.702,-120.496,NA,234,Complete
2018-01-09,15,17,Summit Lake Hand Piles,Hand Pile,US Forest Service,40.665,-121.35,NA,340,Complete
2018-01-09,111,20,FY18 T1S,Hand Pile,US Forest Service,37.654,-118.993,NA,42,Complete
2018-01-09,20,20,Boulder Unit 5,Hand Pile,US Forest Service,40.25,-120.59,NA,200,Complete
2018-01-09,150,100,Burney Gardens/Dry Whit,Machine Pile,Sierra Pacific Industries,40.717,-121.706,NA,40,Complete
2018-01-10,20,0.5,SS 36,Hand Pile,US Forest Service,38.838,-120.017,NA,1.88,Complete
2018-01-10,3,2,Sunset Interface,Hand Pile,California State Parks,38.878,-119.997,NA,9,Complete
2018-01-10,10,5,Marshall Mine,Hand Pile,US Forest Service,38.702,-120.496,NA,90,Complete
2018-01-10,9,9,Log Springs 51,Hand Pile,US Forest Service,39.86,-122.82,NA,47.25,Complete
2018-01-10,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-10,12,12,Log Springs 43,Hand Pile,US Forest Service,39.861,-122.824,NA,63,Complete
2018-01-10,15,23,Summit Lake Hand Piles,Hand Pile,US Forest Service,40.665,-121.35,NA,460,Complete
2018-01-10,26,26,Haypatch 98,Hand Pile,US Forest Service,39.858,-122.819,NA,136.5,Complete
2018-01-10,20,40,Keddie Unit 64 (Rock Cress),Hand Pile,US Forest Service,40.13,-121.01,NA,400,Complete
2018-01-11,1,0.3,Mammoth Bar,Hand Pile,California State Parks,38.92,-121.004,NA,1.89,Complete
2018-01-11,2,0.5,Twin Peaks 185,Hand Pile,US Forest Service,38.854,-120.038,NA,2.5,Complete
2018-01-11,1,1,Mt. Hough DO,Hand Pile,US Forest Service,39.98,-120.94,NA,10,Complete
2018-01-11,2.5,1,Alta Shaded Fuel Break 2018,Hand Pile,Cal Fire,39.197,-120.814,NA,5,Complete
2018-01-11,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-11,15,15,Log Springs 66,Hand Pile,US Forest Service,39.857,-122.838,NA,78.75,Complete
2018-01-11,17,17,Haypatch 94,Hand Pile,US Forest Service,39.86,-122.84,NA,89.25,Complete
2018-01-11,58,58,Haypatch 87,Hand Pile,US Forest Service,39.859,-122.818,NA,304.5,Complete
2018-01-11,130,130,"Rattlesnake Grapple Piles Units 19,13,15,15B,09D,06",Machine Pile,US Forest Service,39.888,-120.723,NA,650,Complete
2018-01-12,0.1,0.1,Clearing Brush,Hand Pile,Individual,38.815,-120.941,NA,2.075,Complete
2018-01-12,5,5,Meridian,Machine Pile,Sierra Pacific Industries,41.006,-121.949,NA,10.5,Complete
2018-01-12,6,6,JB Kosk,Machine Pile,Sierra Pacific Industries,41.061,-121.949,NA,12.6,Complete
2018-01-12,20,12,Nosoni,Machine Pile,Sierra Pacific Industries,40.962,-122.182,NA,56.4,Complete
2018-01-13,5,24,Kamp Kuhl,Broadcast,Individual,38.89,-120.418,NA,24,Complete
2018-01-14,0.1,0.1,Clearing Brush,Broadcast,Individual,38.815,-120.941,NA,0.1,Complete
2018-01-14,0.3,0.1,Alta Shaded Fuel Break 2018,Machine Pile,Cal Fire,39.197,-120.814,NA,0.42,Complete
2018-01-14,5,24,Kamp Kuhl,Machine Pile,Individual,38.89,-120.418,NA,360,Complete
2018-01-14,29,29,Upper Bailey Tractor,Machine Pile,Sierra Pacific Industries,38.396,-120.31,NA,121.8,Complete
2018-01-14,60,60,2017 VC Cedar Ridge/Ryan,Machine Pile,"Volcano Creek Logging, Inc.",39.035,-120.807,NA,1740,Complete
2018-01-15,0.1,0.1,Clearing Brush,Machine Pile,Individual,38.815,-120.941,NA,2.9,Complete
2018-01-15,4,2,Stockton Box,Machine Pile,Sierra Pacific Industries,38.418,-120.452,NA,58,Complete
2018-01-15,3,3,Blue Mountain Road,Machine Pile,Sierra Pacific Industries,38.378,-120.333,NA,87,Complete
2018-01-15,3,3,Veal THP,Machine Pile,Sierra Pacific Industries,38.412,-120.418,NA,87,Complete
2018-01-15,5,5,Grimes Tractor,Machine Pile,Sierra Pacific Industries,38.45,-120.429,NA,2.7,Complete
2018-01-15,6,5,Upper Bailey,Machine Pile,Sierra Pacific Industries,38.396,-120.31,NA,145,Complete
2018-01-15,5,5,VOLCANOVILLE EXEMPTION AREA,Machine Pile,Sierra Pacific Industries,38.977,-120.772,NA,125,Complete
2018-01-15,8,8,HOOT,Machine Pile,Sierra Pacific Industries,38.725,-120.371,NA,200,Complete
2018-01-15,10,10,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,80,Complete
2018-01-15,23,12,BOTTLE ROCKET EMERGENCY NOTICE AREA,Machine Pile,Sierra Pacific Industries,38.948,-120.847,NA,180,Complete
2018-01-15,13,13,SAILOR SOUTH,Machine Pile,Sierra Pacific Industries,38.848,-120.673,NA,325,Complete
2018-01-15,15,15,SAILOR NORTH,Machine Pile,Sierra Pacific Industries,38.888,-120.668,NA,375,Complete
2018-01-15,25,25,West Side King Fire Emergency Notice Areas,Machine Pile,Sierra Pacific Industries,38.834,-120.651,NA,375,Complete
2018-01-15,26,26,METAMORPHOSIS EMERGENCY NOTICE AREA,Machine Pile,Sierra Pacific Industries,38.974,-120.806,NA,390,Complete
2018-01-15,40,40,Little Man/McChicken/Stein,Machine Pile,Sierra Pacific Industries,40.71,-121.965,NA,188,Complete
2018-01-15,43,43,So Schaad Cable,Broadcast,Sierra Pacific Industries,38.383,-120.436,NA,430,Complete
2018-01-15,43,43,Veal THP,Machine Pile,Sierra Pacific Industries,38.413,-120.415,NA,180.6,Complete
2018-01-15,108,108,Stockton Box,Machine Pile,Sierra Pacific Industries,38.422,-120.467,NA,1944,Complete
2018-01-15,178,178,Upper Bailey Tractor,Machine Pile,Sierra Pacific Industries,38.396,-120.31,NA,747.6,Complete
2018-01-16,0.2,0.1,Alta Shaded Fuel Break 2018,Hand Pile,Cal Fire,39.197,-120.814,NA,4,Complete
2018-01-16,0.5,0.4,Mammoth Bar,Hand Pile,California State Parks,38.921,-121.003,NA,8.3,Complete
2018-01-16,2,1,Sagehen,Hand Pile,US Forest Service,39.437,-120.21,NA,40,Complete
2018-01-16,3,3,Sunset Interface,Hand Pile,California State Parks,38.878,-119.997,NA,13.5,Complete
2018-01-16,4,4,Pompeii Unit 722,Machine Pile,US Forest Service,38.916,-120.509,NA,5.8,Complete
2018-01-16,5,5,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,40,Complete
2018-01-16,6,5,FY18 T1S,Hand Pile,US Forest Service,37.654,-118.993,NA,10.5,Complete
2018-01-16,16.5,6.5,Big Meadow 17,Hand Pile,US Forest Service,38.767,-119.973,NA,13,Complete
2018-01-16,7,7,Pompeii Unit 697,Machine Pile,US Forest Service,38.916,-120.509,NA,10.15,Complete
2018-01-16,42,9,Pompeii Unit 734,Machine Pile,US Forest Service,38.916,-120.509,NA,13.05,Complete
2018-01-16,10,10,Pompeii Unit 685,Machine Pile,US Forest Service,38.916,-120.509,NA,14.5,Complete
2018-01-16,11,11,Pompeii Unit 693 b-c,Machine Pile,US Forest Service,38.916,-120.509,NA,15.95,Complete
2018-01-16,12.5,12.5,Big Meadow 16,Hand Pile,US Forest Service,38.769,-119.973,NA,25,Complete
2018-01-16,16,16,Morningside HCP and BD,Machine Pile,US Forest Service,39.527,-121.285,NA,92.8,Complete
2018-01-16,16,16,Pompeii Unit 679 a-c,Machine Pile,US Forest Service,38.916,-120.509,NA,23.2,Complete
2018-01-16,33,16,"Black Willow 69 (9,10)",Hand Pile,US Forest Service,39.836,-122.82,NA,1584,Complete
2018-01-16,19,19,Pompeii Unit 680,Machine Pile,US Forest Service,38.916,-120.509,NA,27.55,Complete
2018-01-16,20,20,Buckeye Unit 6T,Hand Pile,US Forest Service,39.256,-120.881,NA,168,Complete
2018-01-16,50,23,Hartley 05,Hand Pile,Bureau of Land Management,37.776,-119.029,NA,155.25,Complete
2018-01-16,92,26,Pompeii Unit 695 a-d,Machine Pile,US Forest Service,38.916,-120.509,NA,37.7,Complete
2018-01-16,26,26,Pompeii Unit 72,Machine Pile,US Forest Service,38.916,-120.509,NA,37.7,Complete
2018-01-16,54,40,Pompeii Unit 683,Machine Pile,US Forest Service,38.916,-120.509,NA,58,Complete
2018-01-16,60,60,SS 36,Hand Pile,US Forest Service,38.838,-120.017,NA,225.6,Complete
2018-01-17,1,1,SPRA,Broadcast,El Dorado Irrigation District,38.724,-120.567,NA,1,Complete
2018-01-17,1,1,Big Meadow 11,Hand Pile,US Forest Service,38.772,-119.987,NA,1,Complete
2018-01-17,6,1,T19NR08E22,Machine Pile,Sierra Pacific Industries,39.504,-120.075,NA,15,Complete
2018-01-17,3,2,T19NR08E29,Machine Pile,Sierra Pacific Industries,39.487,-121.117,NA,30,Complete
2018-01-17,3,3,Big Meadow 13,Hand Pile,US Forest Service,38.774,-119.99,NA,3,Complete
2018-01-17,5,5,GRCC Piles,Hand Pile,US Forest Service,39.711,-121.787,NA,79,Complete
2018-01-17,5,5,SandFireWatershedRehabilitation and Reforestration Project,Machine Pile,EldoradoCounty Resource Conservation District,38.579,-120.794,NA,40,Complete
2018-01-17,70,5,Fountain 83,Hand Pile,US Forest Service,38.86,-119.955,NA,76.55,Complete
2018-01-17,11,5,BOTTLE ROCKET EMERGENCY NOTICE AREA,Machine Pile,Sierra Pacific Industries,38.948,-120.847,NA,75,Complete
2018-01-17,5,5,Pompeii Unit 717,Machine Pile,US Forest Service,38.916,-120.509,NA,7.25,Complete
2018-01-17,5,5,T17NR17E24,Machine Pile,Sierra Pacific Industries,39.306,-120.044,NA,50,Complete
2018-01-17,6,6,T17NR17E23,Machine Pile,Sierra Pacific Industries,39.309,-120.057,NA,60,Complete
2018-01-17,6,6,Griff 1002,Hand Pile,US Forest Service,39.254,-120.028,NA,60,Complete
2018-01-17,6,6,Griff 1002,Hand Pile,US Forest Service,39.254,-120.028,NA,60,Complete
2018-01-17,8,8,Big Meadow 12,Hand Pile,US Forest Service,38.774,-119.991,NA,8,Complete
2018-01-17,12,9,Roadrunner,Hand Pile,US Forest Service,38.777,-120.294,NA,45,Complete
2018-01-17,10,10,Big Meadow 14,Hand Pile,US Forest Service,38.775,-119.991,NA,20,Complete
2018-01-17,10,10,Pompeii Unit 685,Machine Pile,US Forest Service,38.916,-120.509,NA,14.5,Complete
2018-01-17,10,10,Pompeii Unit 714,Machine Pile,US Forest Service,38.916,-120.509,NA,14.5,Complete
2018-01-17,10,10,Hazard,Machine Pile,Sierra Pacific Industries,41.109,-122.307,NA,21,Complete
2018-01-17,11,11,Big Meadow 19,Hand Pile,US Forest Service,38.769,-119.975,NA,11,Complete
2018-01-17,14,14,Big Meadow 15,Hand Pile,US Forest Service,38.774,-119.987,NA,14,Complete
2018-01-17,14,14,Pompeii Unit 683,Machine Pile,US Forest Service,38.916,-120.509,NA,20.3,Complete
2018-01-17,16.5,16.5,Big Meadow 17,Hand Pile,US Forest Service,38.767,-119.973,NA,33,Complete
2018-01-17,17,17,"Black Willow 69 (9,10)",Hand Pile,US Forest Service,39.836,-122.82,NA,1683,Complete
2018-01-17,18,18,Pompeii Unit 679 a-c,Machine Pile,US Forest Service,38.916,-120.509,NA,26.1,Complete
2018-01-17,NA,20,Plummer Ridge THP,Machine Pile,Individual,38.6,-120.48,NA,160,Complete
2018-01-17,30,20,Twin Peaks 59,Hand Pile,US Forest Service,38.871,-119.967,NA,150,Complete
2018-01-17,30,20,Twin Peaks 59,Hand Pile,US Forest Service,38.871,-119.967,NA,150,Complete
2018-01-17,28,20,West Side King Fire Emergency Notice Areas,Machine Pile,Sierra Pacific Industries,38.834,-120.651,NA,300,Complete
2018-01-17,20,20,Summit Lake Hand Piles,Hand Pile,US Forest Service,40.665,-121.35,NA,400,Complete
2018-01-17,24,22,Tatham Unit 19,Hand Pile,US Forest Service,39.908,-122.731,NA,115.5,Complete
2018-01-17,29,25,Sugar Brush Emergency Notice Area,Machine Pile,Sierra Pacific Industries,38.862,-120.623,NA,375,Complete
2018-01-17,25,25,Pompeii Unit 699 a-c,Machine Pile,US Forest Service,38.916,-120.509,NA,36.25,Complete
2018-01-17,49,40,Buckeye Unit 6T,Hand Pile,US Forest Service,39.256,-120.881,NA,336,Complete
2018-01-17,100,52,Hartley 05,Hand Pile,Bureau of Land Management,37.776,-119.029,NA,351,Complete
2018-01-18,1,1,Veal THP,Machine Pile,Sierra Pacific Industries,38.412,-120.418,NA,25,Complete
2018-01-18,1,1,SPRA,Broadcast,El Dorado Irrigation District,38.724,-120.567,NA,1,Complete
2018-01-18,1,1,Big Meadow 11,Hand Pile,US Forest Service,38.772,-119.987,NA,1,Complete
2018-01-18,2,1,Sagehen,Hand Pile,US Forest Service,39.437,-120.21,NA,40,Complete
