Ignition Date,Agency,District,Burn Number,Burn Name,Daily Burn Acres Requested,Acres Treated,Acres Burned,Zero Burn Reason,Acres ERT Used,Location,Burn Duration,Ignition Duration,Dead Fuel Moisture 10 Hour,Dead Fuel Moisture 1000 Hour,Duff Fuel Moisture,Fuel Moisture Method,Days Since Rain,Snow Off,Emission Reduction Techniques,Diurnal Plume Characteristics,Remarks,Primary Fuel Type,NFDRS Fuel Model,Harvest Date,Primary Duff Type,Sound rotten 0 025,Sound rotten 026 1,Sound rotten 1 3,Sound 3 9,Sound 9 20,Sound 20 greater,Rotten 3 greater,Stump 20 greater,Shrub brush,Grass herb,Avg litter depth,Avg duff depth,Piles per Acre,Tons Piles per Acre,Soil in Piles,Primary Species,Primary Species (%),Secondary Species,Secondary Species (%),Quality,Width,Height,Length,Packing Ratio,Treated Potential PM2.5,PM2.5 ERT Reduction (non-burned acres),Blackened Potential PM2.5,PM2.5 ERT Reduction,Actual PM2.5,PM2.5 Averted
2/8/2023,U.S. Forest Service,Alpine,ASF140P,East Zone Piles (Alpine),2,2,2,N/A,2,(33.787; -109.07482),16,30,11,14,,NFDRS,15,,"""Piles""","""The smoke plume rose above 2600 feet and carried to the Southwest""",,,,,,,,,,,,,,,,,,1,12,5,Ponderosa Pine,60,Aspen,4,Clean,100,20,150,Logs < 10 Inches,0.2892,,,0.20244,0.08676,0.20244
3/28/2023,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,30,2,2,N/A,2,(34.56908862753224; -112.54569702148439),3,180,10,21,,Both,5,,"""Piles""","""Smoke went 500-1000 Ft AGL to the North and Northwest of Unit. ""","""Spence Basin Piles. """,,,,,,,,,,,,,,,,,10,15,5,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,0.3615,,,0.25305,0.10845,0.25305
11/4/2023,U.S. Forest Service,Verde,PNF2001B,Black Hills,100,100,2,N/A,2,(34.62645825406243; -112.09010772705079),2,20,11,12,,NFDRS,,,"""Pre-Burn Fuel Removal; Isolating Fuels; Mosaic / Jackpot Burning""","""The plume on the 132 Blackline RX today was significantly decreased in size; volume and color.  The only visible plume was in the bottom of Ash creek as backing fire continues to work down towards Ash creek .  There were several areas of brush that were ignited by residual fire which produced short sort duration; less than a hour of moderate smoke.""","""Ignitions were needed today to reinforce existing control line along a critical piece of control line to protect values at risk.  Total ignitions were around 2 acres of dense interior chaparral brush and mixed juniper.  """,Shrub/Brush (Chap.; Oak; Sage),B,,Black (Litter Type),1,2,2,2,1,0,0,1,8,0.5,1,1,,,,,,,,,,,,,21.0875,20.66575,0.42175,0,0.42175,20.66575
3/13/2017,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1209B,Arizona Department of Transportation hwy 89-A houserock valley,15,15,3,N/A,3,(36.707; -111.78300000000001),5,10,0,0,,Both,,1/31/2017,"""Burn More Frequently; Burn Before Green Up""","""white smoke dissipation quickly""","""N/A""",Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0.3615,0.2892,0.0723,0.033258,0.039042,0.322458
1/25/2019,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1602NEP,US 60 / SR 61 Pile,5,5,3,N/A,3,(34.271687833410525; -109.74470031738281),5,5,10,16,20,NFDRS,15,10/23/2018,"""Rapid Mop-Up; Concentrating Fuels; Piles""","""None- Piles were put out at the end of the day.""",,,,,,,,,,,,,,,,,,4,0.1,2,Other,65,Other,6,Clean,10,3,10,Logs < 10 Inches,0.006025,,,0.0042175,0.0018075,0.0042175
3/25/2019,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1802B,highway 98 drainage/fencelines,10,10,3,N/A,1,(36.48933218792577; -110.70546899414063),5,20,0,0,,Both,4,2/25/2019,"""Burn More Frequently; Burn Before Green Up; Burn before large activity fuels cure""","""n; ne""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0.1205,0.08435,0.03615,0.016629,0.019521,0.100979
3/27/2019,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1802B,highway 98 drainage/fencelines,5,5,3,N/A,3,(36.582168355877926; -111.14011560058594),2,10,0,0,0,Both,30,2/27/2019,"""Burn More Frequently; Burn Before Green Up""","""n; ne""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0.06025,0.0241,0.03615,0.016629,0.019521,0.040729
3/30/2022,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1111aB,Tumbleweed burning on I-15,3,3,3,N/A,3,(36.9948247566389; -113.62240905761719),5,6,0,0,,Both,,,"""Rapid Mop-Up""","""straight up and then south to southwest""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0.0723,0,0.0723,0,0.0723,0
3/30/2022,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1111cB,Tumbleweed burning on US 89A,3,3,3,N/A,3,(36.86168451347899; -112.3106845703125),5,4,0,0,,Both,,,"""Rapid Mop-Up; Maintain fire line intensity""","""Straight up then moved south to south west""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0.0723,0,0.0723,0.03615,0.03615,0.03615
4/6/2022,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1111cB,Tumbleweed burning on US 89A,3,3,3,N/A,3,(36.87651621114658; -112.33128393554688),5,3,0,0,,Both,,,"""Rapid Mop-Up; Burn Before Green Up""","""Straight up or in direction of prevailing wind.""",,Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0.0723,0,0.0723,0.033258,0.039042,0.033258
1/11/2023,Bureau of Land Management,Colorado River (CRD),CRD0017PP,North Hualapai Piles,3,3,3,N/A,3,(35.093449523924306; -113.9057164669037),20,240,30,18,,NFDRS,,,"""Isolating Fuels; Concentrating Fuels; Moist Litter and Duff; High moisture in large fuels; Piles""","""Light smoke rose and dispersed to the SSW during the day. Very light smoke from overnight smolder settled in local drainages. """,,,,,,,,,,,,,,,,,,8,4,0,Other,60,Ponderosa Pine,1,Clean,8,6,10,Ponderosa Pine < 10 Inches,0.1446,,,0.10122,0.04338,0.10122
8/1/2017,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,3,(31.527917919123975; -110.37875183105467),4,1,12,20,0,Both,1,,"""Piles""","""Smoke dispersed very little impacts if any.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2017,Department of Defense,Ft Huachuca,XXH1706B,Fortwide RX,5,5,3,N/A,3,(31.529295173167067; -110.37670556640626),4,60,14,20,0,Both,1,,"""Piles""","""Smoke was dispersed quickly and no significant impacts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2017,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,3,(31.53260009498533; -110.37669189453123),4,60,12,20,0,Both,2,,"""Piles""","""Smoke lifted and dispersed very little if any impacts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2017,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,3,(31.52616204265578; -110.3801251220703),4,30,14,22,0,Both,7,,"""Piles""","""Smoke was dispersed early and little or no effects """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2018,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,2,(31.472299141338617; -110.3581524658203),5,120,10,13,,Both,2,,"""Piles""","""Smoke lifted and dispersed with no impacts.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2018,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,3,(31.456192795486402; -110.37772186279295),5,120,10,13,,Both,1,,"""Piles""","""Smoke lifted and dispersed with no impacts.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2018,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,2,(31.473031182133248; -110.35798080444334),5,120,10,14,,NFDRS,1,,"""Piles""","""Piles burned well and smoke lifted and dispersed with no impacts.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2018,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,9,(31.47303118213317; -110.36089904785155),5,120,10,14,,Both,3,,"""Piles""","""Little to no lingering smoke.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2018,Department of Defense,Ft Huachuca,XXH1501P,Fort Huachuca Piles,5,5,3,N/A,0,(31.473690013953106; -110.36270149230955),5,120,10,14,,Both,1,,"""Piles""","""Smoke lifted and dispersed with no impacts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2019,Department of Defense,Ft Huachuca,XXH1501PP,Fort Piles 19,5,5,3,N/A,3,(31.56067387912942; -110.36629415893554),6,120,8,15,,Both,2,,"""Piles""","""Smoke lifted and dispersed with very little impacts to the community.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2019,Department of Defense,Ft Huachuca,XXH1501PP,Fort Piles 19,5,5,3,N/A,3,(31.56092985184097; -110.36444879913335),5,120,8,15,,Both,3,,"""Piles""","""Little to no lingering smoke.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2020,Department of Defense,Ft Huachuca,XXH1502P,Fort Piles 20,10,10,3,N/A,3,(31.453888216205385; -110.37471371459958),5,2,6,20,,Both,,,"""Piles""","""Smoked lift and dispersed well with no impacts. """,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2021,Department of Defense,Ft Huachuca,XXH1502P,Fort Piles 20,10,10,3,N/A,3,(31.482436185213995; -110.3326385498047),4,3,8,11,,NFDRS,5,,"""Piles""","""Light Smoke production was just three acres of pile. Finished with ignition at 1400 to give time for the piles to burn before night time down slope winds. Very little smoke was coming off the piles at 1600.""",,,,,,,,,,,,,,,,,,25,10,0,Other,60,Aspen,4,Clean,6,6,6,Logs < 10 Inches,1.205,,,0.8435,0.3615,0.8435
12/3/2018,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,10,3,3,N/A,3,(36.05272401889029; -112.12840470886232),3,10,8,16,,Both,,,"""Piles""","""Minimal smoke remained onsite after 1600 as ignitions were completed by 1200 and piles were ""chunked"" twice.  A light haze was visible and slight odor of wood smoke within 200 meters of the treated area.  Signs were posted warning motorists of the smoke along adjacent roads and information kiosks were placed on adjacent walking paths.""",,,,,,,,,,,,,,,,,,20,6,0,Other,75,Ponderosa Pine,1,Clean,6,6,6,Logs < 10 Inches,0.2169,,,0.15183,0.06507,0.15183
11/21/2019,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,10,10,3,N/A,3,(36.02846776766503; -112.12102326965334),2,60,27,18,,NFDRS,0,,"""Piles""","""Light smoke impacts in the immediate vicinity of the piles. No smoke impacts to Highway 64. Ignitions were completed by 1300 hours. Piles were chunked multiple times allowing them to burn down to 85% or greater.""","""Light precipitation in the form of snow occurred over the piles during the afternoon.""",,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.723,,,0.5061,0.2169,0.5061
1/28/2020,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,5,3,3,N/A,3,(36.02988941330119; -112.12431335449219),2,30,30,25,,NFDRS,,,"""Piles""","""There was light smoke in the local area during the overnight hours; smoke impacts were light and drifting off to the east.""",,,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.2169,,,0.15183,0.06507,0.15183
11/13/2020,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,10,3,3,N/A,3,(36.00916847627218; -112.11956414794922),2,60,15,11,,NFDRS,,,"""Piles""","""Winds were primarily out of the S/SW. Once piles were ignited smoke rose to a few hundred feet above tree tops and drifted off to the N/NE. Piles were chunked multiple times throughout the burn period allowing them to consume to 95% or greater. Smoke was only visible in the immediate vicinity of the piles at the end of the burn period.""",,,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.2169,,,0.15183,0.06507,0.15183
3/12/2021,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,4,3,3,N/A,3,(36.028814833953795; -112.122224899292),2,60,15,12,,NFDRS,,,"""Piles""","""Winds were out of the SW. Smoke rose to a few hundred feet and drifted off to the NE. Piles were chunked multiple times allowing them to consume better. By the end of the burn period smoke was only in the immediate vicinity of the piles. No smoke impacts to highway 64. Piles received moisture during the burn period.
""",,,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.2169,,,0.15183,0.06507,0.15183
3/17/2021,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,5,3,3,N/A,3,(36.04277327365929; -112.10982019042969),5,15,10,15,,NFDRS,,,"""Piles""","""Very light smoke production during the overnight hours!""",,,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.2169,,,0.15183,0.06507,0.15183
10/27/2021,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,5,5,3,N/A,3,(35.99531589234151; -112.12175283050537),4,15,10,15,,NFDRS,,,"""Piles""","""During the overnight hours smoke remained within the vacinity of the the pile locatons; some light impacts to Hwy64 were observed this morning but no issues to visibillity.""","""The piles that were ignited from yesterdays operations burned farly quick and by 15:00 they were reduced to ash with light smoke being generated.""",,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.3615,,,0.25305,0.10845,0.25305
1/12/2022,National Park Service,Grand Canyon Park,GCP0303P,South Rim Piles,5,5,3,N/A,3,(36.004273480288255; -112.12209615325928),4,15,6,16,,NFDRS,5,,"""Piles""","""During the overnight hours smoke production was light with no impacts to the community of Tusayan and Grand Canyon Village.""",,,,,,,,,,,,,,,,,,20,6,0,Ponderosa Pine,75,Other,6,Clean,6,6,6,Logs < 10 Inches,0.3615,,,0.25305,0.10845,0.25305
4/15/2016,U.S. Forest Service,Bradshaw,PNF1104B,West Zone Crush,3,3,3,N/A,3,(34.49584646100072; -112.45202362060547),5,240,13,10,,NFDRS,3,1/2/2016,"""Rapid Mop-Up""","""1000 FT AGL heading to the notheast""","""mop up of entire unit""",Mixed Conifer/Shrub/Brush,A,,Black (Litter Type),1.5,0.5,1.5,0,0,0,0,0,5,0.5,0.1,0.1,,,,,,,,,,,,,0.32535,0,0.32535,0.032535,0.292815,0.032535
5/19/2016,U.S. Forest Service,Payson,TNF0401P,Payson Pits,3,3,3,N/A,3,(34.259345901028254; -111.19494876098633),10,600,7,11,,NFDRS,1,1/27/2016,"""Piles""","""Smoke was light and went down Green Valley Creek; Sycamore Creek and Ellison Creek.""","""Very light smoke at night. Pile burn that was short duration lighting long duration consumption.""",,,,,,,,,,,,,,,,,1,100,0,Other,65,Ponderosa Pine,1,Clean,75,10,75,Logs < 10 Inches,3.615,,,2.5305,1.0845,2.5305
8/3/2016,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,15,3,3,N/A,3,(34.53960965510609; -112.40742127990722),8,420,23,11,,NFDRS,0,3/1/2016,"""Piles""","""500AGL heading to the north""",,,,,,,,,,,,,,,,,,20,5,0,Other,100,Other,6,Clean,10,10,10,Logs < 10 Inches,0.18075,,,0.126525,0.054225,0.126525
8/20/2016,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,15,3,3,N/A,3,(34.53699365136984; -112.41248529052734),2,120,8,13,,NFDRS,0,3/1/2016,"""Piles""","""500 AGL heading to the East""",,,,,,,,,,,,,,,,,,10,8,5,Other,100,Other,6,Clean,10,10,10,Logs < 10 Inches,0.2892,,,0.20244,0.08676,0.20244
1/6/2017,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,10,3,3,N/A,3,(34.462367615085014; -112.40373056030273),5,180,9,24,,NFDRS,0,,"""Piles""","""500 FT heading to the west""",,,,,,,,,,,,,,,,,,40,15,0,Ponderosa Pine,100,Other,6,Clean,5,4,5,Logs < 10 Inches,0.54225,,,0.379575,0.162675,0.379575
1/13/2017,U.S. Forest Service,Lakeside,ASF0772P,Lakeside Piles,3,3,3,N/A,0,(34.19343416944894; -109.88637276048212),7,20,6,23,,Both,4,,"""Other""","""Smoke is settling into the Billy Creek drainage""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2017,U.S. Forest Service,Lakeside,ASF0772P,Lakeside Piles,10,10,3,N/A,0,(34.25340343004784; -109.75221401272711),8,60,35,28,,NFDRS,8,,"""Piles""","""Light smoke settled into the Vernon Community""","""Ignition stopped shortly after 1300 and burning piles were replied to allow consumption before nighttime hours.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2017,U.S. Forest Service,Tonto Basin,TNF0611P,Misc. Piles,3,3,3,N/A,3,(33.761; -111.23399999999998),2,40,6,25,,Both,7,,"""Piles""","""Isolated smoke from each individual pile. No plume was observed.""","""Each pile consumed quickly and no smoke was visible after  12:30 pm.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2017,U.S. Forest Service,Black Mesa,ASF0212P,Hilltop Piles,5,3,3,N/A,3,(34.43420568504312; -110.60914227714016),8,120,35,32,,Both,,,"""Piles""","""may settle into low lying areas. minimal smoke will be present""",,,,,,,,,,,,,,,,,,10,2.5,0,Ponderosa Pine,60,Other,6,Clean,4,4,4,Logs < 10 Inches,0.090375,,,0.0632625,0.0271125,0.0632625
5/10/2017,U.S. Forest Service,Payson,TNF0401P,Payson Pits,3,3,3,N/A,3,(34.25111658768673; -111.20027026367188),12,60,35,7,,NFDRS,1,,"""Piles""","""Smoke went down Shannon Gulch; Perley Creek; and Pocket Creek; Light whit smoke.""","""Smoke was light white smoke and dispersed well due to high winds aloft.""",,,,,,,,,,,,,,,,,1,100,0,Other,65,Ponderosa Pine,1,Clean,75,10,75,Logs < 10 Inches,3.615,,,2.5305,1.0845,2.5305
11/7/2017,U.S. Forest Service,Black Mesa,ASF206B,Rim Lakes Broadcast,1200,5,3,N/A,10,(34.36885044120348; -110.95473056030272),2,30,13,10,,NFDRS,,,"""Backing Fire; Mosaic / Jackpot Burning""","""Smoke moved to the Northeast due to the Southwest winds during the evening.  Very little smoke was produced.""","""We did not continue to burn after the test fire due to higher humidity's and not getting good results.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2018,U.S. Forest Service,Flagstaff (COF),COF0224P,Flagstaff RD Piles,10,10,3,N/A,3,(35.151892914571405; -111.65700307464601),6,30,35,29,,NFDRS,7,,"""Piles""","""Light local impacts""",,,,,,,,,,,,,,,,,,20,0.5,0,Ponderosa Pine,100,Ponderosa Pine,1,Clean,5,5,5,Logs < 10 Inches,0.06025,,,0.042175,0.018075,0.042175
10/29/2018,U.S. Forest Service,Flagstaff (COF),COF0244B,Ft. Valley,5,3,3,N/A,3,(35.26862421955811; -111.74338002793303),3,90,6,13,,NFDRS,6,,"""Pre-Burn Fuel Removal; Burn More Frequently; High moisture in large fuels""","""very little residual smoke was produced.  this was the 7th time the block was burned since 1994. no impacts to Hwy 180 or Baderville were observed.""",,Ponderosa,B,,Black (Litter Type),0.1,0.5,1,1.2,0.5,0,0.5,0,0,0,0,0,,,,,,,,,,,,,0.137370002,0,0.137370002,0.059069101,0.078300901,0.059069101
2/20/2019,U.S. Forest Service,Douglas,CNF113P,Douglas District Wide Piles,5,5,3,N/A,3,(31.937; -109.96100000000001),5,0,12,15,20,Both,1,2/20/2019,"""Piles""","""No plume""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2019,U.S. Forest Service,Douglas,CNF113P,Douglas District Wide Piles,5,5,3,N/A,3,(31.937; -109.96100000000001),4,0,15,21,29,Measured,1,1/31/2019,"""Piles""","""None""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2019,U.S. Forest Service,Mogollon ,COF0703P,Bly Pit,3,3,3,N/A,3,(34.674; -111.118),5,15,10,15,,NFDRS,,,"""Piles""","""some impacts to Hwy 87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2019,U.S. Forest Service,Mogollon ,COF0703P,Bly Pit,3,3,3,N/A,3,(34.674; -111.118),6,15,10,15,,NFDRS,,,"""Piles""","""Smoke settled locally; some impacts to State Highway 87""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2020,U.S. Forest Service,Tonto Basin,TNF0611P,Misc. Piles,4,4,3,N/A,3,(33.761; -111.23399999999998),4,30,6,24,,NFDRS,8,,"""Piles""","""Plume lifted up and to the NE. Majority of smoke quickly dispersed since it was a pile burn.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020,U.S. Forest Service,Tonto Basin,TNF0611P,Misc. Piles,3,3,3,N/A,3,(33.761; -111.23399999999998),4,15,6,10,,NFDRS,4,,"""Piles""","""Lifted and dispersed to the North East.""",,,,,,,,,,,,,,,,,,1,2,10,Other,50,Other,6,Clean,40,12,40,Logs < 10 Inches,0.0723,,,0.05061,0.02169,0.05061
2/2/2021,U.S. Forest Service,Cave Creek ,TNF0106P,Misc District Piles,3,3,3,N/A,3,(33.84865238880868; -111.63313354492188),4,15,11,18,,NFDRS,5,,"""Rapid Mop-Up; Concentrating Fuels; Piles""","""Minimal residual smoke; piles were allowed to completely consume; piles were chunked and mopped up after ignition.""",,,,,,,,,,,,,,,,,,20,3,0,Other,75,Other,6,Clean,6,5,10,Logs < 10 Inches,0.10845,,,0.075915,0.032535,0.075915
2/9/2021,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,30,3,3,N/A,3,(34.46456137050502; -112.43171136474609),10,120,4,16,,NFDRS,,,"""Piles""","""1000 FT AGL heading to the N""",,,,,,,,,,,,,,,,,,10,15,5,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,0.54225,,,0.379575,0.162675,0.379575
12/7/2021,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,20,3,3,N/A,3,(34.508742646251214; -112.50707070922851),10,300,6,10,,NFDRS,,,"""Piles""","""Smoke 2000 FT AGL heading to the west""",,,,,,,,,,,,,,,,,,10,15,0,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,0.54225,,,0.379575,0.162675,0.379575
12/8/2021,U.S. Forest Service,Bradshaw,PNF0337P,West Zone Piles,20,3,3,N/A,3,(34.508990193531; -112.51273553466797),12,300,13,12,,NFDRS,,,"""Piles""","""2000 FT AGL headed to the north""",,,,,,,,,,,,,,,,,,10,15,0,Ponderosa Pine,80,Other,6,Clean,10,10,10,Logs < 10 Inches,0.54225,,,0.379575,0.162675,0.379575
2/24/2022,U.S. Forest Service,Flagstaff (COF),COF0224P,Flagstaff RD Piles,3,3,3,N/A,3,(35.28407014650849; -111.72098985290529),3,20,35,27,,Both,,,"""Piles""","""Very little smoke after flame out phase.  light smoke settled at 180/Snowbowl Road area""",,,,,,,,,,,,,,,,,,10,20,0,Ponderosa Pine,100,Other,6,Clean,10,10,10,Ponderosa Pine < 10 Inches,0.723,,,0.5061,0.2169,0.5061
1/11/2023,U.S. Forest Service,Payson,TNF0401P,Payson Pits,5,3,3,N/A,3,(34.26505002944025; -111.26304321289064),5,45,8,22,,NFDRS,,,"""Piles""","""smoke dispersed poorly due to lack of wind.  """,,,,,,,,,,,,,,,,,,1,100,0,Other,65,Ponderosa Pine,1,Clean,75,10,75,Ponderosa Pine < 10 Inches,3.615,,,2.5305,1.0845,2.5305
1/25/2023,U.S. Forest Service,Nogales,CNF214P,Cave Creek Piles,25,5,3,N/A,3,(31.715; -110.764),6,180,10,16-20,N/A,NFDRS,,,"""Piles""","""Light smoke production.  Lifted and dispersed (generally) to the south.""",,,,,,,,,,,,,,,,,,10,0.25,10,Other,50,Other,6,Dirty,5,3,5,Logs < 10 Inches,0.0150625,,,0.01054375,0.00451875,0.01054375
4/14/2023,U.S. Forest Service,Bradshaw,PNF2005B,Bradshaw Landscape,10,3,3,N/A,3,(34.49003460714181; -112.4518840789795),3,180,11,14,,Both,,,"""Backing Fire; Mosaic / Jackpot Burning""","""Diurnal plume went 1000 ft AGL to the North. Dissipated and cleared quickly with good ventilation. ""","""Basin Ops RX """,Ponderosa/Grass,C,,Black (Litter Type),0.5,1,1,1,1,1,0.25,0.5,0.5,0.25,1,0.25,,,,,,,,,,,,,0.25305,0,0.25305,0.1138725,0.1391775,0.1138725
8/18/2023,U.S. Forest Service,Mogollon ,COF738P,Misc Piles Mogollon Rim,2.5,3,3,N/A,3,(34.6672; -111.109),8,30,18,18,,Both,0,,"""Piles""","""Expect smoke to settle in low lying areas near the pit.  Possibly in Jack's Canyon.""",,,,,,,,,,,,,,,,,,2,25,5,Ponderosa Pine,100,Aspen,4,Clean,20,10,20,Ponderosa Pine < 10 Inches,0.90375,,,0.632625,0.271125,0.632625
9/12/2023,U.S. Forest Service,Mogollon ,COF738P,Misc Piles Mogollon Rim,3,3,3,N/A,3,(34.6665; -111.1098),8,30,13,17,,Both,,,"""Piles""","""Smoke rose to the Northeast with slight impacts to highway 87.  Smoke settled in low lying areas near the burn overnight.""",,,,,,,,,,,,,,,,,,5,0.5,0,Ponderosa Pine,80,Other,6,Clean,10,10,10,Ponderosa Pine < 10 Inches,0.018075,,,0.0126525,0.0054225,0.0126525
11/1/2023,U.S. Forest Service,Flagstaff (COF),COF802B,Flagstaff WUI,3,3,3,N/A,3,(35.26884788478633; -111.74197845458986),4,1,11,14,7,Both,,,"""Burn More Frequently; Backing Fire; Maintain fire line intensity""","""Smoke overnight settled in Baderville and volunteer wash as well as local low areas in the immediate vicinity.  No impacts to I40 or HWY 180.""",,Ponderosa,C,,Black (Litter Type),0.2,0.5,1.25,3.5,10,3,0.5,0.5,1,1.7,0.75,1.25,,,,,,,,,,,,,0.800722502,0,0.800722502,0.360325126,0.440397376,0.360325126
2/21/2018,Arizona Department of Forestry and Fire Management,Northeast District,A2S1602P,Northeast District Programmatic Piles,10,10,4,N/A,4,(34.277653021287925; -109.81999475097655),6,2,80,30,85,Measured,1,2/19/2018,"""Windrow Burning; Piles""","""None""",,,,,,,,,,,,,,,,,,20,6,10,Other,85,Other,6,Dirty,6,6,6,Logs < 10 Inches,0.723,,,0.5061,0.2169,0.5061
2/28/2018,Arizona Department of Forestry and Fire Management,Northeast District,A2S1602P,Northeast District Programmatic Piles,10,4,4,N/A,4,(34.30545041144577; -109.61606103515623),5,3,85,45,85,Both,2,2/27/2018,"""Piles""","""None""",,,,,,,,,,,,,,,,,,20,4,0,Other,0,Other,6,Clean,6,6,6,Logs < 10 Inches,0.1928,,,0.13496,0.05784,0.13496
2/29/2016,Arizona Department of Transportation (ADOT),Arizona (ADOT),ADOT1209B,Arizona Department of Transportation hwy 89-A houserock valley,15,15,4,N/A,4,(36.707; -111.78300000000001),5,15,0,0,0,Both,,,"""Burn Before Green Up; Burn before large activity fuels cure; Burn More Frequently; Maintain fire line intensity""","""white smoke dissipated quickly""","""n/a""",Grass,A,,Black (Litter Type),0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,0.3615,0.2651,0.0964,0.044344,0.052056,0.309444
