BurnName,ShortPermitNum,AgencyGroup,AgencyID,AdministrativeUnit,PileBcst,Acres Max Permitted ,Piles Max Permitted,Lat,Lon,Actual Acres Burned,Act Pile Vol Consumed,ActPiles,PileActVolume,PilePctCons
North Divide Piles,35,USFS,PSF,Pike/San Isabel National Forests,p,,5000,39.03,-105.17,,125565.44,154,896,91
Ranch of the Rockies,67,USFS,PSF,Pike/San Isabel National Forests,p,,10,38.87,-105.93,,0,,,
Messenger 2,68,USFS,PSF,Pike/San Isabel National Forests,p,,3000,38.96,-105.45,,330645,1175,335,84
Road 251A Fuelwood,69,USFS,PSF,Pike/San Isabel National Forests,p,,850,38.97,-105.42,,53200,160,350,95
Sledgehammer 4 / Howard 1,70,USFS,PSF,Pike/San Isabel National Forests,p,,606,38.93,-105.33,,0,,,
Cree Creek,81,USFS,PSF,Pike/San Isabel National Forests,p,,600,38.55,-106.23,,59194.5,310,201,95
Caylor,184,USFS,PSF,Pike/San Isabel National Forests,b,330,,38.95,-105.46,,0,,,
O'Brian P104,185,USFS,PSF,Pike/San Isabel National Forests,b,1500,,38.89,-105.38,,0,,,
Road Gulch P1/P2,186,USFS,PSF,Pike/San Isabel National Forests,b,375,,38.90,-105.42,,0,,,
Wagon Tongue P1-3,187,USFS,PSF,Pike/San Isabel National Forests,b,840,,38.92,-105.40,845,0,,,
o'Haver,217,USFS,PSF,Pike/San Isabel National Forests,b,500,,38.44,-106.14,380,0,,,
Black Mountain Broadcast,238,USFS,PSF,Pike/San Isabel National Forests,b,1900,,37.94,-105.22,1647,0,,,
"Wilson 1, 5, 7, 10",239,USFS,PSF,Pike/San Isabel National Forests,b,450,,38.93,-105.34,120,0,,,
Alvarado,241,USFS,PSF,Pike/San Isabel National Forests,p,,20,38.08,-105.57,,1425,6,250,95
Blue Lake Timber Sale,242,USFS,PSF,Pike/San Isabel National Forests,p,,25,37.90,-105.04,,37561.5,9,4910,85
Four Elk Broadcast,244,USFS,PSF,Pike/San Isabel National Forests,b,200,,38.93,-106.21,120,0,,,
Duckett,249,USFS,PSF,Pike/San Isabel National Forests,p,,50,38.26,-105.66,,5400,30,200,90
12 Miles,250,USFS,PSF,Pike/San Isabel National Forests,p,,240,38.01,-105.02,,106470,195,600,91
Black Mountain Piles,253,USFS,PSF,Pike/San Isabel National Forests,p,,500,37.90,-105.24,,55192.5,275,223,90
Shavano,258,USFS,PSF,Pike/San Isabel National Forests,b,750,,37.32,-107.17,195,0,,,
Limestone Ridge,270,USFS,PSF,Pike/San Isabel National Forests,b,275,,38.85,-106.01,,0,,,
Trout Creek,288,USFS,PSF,Pike/San Isabel National Forests,b,1500,,39.12,-105.06,172,0,,,
Spruce Creek,296,USFS,PSF,Pike/San Isabel National Forests,p,,400,38.47,-106.16,,43918.5,230,201,95
Forebay,303,USFS,PSF,Pike/San Isabel National Forests,p,,650,39.10,-106.37,,0,,,
Placer Loop,304,USFS,PSF,Pike/San Isabel National Forests,p,,40,38.60,-106.18,,0,,,
Morrison Creek Piles,305,USFS,PSF,Pike/San Isabel National Forests,p,,500,39.03,-106.22,,0,,,
Campground/Historical Sites,312,USFS,PSF,Pike/San Isabel National Forests,p,,100,38.54,-106.30,,12602.7,66,201,95
McIntyre,101,USFS,RGF,Rio Grande National Forest,p,,25,38.19,-106.09,,27111.6,17,1772,90
Mill Creek,102,USFS,RGF,Rio Grande National Forest,p,,30,38.03,-106.32,,23313,5,4908,95
Lost Poplar,115,USFS,RGF,Rio Grande National Forest,p,,1,37.61,-106.57,,2827.8,1,3142,90
Wolf Beetle,127,USFS,RGF,Rio Grande National Forest,p,,110,37.04,-106.49,,140101.78,98,1571,91
Buffalo Pass,128,USFS,RGF,Rio Grande National Forest,b,1500,,38.18,-106.50,1034,0,,,
Alamaditas,129,USFS,RGF,Rio Grande National Forest,b,900,,37.12,-106.26,,0,,,
November,130,USFS,RGF,Rio Grande National Forest,b,150,,37.09,-106.28,,0,,,
English Valley,131,USFS,RGF,Rio Grande National Forest,b,900,,37.75,-106.34,5,0,,,
Blue Creek,132,USFS,RGF,Rio Grande National Forest,b,300,,37.78,-106.80,40,0,,,
Alpine Pile and Beaver Creek Piles,243,USFS,RGF,Rio Grande National Forest,p,,1,37.61,-106.68,,0,,,
Creede Area Hand Piles,245,USFS,RGF,Rio Grande National Forest,p,,78,37.78,-107.21,,6568.68,38,201,86
La Besouro,246,USFS,RGF,Rio Grande National Forest,p,,21,37.48,-106.48,,513000,9,60000,95
"Conejos Canyon Units 2, 16",299,USFS,RGF,Rio Grande National Forest,p,,1700,37.07,-106.22,,0,,,
Green Ridge,118,USFS,RTF,Routt National Forest,p,,50,40.31,-106.12,,161173.2,24,7069,95
Gore Pass Admin,122,USFS,RTF,Routt National Forest,p,,100,40.06,-106.58,,0,,,
Bear River,123,USFS,RTF,Routt National Forest,p,,40,40.08,-106.99,,0,,,
Hwy 134 Piles,124,USFS,RTF,Routt National Forest,p,,4300,40.14,-106.58,,280535.95,47,6283,95
Indian Run,125,USFS,RTF,Routt National Forest,b,1100,,40.24,-107.39,30,0,,,
Morrison Creek,126,USFS,RTF,Routt National Forest,p,,300,40.23,-106.83,,2850,10,300,95
Seedhouse Broadcast,213,USFS,RTF,Routt National Forest,b,1155,,40.17,-106.79,60,0,,,
Big Creek,216,USFS,RTF,Routt National Forest,b,500,,40.77,-106.56,125,0,,,
Big Creek,216,USFS,RTF,Routt National Forest,b,500,,40.77,-106.56,125,0,,,
Elk River,294,USFS,RTF,Routt National Forest,p,,100,40.75,-106.61,,81918,82,1110,90
Sand Mountain Pile Burn,295,USFS,RTF,Routt National Forest,p,,365,40.76,-106.96,,0,,,
Grouse Mountain Piles,297,USFS,RTF,Routt National Forest,p,,300,40.16,-106.13,,144194,40,4241,85
Owl Mountain South,300,USFS,RTF,Routt National Forest,p,,50,40.42,-106.03,,12790.8,34,396,95
Grizzly Norath Piles,316,USFS,RTF,Routt National Forest,p,,15,40.59,-106.60,,20992.95,5,4241,99
Electra Lakes (Sauls Creek Piles),24,USFS,SJF,San Juan National Forest,p,,300,37.54,-107.78,,12000,60,200,100
Saul's Creek,50,USFS,SJF,San Juan National Forest,b,2500,,37.30,-107.53,1732,0,,,
Horsefly,104,USFS,SJF,San Juan National Forest,b,1400,,37.30,-107.33,100,0,,,
Turkey Springs,105,USFS,SJF,San Juan National Forest,p,,1200,37.32,-107.17,,11515,250,49,94
Guard Station Piles,141,USFS,SJF,San Juan National Forest,p,,30,37.72,-108.69,,22464,52,720,60
Chicken Creek,142,USFS,SJF,San Juan National Forest,p,,1500,37.45,-108.31,,54270,300,201,90
Devil Creek 2,150,USFS,SJF,San Juan National Forest,b,2150,,37.32,-107.18,97,0,,,
Chimney Rock,152,USFS,SJF,San Juan National Forest,b,840,,37.18,-107.29,218,0,,,
Ferris East,172,USFS,SJF,San Juan National Forest,b,136,,37.67,-108.62,,0,,,
South Carver,206,USFS,SJF,San Juan National Forest,b,1661,,37.47,-108.34,,0,,,
Little Bear,207,USFS,SJF,San Juan National Forest,b,25,,37.43,-108.31,,0,,,
Guard Station Broadcast,209,USFS,SJF,San Juan National Forest,b,1500,,37.74,-108.70,,0,,,
Brockover,212,USFS,SJF,San Juan National Forest,b,1500,,37.33,-107.17,187,0,,,
Turkey Knoll,273,USFS,SJF,San Juan National Forest,p,,20,37.51,-108.21,,0,,,
Upper Lost Piles,274,USFS,SJF,San Juan National Forest,p,,150,37.54,-108.23,,58824,129,570,80
Rock Springs Piles,275,USFS,SJF,San Juan National Forest,p,,1700,37.49,-108.38,,247500,1100,250,90
Tripp Gulch,276,USFS,SJF,San Juan National Forest,p,,250,37.40,-107.85,,0,,,
Rito Blanco Piles,314,USFS,SJF,San Juan National Forest,p,,25,37.26,-106.90,,0,,,
Salt Lick,52,USFS,WRF,White River National Forest,p,,5,39.60,-106.08,,0,,,
Harrigan Meadows,53,USFS,WRF,White River National Forest,p,,30,39.75,-106.14,,0,,,
Highway 6 - Montezuma,54,USFS,WRF,White River National Forest,p,,20,39.61,-105.94,,0,,,
Keystone Ranch,55,USFS,WRF,White River National Forest,p,,175,39.58,-105.97,,0,,,
Prospect,56,USFS,WRF,White River National Forest,p,,40,39.60,-106.03,,0,,,
Breckenridge East,57,USFS,WRF,White River National Forest,p,,1700,39.50,-106.03,,0,,,
Breckenridge West,58,USFS,WRF,White River National Forest,p,,1000,39.50,-106.05,,73725.75,525,151,93
Aldrich Lakes,137,USFS,WRF,White River National Forest,b,2500,,40.25,-107.50,,0,,,
Filoha Meadows WUI,138,USFS,WRF,White River National Forest,p,,250,39.20,-107.22,,0,,,
Ute Creek WRF,139,USFS,WRF,White River National Forest,p,,2,40.02,-107.49,,357.2,2,188,95
Battlements WRF,176,USFS,WRF,White River National Forest,b,2500,,39.34,-108.03,850,0,,,
Roaring Fork,210,USFS,WRF,White River National Forest,b,600,,39.46,-107.05,282,0,,,
Trapper's Lake Piles,231,USFS,WRF,White River National Forest,p,,10,39.99,-107.23,,0,,,
Benedict Hut Piles,259,USFS,WRF,White River National Forest,p,,20,39.18,-106.75,,0,,,
Baylor,289,USFS,WRF,White River National Forest,p,,40,39.31,-107.40,,59113.6,16,3770,98
Tigiwon,317,USFS,WRF,White River National Forest,p,,125,39.55,-106.41,,0,,,
Frey Gulch,319,USFS,WRF,White River National Forest,p,,30,39.61,-105.97,,44764,20,2356,95
Breckenridge Hand 2013,322,USFS,WRF,White River National Forest,p,,11000,39.55,-106.04,,0,,,
San Luis Valley Refuges,156,USFWS,ALR,Alamosa National Wildlife Refuge,p,,2,37.87,-105.76,,3856.82,11,373,94
Leadville National Fish Hatchery,164,USFWS,ALR,Alamosa National Wildlife Refuge,p,,2,39.22,-106.39,,176.4,1,196,90
Hampton,178,USFWS,ARR,Arapaho National Wildlife Refuge,b,300,,40.69,-106.27,150,0,,,
Home,179,USFWS,ARR,Arapaho National Wildlife Refuge,b,150,,40.71,-106.28,,0,,,
Deadman Willow,66,USFWS,BAR,Baca National Wildlife Refuge,b,1800,,37.93,-105.77,500,0,,,
Spitzie,191,USFWS,BPR,Browns Park National Wildlife Refuge,b,140,,40.82,-108.96,65,0,,,
Arsenal Piles,74,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,p,,200,39.86,-104.87,,9862.38,17,586,99
