BurnID,BurnName,Burn Type,Latitude,Longitude,AgencyOrCompany,TotalArea,TotalPileVolume,Burned?,Date1,Date2,Date3,Date4,Date5,Date6,Date7,LAT_PERMIT,LON_PERMIT
1850,North End Rx – Units 3 & 4,SMP-II,44.66,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,175,,,,,,,,,,44.66,-104.35
2088,North End Rx,SMP-II,44.66,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,175,,,,,,,,,,44.66,-104.35
1419,Woodrock Clear-cut Units 12 & 14,SMP-II,44.65472222,-107.4719444,USDA-USFS-Bighorn NF-Tongue RD,58,,,,,,,,,,44.65472222,-107.4719444
3773,Beaver Creek South,SMP-II,44.65,-107.68,,7142,,,,,,,,,,44.65,-107.68
1812,Prospect/Cedar,SMP-II,44.65,-107.52,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.65,-107.52
1997,Prospect/Cedar 1 & 2,SMP-II,44.65,-107.52,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.65,-107.52
3119,Beaver Creek South,SMP-II,44.65,-107.68,USDA-USFS-Shoshone NF-Greybull RD,7142,,,,,,,,,,44.65,-107.68
3184,Prospect/Cedar,SMP-II,44.65,-107.52,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.65,-107.52
3341,Prospect/Cedar,SMP-II,44.65,-107.52,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.65,-107.52
3497,Beaver Creek South,SMP-II,44.65,-107.68,,7142,,,,,,,,,,44.65,-107.68
3503,Prospect/Cedar,SMP-II,44.65,-107.52,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.65,-107.52
3627,Beaver Creek South,SMP-II,44.65,-107.68,USDA-USFS-Shoshone NF-Greybull RD,7142,,,,,,,,,,44.65,-107.68
800,Prospect/Cedar,SMP-II,44.64944444,-107.5152778,USDA-USFS-Big Horn NF-Tongue RD,1400,,,,,,,,,,44.64944444,-107.5152778
1136,Prospect/Cedar,SMP-II,44.64944444,-107.5152778,USDA-USFS-Big Horn NF-Tongue RD,1400,,,,,,,,,,44.64944444,-107.5152778
1418,Prospect/Cedar,SMP-II,44.64944444,-107.5152778,USDA-USFS-Bighorn NF-Tongue RD,1400,,,,,,,,,,44.64944444,-107.5152778
1552,Beaver Creek South,SMP-II,44.6478,-107.6874,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,8115,,Burned,24-Sep-14,,,,,,,44.6478,-107.6874
700,Woodrock Piles,SMP-II,44.64666667,-107.4491667,USDA-USFS-Big Horn NF-Sheridan RD,6,7000,Burned,18-Nov-10,,,,,,,44.64666667,-107.4491667
1753,Pappy’s Pasture Unit 1&2,SMP-II,44.64,-105.33,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,450,,Burned,3/10/2015,,,,,,,44.64,-105.33
1171,Beaver Creek South 2012,SMP-II,44.6371,-107.6874,USDA-USFS-Big Horn NF-Lovell RD,8265,,,,,,,,,,44.6371,-107.6874
1368,Beaver Creek South,SMP-II,44.6371,-107.6874,USDA-USFS-Big Horn NF-Medicine Wheel/Paintrock RD,8265,,Burned,21-Sep-13,24-Sep-13,,,,,,44.6371,-107.6874
1497,Pappy's Pasture Unit 1 & 2,SMP-II,44.63666667,-105.33,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,400,,,,,,,,,,44.63666667,-105.33
743,Pappy's Pasture,SMP-II,44.63666667,-105.3347222,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,200,,,,,,,,,,44.63666667,-105.3347222
535,Pappy's Pasture,SMP-II,44.63666667,-105.3347222,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,200,,,,,,,,,,44.63666667,-105.3347222
1381,Pappy's Pasture,SMP-II,44.63666667,-105.3347222,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,200,,Burned,14-Mar-13,,,,,,,44.63666667,-105.3347222
3772,Clay Spur RX,SMP-II,44.63,-105.32,,,,,,,,,,,,44.63,-105.32
3609,Pappy's Pasture RX,SMP-II,44.63,-105.32,,,,,,,,,,,,44.63,-105.32
3655,Clay Spur RX,SMP-II,44.63,-105.32,USDA-USFS-Medicine Bow-Routt NF & Thunder Basin NG-Douglas RD,,,,,,,,,,,44.63,-105.32
802,Bear Gulch Piles,SMP-II,44.62888889,-107.1386111,USDA-USFS-Big Horn NF-Sheridan RD,5,7000,Burned,1-Dec-09,,,,,,,44.62888889,-107.1386111
1226,Bosin Rock Hand Piles,SMP-II,44.62305556,-107.1175,USDA-USFS-Big Horn NF-Tongue RD,41,16493,Burned,10-Dec-12,12-Dec-12,,,,,,44.62305556,-107.1175
3219,Poverty Hand Piles,SMP-II,44.62,-107.13,USDA-USFS-Bighorn NF-Tongue RD,67,33929,Burned,11/7/2017,,,,,,,44.62,-107.13
1228,TeePee Hand Piles,SMP-II,44.61861111,-107.1275,USDA-USFS-Big Horn NF-Tongue RD,13,4241,Burned,11-Dec-12,,,,,,,44.61861111,-107.1275
1225,Black Tooth Hand Piles,SMP-II,44.61833333,-107.1036111,USDA-USFS-Big Horn NF-Tongue RD,13,13195,Burned,7-Dec-12,10-Dec-12,,,,,,44.61833333,-107.1036111
922,Poverty Flats Piles,SMP-II,44.6175,-107.0952778,USDA-USFS-Big Horn NF-Tongue RD,10,22500,Burned,18-Oct-11,1-Nov-11,,,,,,44.6175,-107.0952778
1463,Antelope Butte Piles,SMP-II,44.6134167,-107.5090556,USDA - USFS - BHNF,12,331375,,,,,,,,,44.6134167,-107.5090556
1636,Antelope Butte Piles,SMP-II,44.6134167,-107.5090556,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,,34900,Burned,18-Nov-14,20-Nov-14,19-Nov-14,,,,,44.6134167,-107.5090556
936,Antelope Butte Piles,SMP-II,44.61341667,-107.5090556,USDA-USFS-Big Horn NF-Lovell RD,3,12500,Burned,16-Nov-11,17-Nov-11,18-Nov-11,,,,,44.61341667,-107.5090556
1235,Antelope Butte Piles,SMP-II,44.61341667,-107.5090556,USDA-USFS-Big Horn NF-Lovell RD,3,129886,Burned,13-Nov-12,14-Nov-12,11-Dec-12,12-Dec-12,13-Dec-12,,,44.61341667,-107.5090556
1848,Schoolmarm Rx,SMP-II,44.61,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.61,-104.35
1975,Big Goose Rec. Residence,SMP-II,44.61,-107.21,USDA-USFS-Bighorn NF-Tongue RD,,2121,Burned,2/3/2016,,,,,,,44.61,-107.21
2089,Schoolmarm RX,SMP-II,44.61,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.61,-104.35
3181,Schoolmarm Rx,SMP-II,44.61,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,72,,,,,,,,,,44.61,-104.35
913,Schoolmarm,SMP-II,44.60985583,-104.3538278,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.60985583,-104.3538278
1238,Schoolmarm Rx,SMP-II,44.60985583,-104.3538278,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.60985583,-104.3538278
1457,Schoolmarm Rx,SMP-II,44.60985583,-104.3538278,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.60985583,-104.3538278
1571,Schoolmarm Rx,SMP-II,44.60985583,-104.3538278,USDA-USFS-Black Hills NF-Bearlodge RD,63,,,,,,,,,,44.60985583,-104.3538278
1974,Dome,SMP-II,44.6,-107.28,USDA-USFS-Bighorn NF-Tongue RD,,170117,Burned,2/1/2016,,,,,,,44.6,-107.28
1977,Swamp,SMP-II,44.6,-107.14,USDA-USFS-Bighorn NF-Tongue RD,,377180,Burned,2/1/2016,,,,,,,44.6,-107.14
3801,Big Goose WUI Hand Piles,SMP-II,44.6,-107.2,,,322451,Burned,1/27/2021,1/28/2021,2/1/2021,2/2/2021,2/4/2021,3/3/2021,,44.6,-107.2
678,Red Beds,SMP-II,44.5975,-104.7027778,USDI-NPS-Wind Cave NP,200,,Burned,14-Oct-10,14-Oct-10,,,,,,44.5975,-104.7027778
798,"Swamp Timber Sale Units 21-23, 28, 29A, 30",SMP-II,44.59722222,-107.1494444,USDA-USFS-Big Horn NF-Tongue RD,406,,,,,,,,,,44.59722222,-107.1494444
1111,DETO Piles,SMP-II,44.59166667,-104.7147222,USDI-NPS-Devils Tower National Monument,,86000,,,,,,,,,44.59166667,-104.7147222
1227,Swamp Creek Timber Sale Hand Piles,SMP-II,44.59138889,-107.1619444,USDA-USFS-Big Horn NF-Tongue RD,25,5186,Burned,27-Nov-12,28-Nov-12,29-Nov-12,,,,,44.59138889,-107.1619444
1138,Belle Fourche,SMP-II,44.59055556,-104.7147222,USDI-NPS-Wind Cave NP-Northern Great Plains Fire Management,340,,,,,,,,,,44.59055556,-104.7147222
1412,Belle Fource,SMP-II,44.59055556,-104.7147222,USDI-NPS-Northern Great Plains Fire Management,340,,,,,,,,,,44.59055556,-104.7147222
3012,Graham RX,SMP-II,44.59,-104.72,National Park Service,114,,Burned,10/24/2016,10/24/2016,,,,,,44.59,-104.72
3154,Entrance RX,SMP-II,44.59,-104.7,National Park Service,85,,Burned,4/20/2017,,,,,,,44.59,-104.7
3198,North Terrace RX,SMP-II,44.59,-104.72,NPS- Devils Tower,171,,Burned,10/17/2017,,,,,,,44.59,-104.72
3621,Babione,SMP-II,44.59,-107.25,USDA-USFS-Bighorn NF-Tongue RD,,1179275,Burned,1/27/2020,,,,,,,44.59,-107.25
929,North Bearlodge Machine Piles,SMP-II,44.58938694,-104.37634,USDA-USFS-Black Hills NF-Bearlodge Ranger District,,5000,Burned,25-Oct-11,2-Nov-11,15-Nov-11,16-Nov-11,17-Nov-11,6-Dec-11,7-Dec-11,44.58938694,-104.37634
762,West Slope Habitat Enhancement Prescribed Burn,SMP-II,44.5858096,-107.7113029,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),350,,Burned,25-Mar-11,26-Mar-11,4-Apr-11,5-Apr-11,6-Apr-11,11-Apr-11,13-Apr-11,44.5858096,-107.7113029
3874,Rattlesnake Piles,SMP-II,44.58,-109.28,,36,,Burned,12/7/2021,,,,,,,44.58,-109.28
3218,Lamburger Hand Piles,SMP-II,44.58,-107.17,USDA-USFS-Bighorn NF-Tongue RD,40,16493,Burned,11/6/2017,,,,,,,44.58,-107.17
3803,Babione,SMP-II,44.58,-107.25,USDA-USFS-Bighorn NF-Tongue RD,,,Burned,3/3/2021,,,,,,,44.58,-107.25
685,Sleez Rx,SMP-II,44.5745264,-104.4171605,USDA-USFS-Black Hills NF-Bearlodge RD,950,,Burned,7-Oct-10,7-Oct-10,7-Oct-10,,,,,44.5745264,-104.4171605
1572,"Sleez Rx - Units 25, 26, 27, and 35",SMP-II,44.5745264,-104.4171605,USDA-USFS-Black Hills NF-Bearlodge RD,395,,Burned,26-Aug-14,,,,,,,44.5745264,-104.4171605
1394,West Slope Riparian Prescribed Burn,SMP-II,44.5712065,-107.832416,USDI-BLM-Wind River/Bighorn Basin District (Cody Field Office),25,,,,,,,,,,44.5712065,-107.832416
1085,West Slope Habitat Enhancement Prescribed Burn,SMP-II,44.5709868,-108.0765048,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),350,,Burned,21-Mar-12,22-Mar-12,23-Mar-12,28-Mar-12,29-Mar-12,30-Mar-12,3-Apr-12,44.5709868,-108.0765048
765,Bench,SMP-II,44.56111111,-107.5413889,USDA-USFS-Big Horn NF-Lovell RD,1160,,Burned,12-Jul-11,,,,,,,44.56111111,-107.5413889
1065,Bench Rx,SMP-II,44.56111111,-107.5413889,USDA-USFS-Big Horn NF-Lovell RD,1160,,Burned,9-May-12,,,,,,,44.56111111,-107.5413889
1567,Rattlesnake Mountain Pile Burn,SMP-II,44.5574668,-109.3109165,USDI-BLM-Cody Field Office,10,,Burned,19-Nov-14,20-Nov-14,,,,,,44.5574668,-109.3109165
1084,West Slope Riparian Prescribed Burn,SMP-II,44.5565602,-107.8122905,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),110,,,,,,,,,,44.5565602,-107.8122905
615,Bench,SMP-II,44.55633333,-107.5588333,USDA-USFS-Big Horn NF-Greybull RD,1200,2006550,,,,,,,,,44.55633333,-107.5588333
1799,Shell Piles,SMP-II,44.55,-107.5,USDA-USFS-Bighorn NF,5,41272,Burned,11/24/2015,,,,,,,44.55,-107.5
1976,Spear-O-WigWam,SMP-II,44.55,-107.21,USDA-USFS-Bighorn NF-Tongue RD,,29452,Burned,10/19/2016,11/30/2016,,,,,,44.55,-107.21
3122,Shell Piles,SMP-II,44.55,-107.5,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,0,5000,,,,,,,,,44.55,-107.5
1234,Shell Piles,SMP-II,44.547275,-107.5023861,USDA-USFS-Big Horn NF-Lovell RD,5,64530,Burned,13-Nov-12,14-Nov-12,3-Dec-12,4-Dec-12,5-Dec-12,6-Dec-12,7-Dec-12,44.547275,-107.5023861
1462,Shell Piles,SMP-II,44.547275,-107.502386,USDA - USFS - BHNF,10,286252,,,,,,,,,44.547275,-107.502386
1637,Shell Piles,SMP-II,44.547275,-107.5023861,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,,41272,,,,,,,,,44.547275,-107.5023861
1703,Lake Slash Pile,SMP-II,44.5450667,-110.4244167,USDI-NPS-Yellowstone NP,1,15000,Burned,11-Dec-14,,,,,,,44.5450667,-110.4244167
935,Pussy Foot Piles,SMP-II,44.54058333,-107.50375,USDA-USFS-Big Horn NF-Lovell RD,5,12690,Burned,31-Oct-11,1-Nov-11,,,,,,44.54058333,-107.50375
2006,Dean Machine Piles 2016,SMP-II,44.53,-104.35,USDA-USFS-Black Hills NF-Bearlodge RD,,860000,,,,,,,,,44.53,-104.35
3307,Burner 1Pile Disposal,SMP-II,44.53,-104.32,USDA-USFS-Black Hills NF-Bearlodge RD,100,15708,Burned,2/21/2018,,,,,,,44.53,-104.32
3239,Little Fawn Pile Disposal,SMP-II,44.52,-104.38,USDA-USFS-Black Hills NF-Bearlodge RD,300,15708,Burned,12/4/2017,12/7/2017,,,,,,44.52,-104.38
703,North Fork 2011 Piles,SMP-II,44.51388889,-109.9713889,USDA-USFS-Shoshone NF-Wapiti RD,,75000,Burned,29-Nov-10,30-Nov-10,1-Dec-10,21-Dec-10,22-Dec-10,13-Jan-11,,44.51388889,-109.9713889
640,Pahaska Cabin Group 2010,SMP-II,44.50305556,-109.9580556,USDA-USFS-Shoshone NF-Wapiti RD,18,21000,Burned,14-Dec-09,15-Dec-09,,,,,,44.50305556,-109.9580556
3071,Warren Peak,SMP-II,44.5,-104.43,Wyoming State Forestry Division,,3245949,,,,,,,,,44.5,-104.43
639,Grinnell Creek 2010,SMP-II,44.49583333,-109.9325,USDA-USFS-Shoshone NF-Wapiti RD,13,25014,Burned,2-Feb-10,,,,,,,44.49583333,-109.9325
1051,Warren Peak Pile Burning,SMP-II,44.49272167,-104.4270525,Wyoming State Forestry Division,634,636140,,,,,,,,,44.49272167,-104.4270525
1562,Warren Peak,SMP-II,44.492,-104.427,Wyoming State Forestry Division,640,1500000,,,,,,,,,44.492,-104.427
594,Sleeping Giant Ski Area TS (Amended 10/26/09),SMP-II,44.4918678,-109.9462202,USDA-USFS-Shoshone NF-Wapiti RD,100,1101769,Burned,24-Nov-08,16-Dec-08,17-Dec-08,23-Dec-08,,,,44.4918678,-109.9462202
945,Sleeping Giant Ski Area 2012,SMP-II,44.49027778,-109.9461111,USDA-USFS-Shoshone NF-Cody RD,32,40800,Burned,1-Nov-11,,,,,,,44.49027778,-109.9461111
1246,Greybull Pile Burn 2012,SMP-II,44.4894,-108.0505,Big Horn County Firewise,36,14400,,,,,,,,,44.4894,-108.0505
1676,Sleeping Giant,SMP-II,44.488942,-109.949843,USDA-USFS Shoshone National Forest,19,34690,Burned,13-Nov-14,,,,,,,44.488942,-109.949843
921,Sleez Rx,SMP-II,44.4871042,-104.4176238,USDA-USFS-Black Hills NF-Bearlodge RD,950,,,,,,,,,,44.4871042,-104.4176238
1232,Sundance Rx,SMP-II,44.4871042,-104.4176238,USDA-USFS-Black Hills NF-Bearlodge RD,1359,,,,,,,,,,44.4871042,-104.4176238
1239,Sleeze Rx,SMP-II,44.4871042,-104.4176238,USDA-USFS-Black Hills NF-Bearlodge RD,950,,,,,,,,,,44.4871042,-104.4176238
1456,"Sleez Rx - Units 25, 26, 27, and 35",SMP-II,44.4871042,-104.4176238,USDA-USFS-Black Hills NF-Bearlodge RD,395,,,,,,,,,,44.4871042,-104.4176238
539,East Entrance,SMP-II,44.48666667,-110,USDI-NPS-Yellowstone NP,10,43200,,,,,,,,,44.48666667,-110
771,Bearlodge Slash Removal,SMP-II,44.4805943,-104.3070967,Baker Timber Products Inc.,,299700,,,,,,,,,44.4805943,-104.3070967
702,Game & Fish Cabin Fuels Reduction 2011 Piles,SMP-II,44.48,-109.9044444,USDA-USFS-Shoshone NF-Wapiti RD,20,56910,Burned,29-Nov-10,30-Nov-10,1-Dec-10,2-Dec-10,,,,44.48,-109.9044444
595,North Zone Miscellaneous 2009,SMP-II,44.4746224,-109.7346025,USDA-USFS-Shoshone NF-Wapiti RD,2000,469086,Burned,29-Dec-08,30-Dec-08,31-Dec-08,5-Jan-09,12-Jan-09,13-Jan-09,14-Jan-09,44.4746224,-109.7346025
706,Mormon Creek Cabin Group Fuels Reduction 2011 Piles,SMP-II,44.47333333,-109.8925,USDA-USFS-Shoshone NF-Wapiti RD,,17718,Burned,21-Dec-10,26-Apr-11,9-May-11,11-May-11,,,,44.47333333,-109.8925
1807,North Bearlodge Machine Piles 2015,SMP-II,44.47,-104.41,USDA-USFS-Black Hills NF-Bearlodge RD,784,,,,,,,,,,44.47,-104.41
2087,Burner RX,SMP-II,44.47,-104.41,USDA-USFS-Black Hills NF-Bearlodge RD,784,,,,,,,,,,44.47,-104.41
3180,Burner RX,SMP-II,44.47,-104.41,USDA-USFS-Black Hills NF-Bearlodge RD,1000,,,,,,,,,,44.47,-104.41
646,Aspen Creek 2010,SMP-II,44.46944444,-109.7008333,USDA-USFS-Shoshone NF-Wapiti RD,10,21699,Burned,7-Jan-10,,,,,,,44.46944444,-109.7008333
1570,"Burner Rx-Units 2, 3, & 4",SMP-II,44.46777778,-104.4066667,USDA-USFS-Black Hills NF-Bearlodge RD,475,,Burned,24-Oct-14,,,,,,,44.46777778,-104.4066667
1231,Burner Rx,SMP-II,44.46777778,-104.4066667,USDA-USFS-Black Hills NF-Bearlodge RD,2720,,Burned,31-Oct-12,,,,,,,44.46777778,-104.4066667
912,Burner,SMP-II,44.46777778,-104.4066667,USDA-USFS-Black Hills NF-Sundance RD,2720,,,,,,,,,,44.46777778,-104.4066667
966,Wapiti Ranger Station Piles 2012,SMP-II,44.465,-109.6163889,USDA-USFS-Shoshone NF-Cody RD,18,22666,Burned,13-Feb-12,,,,,,,44.465,-109.6163889
644,Wapiti Ranger Station 2010,SMP-II,44.46444444,-109.615,USDA-USFS-Shoshone NF-Wapiti RD,5,23220,Burned,7-Jan-10,7-Jan-10,,,,,,44.46444444,-109.615
642,Moss Creek 2010,SMP-II,44.46388889,-109.7211111,USDA-USFS-Shoshone NF-Wapiti RD,10,32744,Burned,11-May-10,,,,,,,44.46388889,-109.7211111
1319,Lower North Fork Piles 2013,SMP-II,44.4625,-109.6061111,USDA-USFS-Shoshone NF-Wapiti RD,1,13576,,,,,,,,,44.4625,-109.6061111
705,Kitty Creek Cabin Group 2011 Piles,SMP-II,44.46166667,-109.8386111,USDA-USFS-Shoshone NF-Wapiti RD,7,13104,Burned,23-Nov-10,1-Dec-10,2-Dec-10,,,,,44.46166667,-109.8386111
1315,Bureau of Rec Reservoir Piles 2013,SMP-II,44.46,-109.1880556,USDA-USFS-Shoshone NF-Wapiti RD,2,58300,Burned,30-Jan-13,,,,,,,44.46,-109.1880556
1896,Muddy Creek,SMP-II,44.46,-109.72,USDA-USFS-Shoshone NF,3,21762,,,,,,,,,44.46,-109.72
1969,Muddy Creek,SMP-II,44.46,-109.72,USDA-USFS-Shoshone NF-Wapiti RD,3,21762,Burned,11/22/2016,11/30/2016,,,,,,44.46,-109.72
769,Mill Creek,SMP-II,44.45944444,-107.4405556,USDA-USFS-Big Horn NF-Lovell RD,1600,,,,,,,,,,44.45944444,-107.4405556
1069,Mill Creek,SMP-II,44.45944444,-107.4405556,USDA-USFS-Big Horn NF-Lovell RD,1600,,,,,,,,,,44.45944444,-107.4405556
704,Kitty Creek Bridge Fuels Reduction 2011 Piles,SMP-II,44.45833333,-109.8177778,USDA-USFS-Shoshone NF-Wapiti RD,6,12224,Burned,2-Dec-10,17-Dec-10,,,,,,44.45833333,-109.8177778
1320,Middle North Fork Piles 2013,SMP-II,44.4575,-109.8588889,USDA-USFS-Shoshone NF-Wapiti RD,24,22549,,,,,,,,,44.4575,-109.8588889
715,Pagoda Cabin Group 2011,SMP-II,44.45722222,-109.5913889,USDA-USFS-Shoshone NF-Wapiti RD,30,96052,Burned,11-Jan-11,12-Jan-11,,,,,,44.45722222,-109.5913889
649,Pagoda Cabin Group 2010,SMP-II,44.45722222,-109.5913889,USDA-USFS-Shoshone NF-Wapiti RD,76,304490,,,,,,,,,44.45722222,-109.5913889
645,Boy Scout Camp 2010,SMP-II,44.45583333,-109.8436111,USDA-USFS-Shoshone NF-Wapiti RD,10,14404,Burned,15-Dec-09,15-Dec-09,,,,,,44.45583333,-109.8436111
638,Crossed Sabres Lodge 2010,SMP-II,44.45583333,-109.8436111,USDA-USFS-Shoshone NF-Wapiti RD,10,14404,,,,,,,,,44.45583333,-109.8436111
1122,NF2 Unit R32 Prescribed Burn 2012,SMP-II,44.455,-109.5316667,USDA-USFS-Shoshone NF-Wapiti RD,70,,,,,,,,,,44.455,-109.5316667
962,Newton Creek Campground Piles 2012,SMP-II,44.45388889,-109.7625,USDA-USFS-Shoshone NF-Wapiti RD,11,45512,Burned,12-Jan-12,,,,,,,44.45388889,-109.7625
1321,North Fork-Chimney Rock Piles 2013,SMP-II,44.45388889,-109.8186111,USDA-USFS-Shoshone NF-Wapiti RD,47,83372,,,,,,,,,44.45388889,-109.8186111
1313,UXU Lodge 2013,SMP-II,44.45361111,-109.7180556,USDA-USFS-Shoshone NF-Wapiti RD,31,196714,,,,,,,,,44.45361111,-109.7180556
707,UXU Lodge Fuels Reduction 2011 Piles,SMP-II,44.45361111,-109.7166667,USDA-USFS-Shoshone NF-Wapiti RD,,306420,Burned,27-Dec-10,28-Dec-10,29-Dec-10,1-Feb-11,,,,44.45361111,-109.7166667
998,UXU Lodge 2012,SMP-II,44.45361111,-109.7180556,USDA-USFS-Shoshone NF-Wapiti RD,34,91384,Burned,4-Jan-12,11-Jan-12,,,,,,44.45361111,-109.7180556
1508,UXU Piles 2014,SMP-II,44.45361111,-109.7180556,USDA-USFS-Shoshone NF-Wapiti RD,30,196714,Burned,6-Jan-14,,,,,,,44.45361111,-109.7180556
648,Kitty Creek Cabin Group 2010,SMP-II,44.45333333,-109.8602778,USDA-USFS-Shoshone NF-Wapiti RD,20,70136,Burned,14-Dec-09,15-Dec-09,,,,,,44.45333333,-109.8602778
3437,North Fork Area Piles,SMP-II,44.45,-109.85,USDA-USFS-Shoshone NF-Wapiti RD,,5358,,,,,,,,,44.45,-109.85
3596,North Fork Area Piles,SMP-II,44.45,-109.85,USDA-USFS-Shoshone NF-Wapiti RD,,5358,,,,,,,,,44.45,-109.85
3770,North Fork,SMP-II,44.45,-109.85,,,5358,,,,,,,,,44.45,-109.85
3424,Road Creek,SMP-II,44.44,-104.69,Wyoming State Forestry Division,,620173,,,,,,,,,44.44,-104.69
759,Breteche Creek Prescribed Burn,SMP-II,44.4365815,-109.3881676,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),100,,Burned,18-Mar-11,21-Mar-11,1-Apr-11,,,,,44.4365815,-109.3881676
1080,Breteche Creek Prescribed Burn,SMP-II,44.4365815,-109.3881676,USDI-BLM-Wind River/Big Horn Basin District (Cody Field Office),100,,,,,,,,,,44.4365815,-109.3881676
1920,Sunny Divide,SMP-II,44.43,-104.63,Wyoming State Forestry Division,,414260,,,,,,,,,44.43,-104.63
3418,Sunny Divide,SMP-II,44.43,-104.63,Wyoming State Forestry Division,,349886,Burned,12/5/2019,12/6/2019,,,,,,44.43,-104.63
1107,Heald Road,SMP-II,44.42052,-105.13037,Wyoming State Forestry Division,80,64000,,,,,,,,,44.42052,-105.13037
1071,Sunny Divide Pile Burning,SMP-II,44.41961528,-104.6311942,Wyoming State Forestry Division,,441740,,,,,,,,,44.41961528,-104.6311942
1356,WGFD Bud Love WHMA,SMP-II,44.40905369,-106.8650735,Wyoming Game and Fish Department,800,,,,,,,,,,44.40905369,-106.8650735
1921,Newman Divide,SMP-II,44.4,-104.6,Wyoming State Forestry Division,,715402,,,,,,,,,44.4,-104.6
1928,Paintrock Piles,SMP-II,44.4,-107.39,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,3,27000,Burned,2/3/2016,2/10/2016,11/30/2016,,,,,44.4,-107.39
3075,Newman Divide,SMP-II,44.4,-104.6,,,715402,,,,,,,,,44.4,-104.6
3423,Bad Crossign,SMP-II,44.4,-104.64,Wyoming State Forestry Division,,531419,Burned,12/12/2019,12/13/2019,,,,,,44.4,-104.64
1100,WGFD Bud Love WHMA,SMP-II,44.3905976,-106.8707356,Wyoming Game and Fish Department,700,,,,,,,,,,44.3905976,-106.8707356
3422,Prickly Bush,SMP-II,44.39,-104.62,Wyoming State Forestry Division,,208190,Burned,12/12/2019,,,,,,,44.39,-104.62
1542,Gambels Basin Prescribed Burn,SMP-II,44.38719167,-109.6131167,USDI-BLM-Worland Field Office,450,,Burned,8-Oct-14,,,,,,,44.38719167,-109.6131167
1327,Gambels Basin Prescribed Burn,SMP-II,44.38719167,-109.6131167,USDI-BLM-Worland Field Office,452,,,,,,,,,,44.38719167,-109.6131167
1948,Medicine Lodge Rx,SMP-II,44.38,-107.47,USDI-BLM-Worland Field Office,300,,Burned,4/8/2016,4/9/2016,,,,,,44.38,-107.47
767,Dry Medicine Creek,SMP-II,44.37861111,-107.4422222,USDA-USFS-Big Horn NF-Lovell RD,620,,,,,,,,,,44.37861111,-107.4422222
1067,Dry Medicine Creek,SMP-II,44.37861111,-107.4422222,USDA-USFS-Big Horn NF-Lovell RD,620,,Burned,6-Apr-12,,,,,,,44.37861111,-107.4422222
1070,Mill Creek-Dry Medicine/Cold Springs,SMP-II,44.37843889,-107.4265778,USDA-USFS-Big Horn NF-Lovell RD,1400,,,,,,,,,,44.37843889,-107.4265778
1369,Mill Creek-Unit 2 & 3,SMP-II,44.37843889,-107.4265778,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,1400,,,,,,,,,,44.37843889,-107.4265778
1551,Mill Creek-Unit #3,SMP-II,44.36550278,-107.4034889,USDA-USFS-Bighorn NF-Medicine Wheel/Paintrock RD,1000,,Burned,25-Sep-14,25-Sep-14,,,,,,44.36550278,-107.4034889
3789,Medicine Lodge RX,SMP-II,44.35,-107.52,,300,,,,,,,,,,44.35,-107.52
1800,Medicine Lodge RX,SMP-II,44.35,-107.52,USDI-BLM-Worland Field Office,300,,,,,,,,,,44.35,-107.52
3130,Medicine Lodge RX,SMP-II,44.35,-107.52,USDI-BLM-Worland Field Office,300,,,,,,,,,,44.35,-107.52
3304,Medicine Lodge RX,SMP-II,44.35,-107.52,USDI-BLM-Worland Field Office,300,,,,,,,,,,44.35,-107.52
