BurnName,ShortPermitNum,AgencyGroup,AgencyID,AdministrativeUnit,PileBcst,Acres Max Permitted ,Piles Max Permitted,Actual Acres Burned,Act Pile Vol Consumed,ActPiles,PileActVolume,PilePctCons,Lat,Lon,TWN,TWND,RNG,RNGD,SECTION
"James Creek 00401,00402, 00403, M3401",85,USFS,ARF,Arapaho/Roosevelt National Forests,p,,90,,3141.6,4,924,85,0,0,1,N,72,W,3
Green Ridge,96,USFS,ARF,Arapaho/Roosevelt National Forests,p,,800,,387075.7094,1013,455.34,83.92,0,0,3,N,76,W,13
Winiger Ridge Stewardship #3 Unit #3,105,USFS,ARF,Arapaho/Roosevelt National Forests,p,,1,, ,,,,0,0,1,S,72,W,15
Box Prairie Piles,106,USFS,ARF,Arapaho/Roosevelt National Forests,p,,700,,29736,140,236,90,0,0,7,N,72,W,7
Pratt Creek 4 (M)/Deadhorse TSI (H),170,USFS,ARF,Arapaho/Roosevelt National Forests,p,,2,,258443.6,1165,236,94,0,0,11,N,73,W,4
Vasquez Ridge Piles,225,USFS,ARF,Arapaho/Roosevelt National Forests,p,,4000,,344250,1350,300,85,0,0,2,S,75,W,9
Pawnee 2011,226,USFS,ARF,Arapaho/Roosevelt National Forests,b,1162,,600, ,,,,40.42,-104.24,9,N,63,S,35
Jericho Road,229,USFS,ARF,Arapaho/Roosevelt National Forests,p,,150,, ,,,,0,0,3,N,75,W,5
Upper Fraser Piles,230,USFS,ARF,Arapaho/Roosevelt National Forests,p,,2100,,1405114.805,668,2555.76,82.3,0,0,1,S,76,W,25
Sunny Shores,232,USFS,ARF,Arapaho/Roosevelt National Forests,p,,800,, ,,,,0,0,2,N,76,W,11
Buffalo Creek Cabins,278,USFS,ARF,Arapaho/Roosevelt National Forests,p,,450,,184320,450,512,80,40.25,-106.07,3,N,78,W,1
South Supply Trailhead,280,USFS,ARF,Arapaho/Roosevelt National Forests,p,,400,,289425,750,454,85,40.27,-105.86,4,N,76,W,26
Blue Ridge,282,USFS,ARF,Arapaho/Roosevelt National Forests,b,500,,, ,,,,40.04,-106.08,,,,,
East Elk Creek Ridge Piles,380,USFS,ARF,Arapaho/Roosevelt National Forests,p,,4000,, ,,,,0,0,2,S,75,W,7
Big Rock,382,USFS,ARF,Arapaho/Roosevelt National Forests,p,,800,,104976,540,216,90,0,0,2,N,75,W,23
Mesa Lake Piles,120,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,50,, ,,,,0,0,11,S,96,W,34
Ward Lake Piles,124,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,600,, ,,,,0,0,11,S,95,W,35
Pine Mountain,125,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,200,,, ,,,,0,0,51,N,18,W,14
Kannah Creek Piles,126,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,250,, ,,,,0,0,12,S,97,W,34
Horse Pasture Pit,191,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,6,, ,,,,0,0,44,N,13,W,9
One Mile,211,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,2000,,"1,443.00", ,,,,0,0,15,S,84,W,16
Taylor Canyon,222,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1500,,62, ,,,,0,0,15,S,84,W,11
Ohio City-Pitkin,223,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1000,,498, ,,,,0,0,50,N,3,E,13
Yellow Pine,228,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,800,,30, ,,,,0,0,49,N,3,E,1
Los Pinos,239,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1500,,535, ,,,,38.24,-106.85,46,N,1,E,32
Alpine,240,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,750,,, ,,,,38.14,-107.32,45,N,4,W,4
West Elk,241,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1200,,70, ,,,,38.58,-107.18,50,N,3,W,31
Nick Mountain,249,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1000,,, ,,,,0,0,10,S,95,W,32
North Tincup TS,265,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,29,, ,,,,38.77,-106.47,15,S,81,W,6
Sims Mesa,266,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,500,,93, ,,,,0,0,47,N,10,W,34
WAPA/Tri-State Clearcuts,267,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,177,,, ,,,,0,0,47,N,12,W,13
Dave Wood,268,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1360,,, ,,,,0,0,46,N,10,W,3
Raspberry Piles,269,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,200,, ,,,,0,0,47,N,12,W,21
Little Monitor,284,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,450,,110, ,,,,38.52,-108.3,,,,,
WAPA Pine Understory,308,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,167,,, ,,,,0,0,47,N,11,W,22
Glencoe Pine,309,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,3412,,"1,020.00", ,,,,38.36,-108.4,,,,,
WAPA Piles,310,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,550,,924894.1474,638,1559.92,92.93,0,0,47,N,11,W,28
Buffalo Fork TS,336,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,14,,78310.4,14,5888,95,0,0,50,N,4,E,24
Independence PCT Part 1,337,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,179,,3564,40,99,90,0,0,50,N,4,E,22
Tomichi Creek,359,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,142,,66395.18045,48,1398,98.94,0,0,49,N,5,E,29
Stagestop DM,365,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,32,,23335.8,23,1068,95,0,0,14,S,82,W,10
West Mountain,381,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,1400,, ,,,,0,0,50,N,4,E,5
Lotus/Murdie Piles,386,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,15,,1581.75,15,111,95,38.77,-106.62,15,S,83,W,1
25 Mesa Piles,388,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,150,, ,,,,38.51,-108.34,,,,,
Monument Fire Center,12,USFS,PSF,Pike/San Isabel National Forests,p,,150,,1695.6,6,314,90,0,0,11,S,67,W,17
Highway 67 Piles,13,USFS,PSF,Pike/San Isabel National Forests,p,,1780,,421066.2264,1198,383,91.77,0,0,11,S,69,W,9
Sledgehammer 4 Stewardship Contract,43,USFS,PSF,Pike/San Isabel National Forests,p,,55,,65915.01842,55,1267.27,94.57,0,0,13,S,72,W,22
Road 251 Thinning/Tornado Blowdown Salvage,45,USFS,PSF,Pike/San Isabel National Forests,p,,900,,12816.10076,90,191,74.56,0,0,12,S,72,W,33
O'Brien - Units P1-4,48,USFS,PSF,Pike/San Isabel National Forests,b,1500,,50, ,,,,0,0,13,S,72,W,25
"Sky Island (P1, 3, 4)",49,USFS,PSF,Pike/San Isabel National Forests,b,1820,,600, ,,,,0,0,13,S,72,W,8
CWC Piles,61,USFS,PSF,Pike/San Isabel National Forests,p,,5,, ,,,,0,0,31,S,47,W,7
Red Deer West,70,USFS,PSF,Pike/San Isabel National Forests,p,,350,,13325.75045,95,151,92.89,38.84,-106.27,13,S,79,W,9
North Cottonwood Piles,71,USFS,PSF,Pike/San Isabel National Forests,p,,350,,5436,40,151,90,38.82,-106.22,14,S,79,W,4
Forebay (PanArk),72,USFS,PSF,Pike/San Isabel National Forests,p,,1700,,61695.00383,935,71.41,92.4,0,0,11,S,80,W,8
Little Annie Piles,73,USFS,PSF,Pike/San Isabel National Forests,p,,400,,36693,270,151,90,38.94,-106.13,13,S,78,W,5
Cree Creek Piles,74,USFS,PSF,Pike/San Isabel National Forests,p,,20,,21276.2,22,1018,95,38.54,-106.22,50,N,7,E,32
Bassam Piles,75,USFS,PSF,Pike/San Isabel National Forests,p,,80,,6417.5,50,151,85,0,0,14,S,75,W,31
Shaded Fuelbreak,76,USFS,PSF,Pike/San Isabel National Forests,p,,5000,, ,,,,0,0,8,S,70,W,19
Stone Gulch,80,USFS,PSF,Pike/San Isabel National Forests,p,,400,, ,,,,0,0,12,S,70,W,21
Rampart Piles,91,USFS,PSF,Pike/San Isabel National Forests,p,,2000,,383580.36,1273,324,93,0,0,11,S,68,W,29
Black Mtn Piles,98,USFS,PSF,Pike/San Isabel National Forests,p,,1500,,5035.00038,23,230.43,95,0,0,24,S,70,W,28
Horn Creek & Alvarado Piles,99,USFS,PSF,Pike/San Isabel National Forests,p,,200,,409987.5,250,1885,87,38.07,-105.56,23,S,73,W,15
Black Mountain Fire Restoration,104,USFS,PSF,Pike/San Isabel National Forests,b,2850,,"1,196.00", ,,,,0,0,24,S,70,W,21
Meadow Divide TS Piles,149,USFS,PSF,Pike/San Isabel National Forests,p,,8,, ,,,,0,0,24,S,69,W,5
Playa,171,USFS,PSF,Pike/San Isabel National Forests,b,640,,, ,,,,0,0,33,S,47,W,22
Packstring,172,USFS,PSF,Pike/San Isabel National Forests,b,640,,, ,,,,0,0,31,S,47,W,7
AG Piles,180,USFS,PSF,Pike/San Isabel National Forests,p,,675,, ,,,,0,0,7,S,73,W,20
Fishcreek P1,214,USFS,PSF,Pike/San Isabel National Forests,b,200,,, ,,,,0,0,13,S,71,W,18
Road Gulch - Units P1/P2,218,USFS,PSF,Pike/San Isabel National Forests,b,375,,, ,,,,0,0,13,S,72,W,22
Wagon Tongue - Unit P4,219,USFS,PSF,Pike/San Isabel National Forests,b,178,,, ,,,,0,0,13,S,72,W,28
Wagon Tongue - Units P1-3,220,USFS,PSF,Pike/San Isabel National Forests,b,1250,,, ,,,,0,0,13,S,72,W,14
Twin Lakes,242,USFS,PSF,Pike/San Isabel National Forests,b,150,,, ,,,,0,0,11,S,80,W,30
O'Haver Lake,243,USFS,PSF,Pike/San Isabel National Forests,b,700,,200, ,,,,0,0,48,N,7,E,1
Four Elk,244,USFS,PSF,Pike/San Isabel National Forests,b,835,,215, ,,,,0,0,13,S,79,W,10
Shavano,257,USFS,PSF,Pike/San Isabel National Forests,b,2000,,, ,,,,38.58,-106.16,50,N,7,E,2
Wagon Tongue - Units 5 & 6,304,USFS,PSF,Pike/San Isabel National Forests,b,735,,450, ,,,,0,0,13,S,72,W,20
Trout West,318,USFS,PSF,Pike/San Isabel National Forests,b,1500,,, ,,,,0,0,11,S,69,W,1
Buffalo Jones TS,331,USFS,PSF,Pike/San Isabel National Forests,p,,40,, ,,,,0,0,12,S,77,W,3
Caylor Thinning,349,USFS,PSF,Pike/San Isabel National Forests,p,,600,,35208.9,522,71,95,0,0,12,S,72,W,33
Silver Creek Piles,351,USFS,PSF,Pike/San Isabel National Forests,p,,325,,42808.5,315,151,90,0,0,48,N,7,E,24
Four Mile Piles,352,USFS,PSF,Pike/San Isabel National Forests,p,,50,,1900,40,50,95,38.64,-106.14,51,N,7,E,25
Goddard Piles,353,USFS,PSF,Pike/San Isabel National Forests,p,,50,,6939.4,26,314,85,0,0,13,S,77,W,18
O'Brien RX P2 Thinning,366,USFS,PSF,Pike/San Isabel National Forests,p,,150,,4186.649943,63,69.95,95,0,0,12,S,72,W,25
Sledgehammer 4 Thinning/Fuelwood,369,USFS,PSF,Pike/San Isabel National Forests,p,,600,,12141,180,71,95,0,0,13,S,72,W,22
Fox Creek Piles,93,USFS,RGF,Rio Grande National Forest,p,,100,,5130,100,57,90,37.04,-106.13,,,,,
Alder Bear Creek Piles,97,USFS,RGF,Rio Grande National Forest,p,,160,,18814.6,140,151,89,37.71,-106.62,40,N,3,E,9
Blowout Pass T.S. Piles,110,USFS,RGF,Rio Grande National Forest,p,,40,, ,,,,0,0,37,N,5,E,4
Fox Creek - Alamaditas Rx Unit 7,155,USFS,RGF,Rio Grande National Forest,b,350,,240, ,,,,0,0,33,N,6,E,35
November Rx Unit 7,156,USFS,RGF,Rio Grande National Forest,b,150,,, ,,,,0,0,33,N,6,E,14
English Valley Unit 2,157,USFS,RGF,Rio Grande National Forest,b,1650,,"1,000.00", ,,,,0,0,41,N,5,E,23
Buffalo Pass Unit 5,287,USFS,RGF,Rio Grande National Forest,b,1100,,, ,,,,38.15,-106.5,45,N,4,E,14
MOAB Salvage,360,USFS,RGF,Rio Grande National Forest,p,,11,, ,,,,37.98,-106.46,43,N,5,E,7
Ruston Aspen,361,USFS,RGF,Rio Grande National Forest,p,,6,,24173.7,6,4241,95,0,0,38,N,4,E,14
Willow Aspen,362,USFS,RGF,Rio Grande National Forest,p,,4,,3579.6,4,942,95,0,0,39,N,3,E,13
Marble T. S.,363,USFS,RGF,Rio Grande National Forest,p,,4,,179071.2,4,47124,95,0,0,37,N,4,E,1
Escarabajo T.S.,364,USFS,RGF,Rio Grande National Forest,p,,14,,36048.5,10,4241,85,0,0,32,N,4,E,2
McIntyre Gulch Salvage Sale Piles,371,USFS,RGF,Rio Grande National Forest,p,,21,,61070.4,16,4241,90,0,0,45,N,8,E,4
Big Creek Lakes Piles,128,USFS,RTF,Routt National Forest,p,,900,,419037.9526,1317,357.2,89.08,40.98,-106.63,12,N,82,W,16
FHTR 100 Piles,129,USFS,RTF,Routt National Forest,p,,200,,402104.326,185,2385.92,91.1,0,0,3,N,82,W,5
Buffalo Pass Admin Pile,130,USFS,RTF,Routt National Forest,p,,100,,15926.4,14,1264,90,0,0,6,N,83,W,16
Gould Piles,132,USFS,RTF,Routt National Forest,p,,100,,56160,39,1600,90,0,0,6,N,77,W,3
Green Ridge TS Piles,133,USFS,RTF,Routt National Forest,p,,100,,286504.8,48,6283,95,0,0,5,N,79,W,2
Grizzly Piles,134,USFS,RTF,Routt National Forest,p,,300,,9642.5,29,350,95,0,0,5,N,82,W,16
HWY 134 Piles,136,USFS,RTF,Routt National Forest,p,,4300,,320433,60,6283,85,0,0,2,N,82,W,16
Little Snake Piles,137,USFS,RTF,Routt National Forest,p,,125,, ,,,,0,0,10,N,84,W,16
Sand Mountain Piles,139,USFS,RTF,Routt National Forest,p,,125,,40060.5,30,1571,85,0,0,9,N,85,W,16
Seedhouse Piles,140,USFS,RTF,Routt National Forest,p,,300,,9625,35,275,100,0,0,9,N,84,W,16
Slack-Weiss Reservoir Piles,141,USFS,RTF,Routt National Forest,p,,50,,22800,30,800,95,40.43,-106.37,5,N,80,W,4
Steamboat Ski Area Piles,142,USFS,RTF,Routt National Forest,p,,30,,141951.1902,23,7062.09,87.39,0,0,6,N,84,W,23
Seedhouse Broadcast,153,USFS,RTF,Routt National Forest,b,1155,,134, ,,,,0,0,9,N,84,W,3
Gore Lakes,158,USFS,RTF,Routt National Forest,p,,1000,,14025,60,275,85,0,0,2,N,82,W,36
Gore Pass Admin,159,USFS,RTF,Routt National Forest,p,,100,,11517.30064,62,201,92.42,0,0,2,N,83,W,26
Indian Run,203,USFS,RTF,Routt National Forest,b,1100,,, ,,,,0,0,3,N,89,W,9
Big Creek Broadcast,270,USFS,RTF,Routt National Forest,b,270,,, ,,,,40.77,-106.56,,,,,
Hidden Valley Piles,9,USFS,SJF,San Juan National Forest,p,,300,,32087.5,250,151,85,0,0,36,N,9,W,21
Rabbit Mountain Piles,10,USFS,SJF,San Juan National Forest,p,,350,,10968.87284,216,57,89.09,0,0,35,N,7,W,19
Electra Lakes,22,USFS,SJF,San Juan National Forest,p,,7000,,396009.8251,2359,191,87.89,0,0,38,N,8,W,19
Chimney Rock Piles,56,USFS,SJF,San Juan National Forest,p,,1500,,90781.2,668,151,90,37.11,-107.18,,,,,
Ice Cave Ridge,57,USFS,SJF,San Juan National Forest,p,,1000,,2203.2,51,48,90,0,0,37,N,3,W,21
Animas Mountain Unit 2,131,USFS,SJF,San Juan National Forest,p,,650,,20385,150,151,90,37.31,-107.88,,,,,
Burns Canyon,167,USFS,SJF,San Juan National Forest,b,990,,522, ,,,,0,0,34,N,2,W,18
Horsefly,168,USFS,SJF,San Juan National Forest,b,1400,,, ,,,,37.18,-107.2,,,,,
"Piedra Aerial (Davis Creek, First Box)",179,USFS,SJF,San Juan National Forest,b,4500,,, ,,,,37.2,-107.2,,,,,
Chimney Rock Broadcast,235,USFS,SJF,San Juan National Forest,b,902,,48, ,,,,37.18,-107.29,,,,,
South Carver/Boundary,246,USFS,SJF,San Juan National Forest,b,1000,,, ,,,,0,0,37,N,14,W,10
Doe Canyon,247,USFS,SJF,San Juan National Forest,b,600,,150, ,,,,0,0,40,N,16,W,19
Youth Camp,254,USFS,SJF,San Juan National Forest,b,256,,, ,,,,37.19,-107.31,,,,,
First Notch Units A & B,260,USFS,SJF,San Juan National Forest,b,568,,, ,,,,0,0,35,N,4,W,31
Devil Creek,275,USFS,SJF,San Juan National Forest,b,900,,, ,,,,37.32,-107.19,35,N,3,W,2
Sauls Creek,276,USFS,SJF,San Juan National Forest,b,2500,,214, ,,,,0,0,35,N,6,W,16
Turkey Springs Piles,292,USFS,SJF,San Juan National Forest,p,,200,,5486.4,127,48,90,0,0,35,N,3,W,13
Upper Lost Piles,293,USFS,SJF,San Juan National Forest,p,,25,,26707.00173,19,1571,89.47,37.54,-108.23,,,,,
Turkey Creek Piles,294,USFS,SJF,San Juan National Forest,p,,30,,67764.55,49,1627,85,0,0,37,N,13,W,12
Oak Knolls Piles,306,USFS,SJF,San Juan National Forest,p,,20,,1632,12,170,80,37.39,-108.21,,,,,
Brockover,322,USFS,SJF,San Juan National Forest,b,1500,,, ,,,,0,0,35,N,3,W,1
Rock Springs,383,USFS,SJF,San Juan National Forest,p,,700,,117585,650,201,90,37.47,-108.38,,,,,
Little Carver,384,USFS,SJF,San Juan National Forest,p,,1200,,18090,100,201,90,37.47,-107.34,,,,,
Chicken Creek,385,USFS,SJF,San Juan National Forest,p,,1200,,115172.9891,670,201,85.52,37.44,-107.31,,,,,
Sawmill Gulch,8,USFS,WRF,White River National Forest,p,,20,,21220.15,7,3191,95,0,0,6,S,85,W,1
Homestake,52,USFS,WRF,White River National Forest,p,,400,,27917.24532,150,205.43,90.6,39.44,-106.39,7,S,80,W,6
Piney River Ranch,67,USFS,WRF,White River National Forest,p,,250,,8496,40,236,90,0,0,4,S,81,W,14
Yoder,78,USFS,WRF,White River National Forest,p,,40,,25847.1,9,3191,90,0,0,7,S,89,W,4
Aldrich Lakes,147,USFS,WRF,White River National Forest,b,2000,,, ,,,,0,0,3,N,90,W,4
Budges,181,USFS,WRF,White River National Forest,p,,2,, ,,,,0,0,2,S,89,W,35
Portal Campground,204,USFS,WRF,White River National Forest,p,,2,,590.9,2,311,95,39.07,-106.61,11,S,83,W,24
Morapos Campground,283,USFS,WRF,White River National Forest,p,,75,, ,,,,0,0,3,N,91,W,36
Ryan Gulch,288,USFS,WRF,White River National Forest,p,,50,,2438.65,17,151,95,0,0,5,S,78,W,13
Piney Guard Station,311,USFS,WRF,White River National Forest,p,,10,,325.85,7,49,95,0,0,3,S,82,W,27
Camp Hale CG,314,USFS,WRF,White River National Forest,p,,10,,139.65,3,49,95,0,0,7,S,80,W,23
Ute Creek WRF Piles,321,USFS,WRF,White River National Forest,p,,2,,3016,2,1885,80,0,0,1,N,90,W,28
Dillon Compound,326,USFS,WRF,White River National Forest,p,,10,,485.1,10,49,99,0,0,5,S,77,W,8
Coulter Mesa,342,USFS,WRF,White River National Forest,p,,1,, ,,,,39.45,-107.41,,,,,
Keystone Ranch,346,USFS,WRF,White River National Forest,p,,25,, ,,,,0,0,5,S,77,W,27
Salt Lick,347,USFS,WRF,White River National Forest,p,,90,,53728.2,19,3142,90,0,0,5,S,77,W,23
Prospect,348,USFS,WRF,White River National Forest,p,,55,, ,,,,0,0,5,S,77,W,20
Tigiwon,350,USFS,WRF,White River National Forest,p,,130,,473342.3201,164,3142,91.86,0,0,6,S,81,W,14
Chapman Piles,367,USFS,WRF,White River National Forest,p,,7,,809.48,7,118,98,0,0,8,S,83,W,34
Jasper Piles,368,USFS,WRF,White River National Forest,p,,11,, ,,,,0,0,8,S,90,W,34
North Trail,391,USFS,WRF,White River National Forest,p,,230,, ,,,,0,0,5,S,81,W,15
Unit C1 & D,234,USFWS,ALR,Alamosa National Wildlife Refuge,b,550,,, ,,,,37.43,-105.79,,,,,
Anderson,160,USFWS,ARR,Arapaho National Wildlife Refuge,b,550,,, ,,,,0,0,8,N,79,W,20
Home,165,USFWS,ARR,Arapaho National Wildlife Refuge,b,90,,, ,,,,40.71,-106.28,,,,,
Brown's Park Piles (Grimes),145,USFWS,BPR,Browns Park National Wildlife Refuge,p,,50,,8859.6981,33,282.61,95,40.76,-108.89,,,,,
Butch Cassiday RX,248,USFWS,BPR,Browns Park National Wildlife Refuge,b,180,,150, ,,,,40.83,-109.04,10,N,104,W,12
Hoy RX,252,USFWS,BPR,Browns Park National Wildlife Refuge,b,400,,, ,,,,0,0,10,N,102,W,30
Arsenal Piles,146,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,p,,200,,11131.20036,21,588.95,90,0,0,2,S,66,W,19
Arsenal Broadcast Burns,164,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,b,2500,,404.25, ,,,,0,0,2,S,66,W,19
,,,,,,,,,,,,,0,0,,,,,
