Proposal Date,ID,Member ID,Member,Office,Unit Name,Location,Burn Type,Airshed,Impact Zone,Elevation,Tons/Acre,Acres Burned,Proposed Acres,Priority,Latitude,Longitude,Comments,Status,No Burn Reason
11/6/2012,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,0,100,A,46.71,-116.28,None,Completed,None
11/6/2012,168586,4,Idaho Dept of Lands,CPTPA,ORO South Spur TS,Orofino,Landings,12A,None,3333,16,60,60,A,46.678,-116.283,None,Completed,None
11/6/2012,168588,4,Idaho Dept of Lands,CPTPA,ORO Spur 1 Pole,None,Landings,12A,None,2329,16,None,50,A,46.696,-116.257,None,Proposed,None
11/7/2012,168586,4,Idaho Dept of Lands,CPTPA,ORO South Spur TS,Orofino,Landings,12A,None,3333,16,0,50,A,46.678,-116.283,None,Completed,None
11/7/2012,168588,4,Idaho Dept of Lands,CPTPA,ORO Spur 1 Pole,None,Landings,12A,None,2329,16,0,50,A,46.696,-116.257,None,Completed,None
11/7/2012,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,25,100,A,46.71,-116.28,None,Completed,None
11/7/2012,164164,4,Idaho Dept of Lands,EAST,The Ponds,"25 air miles NE of Idaho Falls, ID near Heise",Landings,18,None,6300,8,5,10,A,43.6631,-111.596,None,Completed,None
11/8/2012,168588,4,Idaho Dept of Lands,CPTPA,ORO Spur 1 Pole,None,Landings,12A,None,2329,16,25,50,A,46.696,-116.257,None,Completed,None
11/8/2012,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,20,50,A,46.71,-116.28,None,Completed,None
11/9/2012,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,0,50,A,46.71,-116.28,None,Completed,None
11/9/2012,166975,4,Idaho Dept of Lands,CMF,Big Shilla Piles,Eagle Creek,Landings,13,None,5000,18,50,50,A,46.0643,-116.841,None,Completed,None
11/13/2012,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,0,55,A,46.71,-116.28,None,Completed,None
11/13/2012,168588,4,Idaho Dept of Lands,CPTPA,ORO Spur 1 Pole,None,Landings,12A,None,2329,16,25,25,A,46.696,-116.257,None,Completed,None
4/17/2013,160296,4,Idaho Dept of Lands,PLS,BEAR SPRAY UNDERBURN,BEAR CREEK  FORESTER- NOLAN,Understory,11,None,3380,39.57,0,80,A,48.6383,-116.816,None,Completed,None
4/19/2013,160296,4,Idaho Dept of Lands,PLS,BEAR SPRAY UNDERBURN,BEAR CREEK  FORESTER- NOLAN,Understory,11,None,3380,39.57,0,76,A,48.6383,-116.816,None,Completed,None
4/25/2013,160296,4,Idaho Dept of Lands,PLS,BEAR SPRAY UNDERBURN,BEAR CREEK  FORESTER- NOLAN,Understory,11,None,3380,39.57,80,80,A,48.6383,-116.816,None,Completed,None
4/26/2013,160296,4,Idaho Dept of Lands,PLS,BEAR SPRAY UNDERBURN,BEAR CREEK  FORESTER- NOLAN,Understory,11,None,3380,39.57,36,36,A,48.6383,-116.816,None,Completed,None
5/1/2013,165726,4,Idaho Dept of Lands,PLS,MID OVERLOOK UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN ID, MIDDLE FORK DRAINAGE",Broadcast,11,None,4000,28.85,6,6,A,48.4796,-116.664,None,Completed,None
5/1/2013,168829,4,Idaho Dept of Lands,CMF,Secret service Jackpot,Contac: TV @ttevebaugh@idl.idaho.gov Hayes shayes@idl.idaho.gov Miller jmiller@idl.idaho.gov,Jackpot,13,None,5100,28.85,0,25,A,45.49,-116.11,None,Completed,None
5/2/2013,162322,4,Idaho Dept of Lands,PLS,ROCK NORTH FACE UNDERBURN,NORTH FORK EAST RIVER,Understory,11,None,4000,65.85,40,40,A,48.4219,-116.795,None,Completed,None
10/4/2013,168831,4,Idaho Dept of Lands,CMF,Swagle Piles,None,Landings,12A,None,4900,8,40,40,A,46.5,-116.47,None,Completed,None
10/7/2013,169383,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 1 piles,Boehls,Landings,12B,None,2600,10,115,115,A,46.8614,-115.882,None,Completed,None
10/7/2013,169384,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 2 piles,Boehls,Landings,12B,None,2500,11,144,144,A,46.8631,-115.87,None,Completed,None
10/8/2013,162322,4,Idaho Dept of Lands,PLS,ROCK NORTH FACE UNDERBURN,NORTH FORK EAST RIVER,Understory,11,None,4000,65.85,0,18,A,48.4219,-116.795,None,Completed,None
10/8/2013,166973,4,Idaho Dept of Lands,CMF,Final Flats Broadcast,Service Flats,Broadcast,13,None,4356,12,30,150,A,45.8175,-116.184,None,Completed,None
10/8/2013,169386,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 4 piles,Boehls,Landings,12B,None,4500,8,89,89,A,46.888,-115.819,None,Completed,None
10/8/2013,169385,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 3 piles,Boehls ,Landings,12B,None,2700,8,0,256,A,46.881,-115.818,None,Completed,None
10/9/2013,168827,4,Idaho Dept of Lands,CMF,Secret Service Excavator Piles,None,Other Mechanical,13,None,5100,14,70,35,A,45.5,-116.1,None,Completed,None
10/9/2013,169385,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 3 piles,Boehls ,Landings,12B,None,2700,8,100,100,A,46.881,-115.818,None,Completed,None
10/9/2013,166970,4,Idaho Dept of Lands,CMF,Chapman Breaks Piles,Chapman Creek,Landings,13,None,5491,6,100,100,A,45.8581,-116.151,None,Completed,None
10/9/2013,169848,4,Idaho Dept of Lands,CPTPA,ER 3-bit broadcast,Elk River,Broadcast,12B,None,3400,28.85,5,30,A,47.0284,-116.175,None,Completed,None
10/9/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/9/2013,169386,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 4 piles,Boehls,Landings,12B,None,4500,8,40,40,A,46.888,-115.819,None,Completed,None
10/10/2013,168829,4,Idaho Dept of Lands,CMF,Secret service Jackpot,Contac: TV @ttevebaugh@idl.idaho.gov Hayes shayes@idl.idaho.gov Miller jmiller@idl.idaho.gov,Jackpot,13,None,5100,28.85,0,25,A,45.49,-116.11,None,Completed,None
10/10/2013,169385,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 3 piles,Boehls ,Landings,12B,None,2700,8,150,150,A,46.881,-115.818,None,Completed,None
10/10/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,50,A,46.8836,-115.793,None,Completed,None
10/10/2013,169384,4,Idaho Dept of Lands,CPTPA,BLS Homestead Unit 2 piles,Boehls,Landings,12B,None,2500,11,10,10,A,46.8631,-115.87,None,Completed,None
10/10/2013,169375,4,Idaho Dept of Lands,CPTPA,ORO Meadow View ex piles,Orofino,Other Mechanical,12B,None,3200,18,0,85,A,46.5535,-116.011,None,Completed,None
10/11/2013,166970,4,Idaho Dept of Lands,CMF,Chapman Breaks Piles,Chapman Creek,Landings,13,None,5491,6,100,191,A,45.8581,-116.151,None,Completed,None
10/11/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/11/2013,165641,4,Idaho Dept of Lands,PLS,LOWER DEVIL LANDINGS,"11 AIR MILES SOUTHEAST OF COOLIN, ID  MIDDLE FORK DRAINAGE",Landings,11,None,4400,7,0,40,B,48.3786,-116.664,None,Completed,None
10/14/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,88,A,46.8836,-115.793,None,Completed,None
10/15/2013,169998,4,Idaho Dept of Lands,EAST,Button Butte,Landing Piles,Landings,18,None,6500,9,10,10,B,44.439,-111.928,None,Completed,None
10/15/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/15/2013,169997,4,Idaho Dept of Lands,EAST,Antelope Valley Resale,Landing Piles,Landings,18,None,6800,11,75,75,A,44.4533,-111.767,None,Completed,None
10/16/2013,166973,4,Idaho Dept of Lands,CMF,Final Flats Broadcast,Service Flats,Broadcast,13,None,4356,12,120,120,A,45.8175,-116.184,None,Completed,None
10/16/2013,166985,4,Idaho Dept of Lands,CMF,Crows Foot Broadcast,Left Fork of Divide Cr.,Broadcast,13,None,4750,20.2,89,89,A,45.9159,-116.562,None,Completed,None
10/16/2013,162322,4,Idaho Dept of Lands,PLS,ROCK NORTH FACE UNDERBURN,NORTH FORK EAST RIVER,Understory,11,None,4000,65.85,0,18,A,48.4219,-116.795,None,Completed,None
10/16/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,88,A,46.8836,-115.793,None,Completed,None
10/17/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,88,A,46.8836,-115.793,None,Completed,None
10/17/2013,164162,4,Idaho Dept of Lands,EAST,Miner 2,8 air miles south west of Bone Idaho,Landings,20,None,7000,13,4,4,A,43.2462,-111.895,None,Completed,None
10/17/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/17/2013,169848,4,Idaho Dept of Lands,CPTPA,ER 3-bit broadcast,Elk River,Broadcast,12B,None,3400,28.85,0,95,A,47.0284,-116.175,None,Completed,None
10/18/2013,166973,4,Idaho Dept of Lands,CMF,Final Flats Broadcast,Service Flats,Broadcast,13,None,4356,12,120,120,A,45.8175,-116.184,None,Completed,None
10/18/2013,166985,4,Idaho Dept of Lands,CMF,Crows Foot Broadcast,Left Fork of Divide Cr.,Broadcast,13,None,4750,20.2,89,89,A,45.9159,-116.562,None,Completed,None
10/18/2013,166987,4,Idaho Dept of Lands,CMF,Crows Foot Excavator Pile,Crows Foot,Other Mechanical,13,None,4850,3,None,50,A,45.9159,-116.562,None,Proposed,None
10/21/2013,170140,4,Idaho Dept of Lands,CPTPA,BLS No Back OSR,Boehls,Landings,12A,None,1793,18,None,20,A,46.884,-115.943,None,Proposed,None
10/21/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/21/2013,169848,4,Idaho Dept of Lands,CPTPA,ER 3-bit broadcast,Elk River,Broadcast,12B,None,3400,28.85,None,95,A,47.0284,-116.175,None,Proposed,None
10/23/2013,166982,4,Idaho Dept of Lands,CMF,Deer Creek Jackpot,Deer Creek,Jackpot,13,None,4600,4,100,100,A,46.1092,-116.707,None,Completed,None
10/23/2013,166984,4,Idaho Dept of Lands,CMF,Deer Creek Excavator Piles,Headwaters of Deer Cr  and  Maloney Cr.,Other Mechanical,13,None,4600,3,30,34,A,46.1092,-116.707,None,Completed,None
10/23/2013,166986,4,Idaho Dept of Lands,CMF,Crows Foot Jackpot,Crow's Foot,Jackpot,13,None,4850,20.2,100,100,A,45.9159,-116.562,None,Completed,None
10/23/2013,166987,4,Idaho Dept of Lands,CMF,Crows Foot Excavator Pile,Crows Foot,Other Mechanical,13,None,4850,3,150,150,A,45.9159,-116.562,None,Completed,None
10/23/2013,170140,4,Idaho Dept of Lands,CPTPA,BLS No Back OSR,Boehls,Landings,12A,None,1793,18,None,20,A,46.884,-115.943,None,Proposed,None
10/23/2013,165641,4,Idaho Dept of Lands,PLS,LOWER DEVIL LANDINGS,"11 AIR MILES SOUTHEAST OF COOLIN, ID  MIDDLE FORK DRAINAGE",Landings,11,None,4400,7,40,40,A,48.3786,-116.664,None,Completed,None
10/23/2013,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,0,23,A,48.4363,-116.751,None,Completed,None
10/23/2013,169848,4,Idaho Dept of Lands,CPTPA,ER 3-bit broadcast,Elk River,Broadcast,12B,None,3400,28.85,65,65,A,47.0284,-116.175,None,Completed,None
10/24/2013,170140,4,Idaho Dept of Lands,CPTPA,BLS No Back OSR,Boehls,Landings,12A,None,1793,18,None,20,A,46.884,-115.943,None,Proposed,None
10/24/2013,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,0,20,A,48.7104,-116.73,None,Completed,None
10/24/2013,166987,4,Idaho Dept of Lands,CMF,Crows Foot Excavator Pile,Crows Foot,Other Mechanical,13,None,4850,3,150,150,A,45.9159,-116.562,None,Completed,None
10/25/2013,162317,4,Idaho Dept of Lands,PLS,HUMP BUMP UNDERBURN,TRAPPER CREEK / RUBY CREEK DRAINAGES,Understory,11,None,5000,92.35,0,50,A,48.8547,-116.903,None,Completed,None
10/25/2013,166986,4,Idaho Dept of Lands,CMF,Crows Foot Jackpot,Crow's Foot,Jackpot,13,None,4850,20.2,283,283,A,45.9159,-116.562,None,Completed,None
10/27/2013,164164,4,Idaho Dept of Lands,EAST,The Ponds,"25 air miles NE of Idaho Falls, ID near Heise",Landings,18,None,6300,8,5,4,A,43.6631,-111.596,None,Completed,None
10/28/2013,162317,4,Idaho Dept of Lands,PLS,HUMP BUMP UNDERBURN,TRAPPER CREEK / RUBY CREEK DRAINAGES,Understory,11,None,5000,92.35,0,50,A,48.8547,-116.903,None,Completed,None
10/28/2013,165643,4,Idaho Dept of Lands,PLS,LOST RIVER PIG EXCAVATOR PILES,"5 AIR MILES SOUTHWEST COOLIN, ID  LOWER PRIEST RIVER DRAINAGE",Other Mechanical,11,None,3000,7,0,50,A,48.393,-116.86,None,Completed,None
10/28/2013,164164,4,Idaho Dept of Lands,EAST,The Ponds,"25 air miles NE of Idaho Falls, ID near Heise",Landings,18,None,6300,8,0,1,A,43.6631,-111.596,None,Completed,None
10/28/2013,170140,4,Idaho Dept of Lands,CPTPA,BLS No Back OSR,Boehls,Landings,12A,None,1793,18,0,20,A,46.884,-115.943,None,Completed,None
10/28/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,88,A,46.8836,-115.793,None,Completed,None
10/29/2013,165725,4,Idaho Dept of Lands,PLS,MID OVERLOOK LANDINGS,"6 AIR MILES SOUTHEAST COOLIN ID, MIDDLE FORK DRAINAGE",Landings,11,None,4000,6,40,40,A,48.4796,-116.664,None,Completed,None
10/29/2013,167386,4,Idaho Dept of Lands,KTV,Traiil Mix Unit 2,Four miles east of Naples,Other Mechanical,11,None,4240,15,0,24,A,48.6383,-116.296,None,Completed,None
10/30/2013,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,0,20,B,48.7104,-116.73,None,Completed,None
10/30/2013,162317,4,Idaho Dept of Lands,PLS,HUMP BUMP UNDERBURN,TRAPPER CREEK / RUBY CREEK DRAINAGES,Understory,11,None,5000,92.35,50,50,A,48.8547,-116.903,None,Completed,None
10/30/2013,166981,4,Idaho Dept of Lands,CMF,Deer Cr. Piles,Deer Cr.,Dozer Piles,13,None,4578,5,700,751,A,46.1092,-116.707,None,Completed,None
10/30/2013,166969,4,Idaho Dept of Lands,CMF,West Fork Goose Creek Piles,Goose Creek,Landings,13,None,5200,10,70,100,A,45.8417,-116.142,None,Completed,None
11/1/2013,165024,4,Idaho Dept of Lands,CAT,LATOUR ROAD,Latour Creek,Rights of Way,11,None,2800,8,None,8,A,47.4482,-116.449,None,Proposed,None
11/1/2013,165643,4,Idaho Dept of Lands,PLS,LOST RIVER PIG EXCAVATOR PILES,"5 AIR MILES SOUTHWEST COOLIN, ID  LOWER PRIEST RIVER DRAINAGE",Other Mechanical,11,None,3000,7,None,122,A,48.393,-116.86,None,Proposed,None
11/4/2013,165024,4,Idaho Dept of Lands,CAT,LATOUR ROAD,Latour Creek,Rights of Way,11,None,2800,8,0,8,B,47.4482,-116.449,None,Completed,None
11/4/2013,170106,4,Idaho Dept of Lands,PLS,Lonely Bear,10 mile marker on East Shore Rd,Dozer Piles,11,None,3500,15,60,60,A,48.6527,-116.838,None,Completed,None
11/4/2013,169465,4,Idaho Dept of Lands,CPTPA,Oro Meadow View piles,Orofino,Other Mechanical,12B,None,3280,18,40,75,A,46.555,-116.004,None,Completed,None
11/4/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,5,12,A,47.4669,-116.383,None,Completed,None
11/4/2013,170140,4,Idaho Dept of Lands,CPTPA,BLS No Back OSR,Boehls,Landings,12A,None,1793,18,0,20,A,46.884,-115.943,None,Completed,None
11/4/2013,169381,4,Idaho Dept of Lands,CPTPA,BLS Long Bar,Boehls,Landings,12B,None,3500,28,0,25,A,46.8836,-115.793,None,Completed,None
11/5/2013,169726,4,Idaho Dept of Lands,CAT,Lower Bear,Bear Creek,Landings,11,Silver Valley,3000,16,None,10,B,47.5667,-116.167,None,Proposed,None
11/5/2013,169469,4,Idaho Dept of Lands,CPTPA,Oro Cougar Rim piles,Orofino,Other Mechanical,12B,None,3237,16,None,50,A,46.499,-116.083,None,Proposed,None
11/5/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,2,18,A,47.4669,-116.383,None,Completed,None
11/5/2013,168439,4,Idaho Dept of Lands,PLS,LOST  and  FOUND,"3 MILES SOUTHEST OF COOLIN, ID LOST CREEK DRAINAGE",Other Mechanical,11,None,4000,12,40,40,A,48.4651,-116.773,None,Completed,None
11/5/2013,165024,4,Idaho Dept of Lands,CAT,LATOUR ROAD,Latour Creek,Rights of Way,11,None,2800,8,None,8,A,47.4482,-116.449,None,Proposed,None
11/5/2013,169465,4,Idaho Dept of Lands,CPTPA,Oro Meadow View piles,Orofino,Other Mechanical,12B,None,3280,18,40,40,A,46.555,-116.004,None,Completed,None
11/6/2013,169469,4,Idaho Dept of Lands,CPTPA,Oro Cougar Rim piles,Orofino,Other Mechanical,12B,None,3237,16,50,50,A,46.499,-116.083,None,Completed,None
11/6/2013,166969,4,Idaho Dept of Lands,CMF,West Fork Goose Creek Piles,Goose Creek,Landings,13,None,5200,10,30,30,A,45.8417,-116.142,None,Completed,None
11/6/2013,166987,4,Idaho Dept of Lands,CMF,Crows Foot Excavator Pile,Crows Foot,Other Mechanical,13,None,4850,3,None,150,A,45.9159,-116.562,None,Proposed,None
11/6/2013,166971,4,Idaho Dept of Lands,CMF,Joseph Plains Direct Sales,Joseph Plains Camp,Landings,13,None,4438,5,100,100,A,45.8557,-116.469,None,Completed,None
11/6/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,7,7,A,47.4669,-116.383,None,Completed,None
11/6/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,None,15,A,46.506,-116.087,None,Proposed,None
11/6/2013,170293,4,Idaho Dept of Lands,CPTPA,ORO Democrat OSR Landings,None,Landings,12B,None,4442,8,156,156,A,46.561,-115.927,None,Completed,None
11/7/2013,168587,4,Idaho Dept of Lands,CPTPA,ORO Shattuck TS,None,Landings,12A,None,3200,12,55,55,A,46.71,-116.28,None,Completed,None
11/7/2013,170328,4,Idaho Dept of Lands,CPTPA,ORO Freeman,None,Landings,12A,None,3300,12,0,120,A,46.589,-116.358,None,Completed,None
11/7/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,0,15,B,46.506,-116.087,None,Completed,None
11/7/2013,169726,4,Idaho Dept of Lands,CAT,Lower Bear,Bear Creek,Landings,11,Silver Valley,3000,16,13,15,A,47.5667,-116.167,None,Completed,None
11/7/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,0,5,A,47.4669,-116.383,None,Completed,None
11/8/2013,169726,4,Idaho Dept of Lands,CAT,Lower Bear,Bear Creek,Landings,11,Silver Valley,3000,16,0,15,A,47.5667,-116.167,None,Completed,None
11/8/2013,170328,4,Idaho Dept of Lands,CPTPA,ORO Freeman,None,Landings,12A,None,3300,12,0,120,A,46.589,-116.358,None,Completed,None
11/8/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,0,4,B,47.4669,-116.383,None,Completed,None
11/9/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,0,15,A,46.506,-116.087,None,Completed,None
11/12/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,0,15,A,46.506,-116.087,None,Completed,None
11/12/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,0,4,A,47.4669,-116.383,None,Completed,None
11/12/2013,170328,4,Idaho Dept of Lands,CPTPA,ORO Freeman,None,Landings,12A,None,3300,12,0,120,A,46.589,-116.358,None,Completed,None
11/13/2013,166989,4,Idaho Dept of Lands,CMF,Kruze Excavator Piles,Webb Creek,Other Mechanical,13,None,4750,2,0,79,A,46.1477,-116.787,None,Completed,None
11/13/2013,166990,4,Idaho Dept of Lands,CMF,Kruze Piles,Webb Cr.,Dozer Piles,13,None,4750,3,30,30,A,46.1477,-116.787,None,Completed,None
11/13/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,15,15,A,46.506,-116.087,None,Completed,None
11/14/2013,170328,4,Idaho Dept of Lands,CPTPA,ORO Freeman,None,Landings,12A,None,3300,12,120,120,A,46.589,-116.358,None,Completed,None
11/14/2013,169728,4,Idaho Dept of Lands,CAT,Upper Baldy,Latour Creek,Rights of Way,11,None,4000,14,0,4,A,47.4669,-116.383,None,Completed,None
11/14/2013,169468,4,Idaho Dept of Lands,CPTPA,Oro Yankee Boy direct piles,Orofino,Landings,12B,None,3160,19,0,15,A,46.506,-116.087,None,Completed,None
11/14/2013,166989,4,Idaho Dept of Lands,CMF,Kruze Excavator Piles,Webb Creek,Other Mechanical,13,None,4750,2,0,79,A,46.1477,-116.787,None,Completed,None
11/20/2013,170383,4,Idaho Dept of Lands,CPTPA,ORO North Battles ROW,None,Other Mechanical,12B,None,3396,18,10,43,A,46.4708,-115.906,None,Completed,None
11/21/2013,170383,4,Idaho Dept of Lands,CPTPA,ORO North Battles ROW,None,Other Mechanical,12B,None,3396,18,30,43,A,46.4708,-115.906,None,Completed,None
11/22/2013,170383,4,Idaho Dept of Lands,CPTPA,ORO North Battles ROW,None,Other Mechanical,12B,None,3396,18,0,15,A,46.4708,-115.906,None,Completed,None
11/25/2013,170383,4,Idaho Dept of Lands,CPTPA,ORO North Battles ROW,None,Other Mechanical,12B,None,3396,18,None,15,A,46.4708,-115.906,None,Proposed,None
11/29/2013,169841,4,Idaho Dept of Lands,CPTPA,ER Silver Dollar Pole piles,Elk River,Landings,12A,None,3200,12,5,5,A,46.8239,-116.36,None,Completed,None
4/8/2014,170588,4,Idaho Dept of Lands,PLS,Cat Power,"2 Air miles north of Coolin, ID.  Priest Lake, East Side, East Shore Road @ 3 mile on pavement.  FIC Ed Wingert",Understory,11,None,2700,28.85,0,10,A,48.5546,-116.823,None,Completed,None
4/9/2014,170588,4,Idaho Dept of Lands,PLS,Cat Power,"2 Air miles north of Coolin, ID.  Priest Lake, East Side, East Shore Road @ 3 mile on pavement.  FIC Ed Wingert",Understory,11,None,2700,28.85,10,10,A,48.5546,-116.823,None,Completed,None
4/11/2014,170588,4,Idaho Dept of Lands,PLS,Cat Power,"2 Air miles north of Coolin, ID.  Priest Lake, East Side, East Shore Road @ 3 mile on pavement.  FIC Ed Wingert",Understory,11,None,2700,28.85,49,10,A,48.5546,-116.823,None,Completed,None
5/15/2014,165729,4,Idaho Dept of Lands,PLS,JUNTA SLIVERS UNDERBURN,"6 AIR MILES SOUTHEAST COOLIN, ID , NORTH FORK DRAINAGE",Understory,11,None,4000,28.85,12,23,A,48.4363,-116.751,None,Completed,None
6/9/2014,170662,4,Idaho Dept of Lands,PLS,West Wig,Two Mouth Creek Priest Lake Basin Idaho,Broadcast,11,None,4258,92.35,0,28,A,48.7006,-116.718,None,Completed,None
6/10/2014,170662,4,Idaho Dept of Lands,PLS,West Wig,Two Mouth Creek Priest Lake Basin Idaho,Broadcast,11,None,4258,92.35,0,28,A,48.7006,-116.718,None,Completed,None
6/11/2014,170662,4,Idaho Dept of Lands,PLS,West Wig,Two Mouth Creek Priest Lake Basin Idaho,Broadcast,11,None,4258,92.35,0,28,A,48.7006,-116.718,None,Completed,None
6/12/2014,170662,4,Idaho Dept of Lands,PLS,West Wig,Two Mouth Creek Priest Lake Basin Idaho,Broadcast,11,None,4258,92.35,0,28,A,48.7006,-116.718,None,Completed,None
9/8/2014,165636,4,Idaho Dept of Lands,PLS,HUNTERS ECHO UNDERBURN,"8 AIR MILES NORTH OF COOLIN, ID  HUNT CREEK DRAINAGE",Understory,11,None,5073,28.85,0,32,A,48.5668,-116.731,None,Completed,None
9/9/2014,165642,4,Idaho Dept of Lands,PLS,LOWER DEVIL UNDERBURN,"11 AIR MILES SOUTHEAST COOLIN, ID  MIDDLE FORK DRAINAGE",Understory,11,None,4400,28.85,0,45,A,48.3786,-116.664,None,Completed,None
9/9/2014,165636,4,Idaho Dept of Lands,PLS,HUNTERS ECHO UNDERBURN,"8 AIR MILES NORTH OF COOLIN, ID  HUNT CREEK DRAINAGE",Understory,11,None,5073,28.85,16,32,A,48.5668,-116.731,None,Completed,None
9/10/2014,165642,4,Idaho Dept of Lands,PLS,LOWER DEVIL UNDERBURN,"11 AIR MILES SOUTHEAST COOLIN, ID  MIDDLE FORK DRAINAGE",Understory,11,None,4400,28.85,0,45,A,48.3786,-116.664,None,Completed,None
9/10/2014,162313,4,Idaho Dept of Lands,PLS,JUNGLE UP UNDERBURN,JUNGLE CREEK,Understory,11,None,4500,65.85,0,30,A,48.4074,-116.73,None,Completed,None
9/16/2014,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,15,30,A,48.7104,-116.73,None,Completed,None
9/17/2014,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,None,30,A,48.7104,-116.73,None,Proposed,None
9/18/2014,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,None,45,A,48.7104,-116.73,None,Proposed,None
9/22/2014,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,0,45,A,48.7104,-116.73,None,Completed,None
9/24/2014,170108,4,Idaho Dept of Lands,PLS,West Wig Broadcast Burn,Two Mouth Drainage,Broadcast,11,None,3700,28.85,45,45,A,48.7104,-116.73,None,Completed,None
