BurnName,ShortPermitNum,AgencyGroup,AgencyID,AdministrativeUnit,PileBcst,Acres Max Permitted ,Piles Max Permitted,Lat,Lon,Actual Acres Burned,Act Pile Vol Consumed,ActPiles,PileActVolume,PilePctCons
Grouse Mountain,280,USFS,RTF,Routt National Forest,p,,400,0,0,,484746.3,127,4241,90
Morrison Creek,285,USFS,RTF,Routt National Forest,p,,300,0,0,,28269,30,1047,90
Owl Mountain North,299,USFS,RTF,Routt National Forest,p,,20,0,0,,2532.6,14,201,90
Turkey Springs,138,USFS,SJF,San Juan National Forest,p,,1200,37.32,-107.17,,12390.4,440,32,88
Guard Station,191,USFS,SJF,San Juan National Forest,b,1500,,37.74,-108.70,,0,,,
Haycamp Mesa,192,USFS,SJF,San Juan National Forest,p,,1500,0,0,,0,,,
Chicken Creek,195,USFS,SJF,San Juan National Forest,p,,1500,0,0,,0,,,
Chimney Rock,197,USFS,SJF,San Juan National Forest,b,840,,37.18,-107.29,90,0,,,
Brockover,203,USFS,SJF,San Juan National Forest,b,1500,,0,0,,0,,,
Little Bear,213,USFS,SJF,San Juan National Forest,b,25,,0,0,,0,,,
Devil Creek 2,221,USFS,SJF,San Juan National Forest,b,2150,,37.32,-107.18,25,0,,,
Ferris East,232,USFS,SJF,San Juan National Forest,b,136,,37.67,-108.62,,0,,,
Saul's Creek,236,USFS,SJF,San Juan National Forest,b,2500,,0,0,1096,0,,,
Carlyle Point Piles,255,USFS,SJF,San Juan National Forest,p,,150,0,0,,13668,80,201,85
Guard Station Piles,256,USFS,SJF,San Juan National Forest,p,,30,37.72,-108.69,,0,,,
Turkey Knolls Piles,257,USFS,SJF,San Juan National Forest,p,,15,37.51,-108.22,,0,,,
Rock Springs Piles,258,USFS,SJF,San Juan National Forest,p,,1700,0,0,,225582.3,1247,201,90
Little Carver Piles,259,USFS,SJF,San Juan National Forest,p,,450,0,0,,97686,540,201,90
Upper Lost Piles,260,USFS,SJF,San Juan National Forest,p,,150,37.54,-108.23,,20882.4,44,565,84
Electra Lakes,264,USFS,SJF,San Juan National Forest,p,,7000,0,0,,604978.92,2301,313,84
Ryan Gulch / Mesa Cortina,17,USFS,WRF,White River National Forest,p,,25,39.61,-106.09,,11447.37,33,373,93
Prospect,18,USFS,WRF,White River National Forest,p,,40,0,0,,0,,,
Sierra Bosque,19,USFS,WRF,White River National Forest,p,,30,39.74,-106.14,,36761.4,26,1571,90
Spring Creek,20,USFS,WRF,White River National Forest,p,,55,39.86,-106.41,,1095.45,5,327,67
Summit Cove,21,USFS,WRF,White River National Forest,p,,10,39.58,-106.02,,9540,8,1325,90
Tigiwon,22,USFS,WRF,White River National Forest,p,,375,0,0,,0,,,
West Grouse Creek,23,USFS,WRF,White River National Forest,p,,45,39.57,-106.44,,0,,,
Keystone Ranch,35,USFS,WRF,White River National Forest,p,,270,0,0,,113112,40,3142,90
Red Tail,36,USFS,WRF,White River National Forest,p,,10,39.51,-106.05,,1266.3,7,201,90
Keystone Gulch,37,USFS,WRF,White River National Forest,p,,20,39.59,-105.97,,33573,15,2356,95
Breckenridge East,39,USFS,WRF,White River National Forest,p,,1200,39.50,-106.03,,125049.14,881,151,94
Breckenridge West,40,USFS,WRF,White River National Forest,p,,1000,39.50,-106.05,,23732.8,163,160,91
Aldrich Lakes,159,USFS,WRF,White River National Forest,b,2500,,0,0,,0,,,
Frisco Peninsula,204,USFS,WRF,White River National Forest,p,,25,39.58,-106.06,,4275,1,4500,95
Frisco Peninsula,204,USFS,WRF,White River National Forest,p,,25,39.58,-106.06,,4275,1,4500,95
Ute Creek WRF,226,USFS,WRF,White River National Forest,p,,2,0,0,,2639,2,1885,70
Budges,242,USFS,WRF,White River National Forest,p,,3,39.34,-107.34,,0,,,
Berry Creek,249,USFS,WRF,White River National Forest,p,,200,0,0,,0,,,
Minturn WUI,251,USFS,WRF,White River National Forest,p,,5,39.56,-106.40,,373.35,1,393,95
Yoder,252,USFS,WRF,White River National Forest,p,,30,0,0,,54566.1,19,3191,90
Harrigan Meadows,262,USFS,WRF,White River National Forest,p,,30,39.75,-106.14,,40003.6,26,1570,98
Highway 6 - Montezuma,263,USFS,WRF,White River National Forest,p,,20,39.61,-105.94,,0,,,
Hardscrabble,265,USFS,WRF,White River National Forest,p,,15,39.53,-106.84,,2613.45,7,393,95
Salt Lick,268,USFS,WRF,White River National Forest,p,,5,39.60,-106.08,,0,,,
Stables Landfill,269,USFS,WRF,White River National Forest,p,,25,39.60,-105.98,,0,,,
North Trail,273,USFS,WRF,White River National Forest,p,,50,0,0,,5065.2,28,201,90
Filoha Meadows WUI,276,USFS,WRF,White River National Forest,p,,250,0,0,,27629.16,156,199,89
Homestake,277,USFS,WRF,White River National Forest,p,,12,0,0,,1094.4,12,96,95
Alamosa Unit C1 & D,120,USFWS,ALR,Alamosa National Wildlife Refuge,b,555,,37.43,-105.79,475,0,,,
Leadville National Fish Hatchery,158,USFWS,ALR,Alamosa National Wildlife Refuge,p,,1,0,0,,182.4,1,192,95
Hampton,155,USFWS,ARR,Arapaho National Wildlife Refuge,b,300,,40.69,-106.27,,0,,,
Home,156,USFWS,ARR,Arapaho National Wildlife Refuge,b,150,,40.71,-106.28,100,0,,,
Deadman Willow,208,USFWS,BAR,Baca National Wildlife Refuge,b,1600,,37.87,-105.76,,0,,,
Hog Lake,140,USFWS,BPR,Browns Park National Wildlife Refuge,b,300,,40.83,-108.99,253,0,,,
Brown's Park Piles,141,USFWS,BPR,Browns Park National Wildlife Refuge,p,,300,40.76,-108.89,,0,,,
Arsenal Broadcast,93,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,b,2500,,0,0,110,0,,,
Arsenal Piles,94,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,p,,200,0,0,,0,,,
