BurnName,ShortPermitNum,AgencyGroup,AgencyID,AdministrativeUnit,PileBcst,Acres Max Permitted ,Piles Max Permitted,Lat,Lon,Actual Acres Burned,Act Pile Vol Consumed,ActPiles,PileActVolume,PilePctCons
Dave Wood,202,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1360,,38.26,-107.95,288,0,,,
Davewood 8,203,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1833,,38.31,-108.01,1350,0,,,
Los Pinos,240,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1500,,38.19,-106.89,640,0,,,
Myers,241,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,700,,38.25,-106.62,,0,,,
West Elk,249,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1000,,38.54,-107.15,,0,,,
25 Mesa East/West,250,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1260,,38.48,-108.38,,0,,,
Brushy Ridge,261,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,b,1100,,38.62,-108.52,,0,,,
Sanborn Thinning Piles,272,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,500,38.18,-108.21,,271519,545,530,94
Ridgestock,302,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,25,38.25,-107.37,,35815,20,1885,95
Millswitch,311,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,75,38.38,-106.26,,402168.25,55,7697,95
Stage Stop Reoffer and Murdie,312,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,125,38.81,-106.47,,267178.5,45,6597,90
Windy Point,314,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,200,37.98,-107.23,,12350,200,65,95
Deer Lakes,316,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,6,38.00,-107.18,,0,,,
Beetle Pinos and Perfecto,318,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,200,38.08,-106.94,,758668.8,60,13744,92
Mountain Village,321,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,100,37.91,-107.85,,4136.08,52,82,97
Windy Mill,332,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,31,37.98,-107.23,,588060,60,10890,90
Highway 149 Corridor,340,USFS,GMF,Grand Mesa/Uncompahgre/Gunnison Nat'l Forests,p,,350,37.98,-107.20,,829653,110,8110,93
Buckeye Reservoir,243,USFS,MLF,Manti La Salle National Forests,b,780,,38.43,-109.03,1005,0,,,
AG Ranch,1,USFS,PSF,Pike/San Isabel National Forests,p,,400,39.42,-105.57,,311498.88,147,2464,86
Shaded Fuels,2,USFS,PSF,Pike/San Isabel National Forests,p,,5000,39.33,-105.26,,16402.5,225,81,90
Bear Mountain Piles,3,USFS,PSF,Pike/San Isabel National Forests,p,,3400,39.38,-105.13,,0,,,
Road 251A Fuelwood,38,USFS,PSF,Pike/San Isabel National Forests,p,,850,38.97,-105.42,,0,,,
Messenger 2,39,USFS,PSF,Pike/San Isabel National Forests,p,,3000,38.96,-105.45,,172500,625,300,92
Placer Loop,94,USFS,PSF,Pike/San Isabel National Forests,p,,40,0,0,,51721.8,26,2094,95
Cree Creek,95,USFS,PSF,Pike/San Isabel National Forests,p,,715,0,0,,100801.5,590,201,85
PSF Morrison Creek Piles,96,USFS,PSF,Pike/San Isabel National Forests,p,,800,0,0,,116680.5,675,201,86
Forebay,97,USFS,PSF,Pike/San Isabel National Forests,p,,650,39.10,-106.37,,97384.5,570,201,85
Monument Fire Center,98,USFS,PSF,Pike/San Isabel National Forests,p,,200,39.09,-104.91,,0,,,
North Divide Piles,157,USFS,PSF,Pike/San Isabel National Forests,p,,3340,39.03,-105.17,,112176.6,740,163,93
Highway 67,158,USFS,PSF,Pike/San Isabel National Forests,p,,300,39.12,-105.15,,121600,64,2000,95
O'Brien P1-4,170,USFS,PSF,Pike/San Isabel National Forests,b,1500,,38.89,-105.38,280,0,,,
"Wilson 1, 5, 7, 10",171,USFS,PSF,Pike/San Isabel National Forests,b,450,,38.93,-105.34,,0,,,
Wagon Tongue P1-3,172,USFS,PSF,Pike/San Isabel National Forests,b,840,,38.92,-105.40,,0,,,
Wilson Rest,205,USFS,PSF,Pike/San Isabel National Forests,b,975,,38.96,-105.35,150,0,,,
Limestone Ridge,232,USFS,PSF,Pike/San Isabel National Forests,b,275,,38.85,-106.01,275,0,,,
O'Haver,276,USFS,PSF,Pike/San Isabel National Forests,b,200,,38.44,-106.14,135,0,,,
Shavano,277,USFS,PSF,Pike/San Isabel National Forests,b,513,,0,0,513,0,,,
Bear Mountain Broadcast,278,USFS,PSF,Pike/San Isabel National Forests,b,774,,39.36,-105.15,,0,,,
Sand Springs,279,USFS,PSF,Pike/San Isabel National Forests,p,,600,39.33,-105.30,,0,,,
Flume Creek,280,USFS,PSF,Pike/San Isabel National Forests,b,150,,39.07,-106.31,,0,,,
Twin Lakes,282,USFS,PSF,Pike/San Isabel National Forests,b,150,,0,0,75,0,,,
Tramway 7 Piles,283,USFS,PSF,Pike/San Isabel National Forests,p,,450,39.33,-105.30,,0,,,
Tramway Unit 4,284,USFS,PSF,Pike/San Isabel National Forests,p,,75,39.33,-105.32,,0,,,
Alvarado,285,USFS,PSF,Pike/San Isabel National Forests,p,,250,38.08,-105.57,,5086.2,30,173,98
Black Mountain Piles,286,USFS,PSF,Pike/San Isabel National Forests,p,,400,37.93,-105.20,,33908,200,173,98
12 Mile,287,USFS,PSF,Pike/San Isabel National Forests,p,,400,38.01,-105.02,,117702.9,255,471,98
Oak Creek Grade,288,USFS,PSF,Pike/San Isabel National Forests,p,,200,0,0,,33908,200,173,98
Black Mountain Broadcast,289,USFS,PSF,Pike/San Isabel National Forests,b,1200,,37.94,-105.22,30,0,,,
Bennett Mountain,294,USFS,PSF,Pike/San Isabel National Forests,b,754,,39.30,-105.15,,0,,,
Trout Creek,297,USFS,PSF,Pike/San Isabel National Forests,b,1500,,39.12,-105.06,300,0,,,
Shaded Fuels Underburn,305,USFS,PSF,Pike/San Isabel National Forests,b,369,,39.33,-105.26,,0,,,
Noddles,306,USFS,PSF,Pike/San Isabel National Forests,b,365,,39.32,-105.13,,0,,,
Flume Creek Piles,342,USFS,PSF,Pike/San Isabel National Forests,p,,150,39.06,-106.30,,21618.9,81,314,85
English Valley,77,USFS,RGF,Rio Grande National Forest,b,900,,37.75,-106.34,,0,,,
Alamaditas,78,USFS,RGF,Rio Grande National Forest,b,900,,37.12,-106.26,,0,,,
November,79,USFS,RGF,Rio Grande National Forest,b,150,,37.09,-106.28,,0,,,
Buffalo Pass,80,USFS,RGF,Rio Grande National Forest,b,1500,,38.18,-106.50,490,0,,,
Blue Creek,82,USFS,RGF,Rio Grande National Forest,b,300,,37.78,-106.80,50,0,,,
"Conejos Canyon Units 2, 16",83,USFS,RGF,Rio Grande National Forest,p,,3700,37.07,-106.22,,46631.97,2243,27,77
La Besouro,161,USFS,RGF,Rio Grande National Forest,p,,21,37.48,-106.48,,0,,,
Alpine Pile and Beaver Creek Piles,164,USFS,RGF,Rio Grande National Forest,p,,2,37.69,-106.58,,995.6,2,524,95
Mill Creek,165,USFS,RGF,Rio Grande National Forest,p,,30,38.03,-106.32,,69939,15,4908,95
La Besouro Salvage Piles,322,USFS,RGF,Rio Grande National Forest,p,,25,37.51,-106.50,,574646.4,32,19953,90
Last Chance Piles,325,USFS,RGF,Rio Grande National Forest,p,,8,0,0,,46550,7,7000,95
Jasper Piles,327,USFS,RGF,Rio Grande National Forest,p,,15,0,0,,222300,13,18000,95
Ptarmigan Meadows,328,USFS,RGF,Rio Grande National Forest,p,,1300,37.84,-107.18,,2439.5,35,85,82
Belle,337,USFS,RGF,Rio Grande National Forest,p,,29,37.84,-107.24,,0,,,
Mater,338,USFS,RGF,Rio Grande National Forest,p,,53,37.82,-107.27,,0,,,
Spring Creek Piles,357,USFS,RGF,Rio Grande National Forest,p,,14,37.79,-107.14,,583.1,14,49,85
Bear Creek Piles,358,USFS,RGF,Rio Grande National Forest,p,,13,0,0,,0,,,
Comstock,359,USFS,RGF,Rio Grande National Forest,p,,40,37.45,-106.35,,3230,40,85,95
Carnaro Guard Staton,370,USFS,RGF,Rio Grande National Forest,p,,20,0,0,,2983,10,314,95
FHTR 100,25,USFS,RTF,Routt National Forest,p,,200,40.25,-106.60,,0,,,
Gore Pass Admin,28,USFS,RTF,Routt National Forest,p,,100,40.06,-106.58,,0,,,
Long Park,29,USFS,RTF,Routt National Forest,p,,150,40.05,-106.66,,0,,,
Lynx Pass Timber Sales,30,USFS,RTF,Routt National Forest,p,,400,40.16,-106.62,,0,,,
Morrison Creek,32,USFS,RTF,Routt National Forest,p,,300,40.23,-106.83,,0,,,
Indian Run,34,USFS,RTF,Routt National Forest,b,1100,,40.24,-107.39,400,0,,,
Rabbit Ears,47,USFS,RTF,Routt National Forest,p,,50,40.42,-106.62,,22617.6,8,3534,80
Elk River,217,USFS,RTF,Routt National Forest,p,,300,40.75,-106.61,,295024.52,62,5803,82
Sand Mountain Pile Burn,218,USFS,RTF,Routt National Forest,p,,365,40.76,-106.96,,136205.7,102,1571,85
Seedhouse Broadcast,219,USFS,RTF,Routt National Forest,b,1155,,40.76,-106.79,,0,,,
Hwy 134 Piles,230,USFS,RTF,Routt National Forest,p,,4300,40.14,-106.58,,316349.05,53,6283,95
Little Snake North,245,USFS,RTF,Routt National Forest,b,850,,40.94,-106.94,,0,,,
Big Creek,247,USFS,RTF,Routt National Forest,b,100,,40.94,-106.60,44,0,,,
Kings Canyon Brush,255,USFS,RTF,Routt National Forest,b,600,,40.94,-106.32,,0,,,
Grouse Mountain,330,USFS,RTF,Routt National Forest,p,,300,40.16,-106.13,,209644,85,3083,80
Gould,363,USFS,RTF,Routt National Forest,p,,30,40.51,-106.03,,178086.05,17,11027,95
Rito Blanco Piles,35,USFS,SJF,San Juan National Forest,p,,25,37.26,-106.90,,197400,47,6000,70
Turkey Knoll,49,USFS,SJF,San Juan National Forest,p,,20,37.51,-108.21,,11746.35,27,565,77
Rock Springs Piles,50,USFS,SJF,San Juan National Forest,p,,1700,37.49,-108.38,,34170,200,201,85
Chicken Creek,51,USFS,SJF,San Juan National Forest,p,,1500,37.45,-108.31,,16080,100,201,80
Chimney Rock,52,USFS,SJF,San Juan National Forest,b,840,,37.18,-107.29,,0,,,
Devil Creek 2,53,USFS,SJF,San Juan National Forest,b,2150,,37.32,-107.18,,0,,,
Horsefly,54,USFS,SJF,San Juan National Forest,b,1400,,37.30,-107.33,,0,,,
Brockover,55,USFS,SJF,San Juan National Forest,b,1500,,37.33,-107.15,88,0,,,
McPhee Park,87,USFS,SJF,San Juan National Forest,p,,900,37.62,-108.40,,7035,50,201,70
Millwood,88,USFS,SJF,San Juan National Forest,p,,4000,37.45,-108.29,,0,,,
Mocking Jay,89,USFS,SJF,San Juan National Forest,p,,30,37.41,-108.30,,6714.6,3,2356,95
Lake Canyon,90,USFS,SJF,San Juan National Forest,p,,250,37.72,-108.70,,39295.5,230,201,85
Archuleta Creek,99,USFS,SJF,San Juan National Forest,b,1731,,37.15,-107.25,75,0,,,
Tripp Gulch,181,USFS,SJF,San Juan National Forest,p,,250,37.40,-107.85,,0,,,
First Notch,190,USFS,SJF,San Juan National Forest,b,1350,,0,0,,0,,,
Guard Station,224,USFS,SJF,San Juan National Forest,b,1500,,37.74,-108.70,314,0,,,
Little Bear,225,USFS,SJF,San Juan National Forest,b,25,,37.43,-108.31,,0,,,
South Carver,226,USFS,SJF,San Juan National Forest,b,1661,,37.47,-108.34,224,0,,,
Ferris East,229,USFS,SJF,San Juan National Forest,b,136,,37.67,-108.62,110,0,,,
Yellow Jacket,269,USFS,SJF,San Juan National Forest,b,2380,,37.25,-107.46,,0,,,
Fosset Gulch Piles,315,USFS,SJF,San Juan National Forest,p,,400,37.26,-107.51,,0,,,
Salt Lick/Prospect,66,USFS,WRF,White River National Forest,p,,30,39.60,-106.08,,543.6,4,151,90
"Keystone Ranch 22, 23",72,USFS,WRF,White River National Forest,p,,120,39.58,-105.97,,485629.44,148,3418,96
Keystone East Piles,73,USFS,WRF,White River National Forest,p,,440,36.60,-105.96,,65506.41,443,159,93
Breckenridge Hand 2013,109,USFS,WRF,White River National Forest,p,,11000,39.55,-106.04,,661222.8,2762,266,90
Breckenridge West Side,146,USFS,WRF,White River National Forest,p,,1500,39.51,-106.06,,237556.8,846,312,90
Tigiwon & Yoder,159,USFS,WRF,White River National Forest,p,,130,39.55,-106.41,,505576.8,120,4899,86
West Divide,192,USFS,WRF,White River National Forest,b,2400,,39.31,-107.55,,0,,,
Aldrich Lakes,193,USFS,WRF,White River National Forest,b,2500,,40.25,-107.50,2080,0,,,
Battlements WRF,194,USFS,WRF,White River National Forest,b,2500,,39.34,-108.03,2100,0,,,
Ute Creek WRF,195,USFS,WRF,White River National Forest,p,,2,40.02,-107.49,,3204.5,2,1885,85
Baylor,200,USFS,WRF,White River National Forest,p,,40,39.31,-107.40,,21489,6,3770,95
Avalanche Creek,207,USFS,WRF,White River National Forest,b,1100,,39.24,-107.21,240,0,,,
Mt. Powell Ranch,221,USFS,WRF,White River National Forest,p,,80,39.77,-106.18,,27129.6,32,942,90
Benedict Hut Piles,307,USFS,WRF,White River National Forest,p,,20,0,0,,4625.6,20,236,98
Filoha Meadows WUI,308,USFS,WRF,White River National Forest,p,,250,39.20,-107.22,,44935,172,275,95
Trapper's Lake Piles,348,USFS,WRF,White River National Forest,p,,10,39.99,-107.23,,342,10,38,90
Indian Creek Salvage,355,USFS,WRF,White River National Forest,p,,500,39.71,-106.40,,282758.4,64,4909,90
Vail Piles,360,USFS,WRF,White River National Forest,p,,100,39.63,-106.42,,1698.3,51,37,90
SLV Refuges Admin Piles,6,USFWS,ALR,Alamosa National Wildlife Refuge,p,,8,37.43,-105.80,,1492.45,1,1571,95
Leadville Hatchery,7,USFWS,ALR,Alamosa National Wildlife Refuge,p,,42,39.22,-106.38,,36450,27,1500,90
Arapaho,319,USFWS,ARR,Arapaho National Wildlife Refuge,b,600,,40.69,-106.27,275,0,,,
Baca Hand Piles,5,USFWS,BAR,Baca National Wildlife Refuge,p,,200,37.98,-105.71,,11400,20,600,95
Deadman Willow,81,USFWS,BAR,Baca National Wildlife Refuge,b,1800,,37.87,-105.78,,0,,,
Butch,260,USFWS,BPR,Browns Park National Wildlife Refuge,b,150,,40.83,-109.04,111,0,,,
Unit 9,8,USFWS,MVR,Monte Vista National Wildlife Refuge,b,1300,,37.49,-106.08,900,0,,,
South Woman Creek,168,USFWS,RFR,Rocky Flats Wildlife Refuge,b,800,,39.87,-105.17,,0,,,
Arsenal Piles,111,USFWS,RMR,Rocky Mountain Arsenal Wildlife Refuge,p,,200,39.86,-104.81,,0,,,
