name,burn_date,agency,unit,total_acres,black_acres,clearing_index,tons_pm,tons_voc,tons_nox,tons_elC,tons_orC,no_burn,reason_no_burn,approval_type,lat,lng,county,elevation,airshed,class1,nonattainment,fuel_types,added_on,start_time,end_time,piles,public_interest,daytime,nighttime,status,Pile Acres,FM1 Grass Acres,FM2 Timber Und. Acres,FM3 Tall Grass Acres,FM4 Low Brush Acres,FM5 Tall Brush Acres,FM6 PJ Acres,FM8 Timber Litter Acres,FM9 Hard. Litter Acres,FM10 Timber Acres,FM11 Slash Acres
Heber-Kamas Pile Burn,11/5/2022,USFS,UWC NF East Zone,6,6,540,8.58,2.04,0.17,0.1,0.24,FALSE,,,40.62,-111.211,Summit,7450,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/5/2022,10:00,14:00,,Some,"Up canyon Up drainage, grey white ",NA,Approved,6,,,,,,,,,,
South Zone Piles - Lamb&amp;amp;#x27;s Canyon Phase 1,11/5/2022,USFS,UWC NF South Zone,7,1,750,0.06,0.34,0.03,0.02,0.04,FALSE,,,40.716,-111.645,Salt Lake,7050,8 (S. Wasatch Front),FALSE,TRUE,"[""Hand Piles""]",11/5/2022,10:00,13:00,,Some,"Smoke was lifting approximately 250 feet throughout the burning window we had on lambs canyon. Smoke was being transported to the east/ SE and was mixing with the front that was also hitting our location. As the day progressed, smoke was hard to see in the mixing layer as it was so overcast. ",NA,Approved,1,,,,,,,,,,
South Zone Piles - Lamb&amp;amp;amp;#x27;s Canyon Phase 1,11/4/2022,USFS,UWC NF South Zone,18,3,260,0.2,1.19,0.1,0.06,0.14,FALSE,,,40.716,-111.645,Salt Lake,7050,8 (S. Wasatch Front),FALSE,TRUE,"[""Hand Piles""]",11/4/2022,10:30,15:00,,Some,"Smoke was consistent in lifting approximately 100-200 ft., and travelling upslope/up canyon throughout the day. Ignitions were halted at 1500, and the piles were left to consume while smoke was still pushing to the East (upcanyon). ",NA,Approved,3.5,,,,,,,,,,
Evanston-Mountain View Pile Burn,11/4/2022,USFS,UWC NF East Zone,2.5,2,640,0.14,0.85,0.07,0.04,0.1,FALSE,,,40.92,-110.111,Summit,9250,7 (N. Slope Uintas),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",11/4/2022,11:00,15:30,,Some,light wispy wind driven to the east ,,Approved,2.5,,,,,,,,,,
Heber-Kamas Pile Burn,11/4/2022,USFS,UWC NF East Zone,1,1,160,3.26,0.34,0.03,0.02,0.04,FALSE,,,40.630645,-111.227576,Summit,6820,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/4/2022,10:00,14:00,,Some,light white and gray drifting east in the morning then up slope up drainage to the NNE. Lift in the morning was 500 ft plus. In the afternoon ground level to 500 ft plus.,na,Approved,1,,,,,,,,,,
Heber-Kamas Pile Burn,11/3/2022,USFS,UWC NF East Zone,65,2,700,0.8127,0.68,0.06,0.03,0.08,FALSE,,,40.4979,-111.0787,Wasatch,8500,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/3/2022,11:00,14:00,,None,Light smoke. Was heaviest towards beginning of ignitions and then became light with good dispersal,NA,Approved,2,,,,,,,,,,
Ponderosa Restoration Broadcast,5/10/2022,USFS,UWC NF East Zone,0.1,0,500,,,,,,FALSE,Fuel conditions not favorable,,40.605,-111.103,Summit,7400,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass,Brush,Timber Litter,Slash,Wetland Vegetation,Hardwood""]",11/3/2022,10:00,11:00,,Some,no smoke test fire was not successful ,,Approved,,,,,,,,,,,
Ponderosa Restoration Broadcast,5/10/2022,USFS,UWC NF East Zone,0.1,,500,,,,,,,Fuel conditions not favorable,,40.605,-111.103,Summit,7400,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass,Brush,Timber Litter,Slash,Wetland Vegetation,Hardwood""]",11/3/2022,10:00,11:00,,Some,no smoke test fire was not successful ,,Approved,,,,,,,,,,,
Ponderosa Restoration Broadcast,5/10/2022,USFS,UWC NF East Zone,0.1,,500,,,,,,,Fuel conditions not favorable,,40.605,-111.103,Summit,7400,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass,Brush,Timber Litter,Slash,Wetland Vegetation,Hardwood""]",11/3/2022,10:00,11:00,,Some,no smoke test fire was not successful ,,Approved,,,,,,,,,,,
West Fork of Duchesne,,USFS,UWC NF East Zone,,0,500,,0,0,0,0,TRUE,Other,,40.439,-111.024,Wasatch,7600,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",11/3/2022,,,,,,,Approved,,,,0,0,,,,,,
West Fork of Duchesne,,USFS,UWC NF East Zone,,0,500,,0,0,0,0,TRUE,Other,,40.439,-111.024,Wasatch,7600,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",11/3/2022,,,,,,,Approved,,,,0,0,,,,,,
West Fork of Duchesne,5/26/2022,USFS,UWC NF East Zone,0.1,10,500,0.3,1.36,0.28,0.12,0.18,FALSE,,,40.439,-111.024,Wasatch,7600,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",11/3/2022,10:30,15:00,,Some,light smoke ,,Approved,,,,,10,,,,,,
Willow Fuels Project (Piles and Broadcast),11/3/2022,USFS,Manti-La Sal North Zone,10,10,710,0.58,3.4,0.28,0.17,0.41,FALSE,,,39.33,-111.511,Sanpete,6800,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber"",""P-J"",""Hand Piles"",""Machine Piles""]",11/3/2022,10:30,14:00,,None,light smoke lifting straight up and mixing with snow/clouds.  Not visible from town.,,Approved,10,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,,USFS,Fishlake NF Beaver,,0,,0,0,0,0,0,TRUE,Weather not favorable,,38.259,-112.522,Beaver,6690,2 (S. West Desert),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/3/2022,,,,,,,Approved,,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,11/2/2022,USFS,Fishlake NF Beaver,187,65,1000,3.75,22.11,1.8,1.1,2.65,FALSE,,,38.259,-112.522,Beaver,6690,2 (S. West Desert),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/3/2022,10:00,20:00,,None,Very good dispersion,None,Approved,65,,,,,,,,,,
Willow Fuels Project (Piles and Broadcast),11/2/2022,USFS,Manti-La Sal North Zone,25,25,1000,1.44,8.5,0.69,0.42,1.02,FALSE,,,39.33,-111.511,Sanpete,6800,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber"",""P-J"",""Hand Piles"",""Machine Piles""]",11/3/2022,10:00,14:30,,None,light smoke clearing to the north east,,Approved,25,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,11/1/2022,USFS,Fishlake NF Beaver,27,10,1000,0.58,3.4,0.28,0.17,0.41,FALSE,,,38.296,-112.428,Beaver,8860,2 (S. West Desert),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/1/2022,11:00,17:00,,None,Excellent clearing no smoke issues,None piles ignited in time to allow for burn down,Approved,10,,,,,,,,,,
Willow Fuels Project (Piles and Broadcast),11/1/2022,USFS,Manti-La Sal North Zone,25,25,1000,1.44,8.5,0.69,0.42,1.02,FALSE,,,39.33,-111.511,Sanpete,6800,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber"",""P-J"",""Hand Piles"",""Machine Piles""]",11/1/2022,10:00,14:00,,None,Light smoke drifting to north east,,Approved,25,,,,,,,,,,
Heber-Kamas Pile Burn,10/31/2022,USFS,UWC NF East Zone,66,5,125,5.8,1.7,0.14,0.08,0.2,FALSE,,,40.596,-110.957,Wasatch,9350,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",11/1/2022,10:30,15:00,,None,Smoke was grey in color drifting to the SSE. Lifting varried staying low to the ground rising to 1000 feet. More blanket like then a solid column throughout the day.,NA,Approved,5,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/31/2022,USFS,Fishlake NF Beaver,90,20,290,1.15,6.8,0.55,0.34,0.82,FALSE,,,38.237,-112.467,Beaver,6500,"16 - Above 6,500 feet",FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/31/2022,9:30,15:00,,None,As the day warmed up the smoke lifted and moved to the east.,None... Stopped ignitions early to allow for the piles to burn down,Approved,20,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/30/2022,USFS,Fishlake NF Beaver,40,15,280,0.86,5.1,0.42,0.25,0.61,FALSE,,,38.237,-112.467,Beaver,6500,"16 - Above 6,500 feet",FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/31/2022,11:30,15:30,,None,short duration smoke production until the snow melts of the piles then little to no smoke produced due to the cured fuels.,"None, ended ignitions early to allow for bund down of piles.",Approved,15,,,,,,,,,,
Heber-Kamas Pile Burn,10/30/2022,USFS,UWC NF East Zone,24,18,260,2.1,135.67,11.05,6.73,16.26,FALSE,,,40.178,-111.208,Wasatch,7810,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/30/2022,10:30,15:00,,Some,"Smoke lifted very well during the first half of the day. Later in the day, smoke was pushing down canyon but as the piles burned down, smoke volume decreased. ",Non observed. ,Approved,9,,,,,,,,,9,
Heber-Kamas Pile Burn,10/30/2022,USFS,UWC NF East Zone,3,3,220,1.97,1.02,0.08,0.05,0.12,FALSE,,,40.596,-110.957,Wasatch,9350,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/30/2022,11:00,15:00,,None,"Light to Medium dingy gray smoke earlier in the burn period, after 1300 the pile conditions improved and light to medium white gray smoke was observed.  Mixing height averaged above 1000 feet, drift was to the SE.",,Approved,3,,,,,,,,,,
Heber-Kamas Pile Burn,10/30/2022,USFS,UWC NF East Zone,3,1,210,0.24,0.08,0,0,0,FALSE,,,40.6308,-110.9759,Summit,9710,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/30/2022,11:00,15:00,,None,Smoke lifted up and dispersed quickly,,Approved,1,,,,,,,,,,
South Zone Piles - Lamb&#x27;s Canyon Phase 1,10/29/2022,USFS,UWC NF South Zone,3.5,3,50,0.15,1.19,0.1,0.06,0.14,FALSE,,,40.718,-111.639,Salt Lake,7350,8 (S. Wasatch Front),FALSE,TRUE,"[""Hand Piles""]",10/30/2022,10:30,16:00,,Some,"Started with 50' rise  heading down canyon to west, eventually got to 200' rise and heading up canyon to east",,Approved,3.5,,,,,,,,,,
Evanston-Mountain View Pile Burn,10/29/2022,USFS,UWC NF East Zone,4,1,502,1,1.36,0.11,0.07,0.16,FALSE,,,40.843,-110.915,Summit,9510,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/30/2022,11:30,14:00,,None,Slight rise Approximately 300-400 feet and dissipating to the East.,,Approved,1,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/29/2022,USFS,Fishlake NF Beaver,155,40,70,2.31,13.61,1.11,0.67,1.63,FALSE,,,38.282,-112.431,Beaver,9250,2 (S. West Desert),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/30/2022,10:30,16:00,,None,Good lift just not very much transport.,Ended ignitions early today to allow for a burn down... Not much smoke being produced off the piles.,Approved,40,,,,,,,,,,
Heber-Kamas Pile Burn,10/29/2022,USFS,UWC NF East Zone,5,0,110,0.69,0,0,0,0,FALSE,,,40.631,-110.979,Summit,9710,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/30/2022,11:00,15:00,,None,Smoke lifted up and to the NE,,Approved,,,,,,,,,,,
Heber-Kamas Pile Burn,10/29/2022,USFS,UWC NF East Zone,4,154,110,9.23,54.48,4.44,2.7,6.53,FALSE,,,40.177,-111.208,Wasatch,7810,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/29/2022,11:00,14:00,,None,"Smoke was lifting approximately 200 ft, and was white in color and dispersed to the northeast. This smoke did not make it down the drainage to highway 131, and or Strawberry reservoir. Ignitions seized before diurnal winds could push the smoke farther down canyon. ",None,Approved,150,,,,,,,,,4,
Heber-Kamas Pile Burn,10/29/2022,USFS,UWC NF East Zone,35,5,100,2.9,1.7,0.14,0.08,0.2,FALSE,,,40.596,-110.957,Wasatch,9350,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/29/2022,11:00,15:00,,None,Smoke was heavy white/grey in the morning as the piles consumed the smoke turned to a dingy brown to a light white. Smoke lifted 200-300 ft for hand ignitions and 700-1000 ft for Tara Torch Ignitions. Smoke drifted to the SSE.,NA,Approved,5,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/28/2022,USFS,Fishlake NF Beaver,60,30,270,1.73,10.21,0.83,0.51,1.22,FALSE,,,38.237,-112.467,Beaver,6500,"16 - Above 6,500 feet",FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/29/2022,11:00,15:30,,None,Minimal column of white to grey smoke lifting actually pretty well and drifting to the north north east.,"Piles burn down really well and by the end of the day there is very little smoke to have nighttime smoke behavior.  What is left has been drifting down canyon towards beaver, however it isn't even noticeable.",Approved,30,,,,,,,,,,
South Zone Piles - Lamb&#x27;s Canyon Phase 1,10/28/2022,USFS,UWC NF South Zone,4,4,150,0.2303,1.36,0.11,0.07,0.16,FALSE,,,40.72,-111.639,Salt Lake,7050,8 (S. Wasatch Front),FALSE,TRUE,"[""Hand Piles""]",10/29/2022,10:00,15:30,,None,"Started to go west down canyon toward i80, then inversion lifted around 1200 and smoke moved east up canyon the rest of the day",,Approved,4,,,,,,,,,,
Heber-Kamas Pile Burn,10/28/2022,USFS,UWC NF East Zone,7,0,210,0.67,0,0,0,0,FALSE,,,40.608,-110.986,Summit,9120,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/28/2022,12:00,15:00,,Some,Lifted up and drifted to the north,,Approved,,,,,,,,,,,
Heber-Kamas Pile Burn,10/28/2022,USFS,UWC NF East Zone,45,10,190,8.85,0,0,0,0,FALSE,,,40.596,-110.957,Wasatch,9350,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/28/2022,12:00,15:00,,None,Lifted about 100 feet agl and drifted to the North/North East in the afternoon,,Approved,10,,,,,,,,,,
Heber-Kamas Pile Burn,10/28/2022,USFS,UWC NF East Zone,6,3,290,0.3,0,0,0,0,FALSE,,,40.177,-111.205,Wasatch,7840,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/28/2022,11:00,14:00,,Some,Lifting to 500 feet and to the Northeast,,Approved,3,,,,,,,,,,
Summit Park Pile Burn,5/11/2022,LPE,Local or Private Entity,1,0,1000,0.1785,0,0,0,0,FALSE,,,40.735,-111.616,Summit,7,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",10/28/2022,8:00,14:00,,Some,Good ventilation and transport,Not observed,Approved,0.1,,,,,,,,,,
SITLA Piles - Beaver Cty,10/27/2022,State,Southwestern Area,4,4,300,0.72,4.22,0.34,0.21,0.51,FALSE,,,38.287,-112.428,Beaver,9090,2 (S. West Desert),FALSE,FALSE,"[""Machine Piles""]",10/28/2022,9:30,13:30,,None,Cleared well at noon smoke went southeast of the site,,Approved,,,,,,,,,,,4
Heber-Kamas Pile Burn,10/27/2022,USFS,UWC NF East Zone,4,2,510,0.1,0,0,0,0,FALSE,,,40.177,-111.205,Wasatch,7840,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/28/2022,12:00,16:00,,None,rising 100 feet agl,,Approved,2,,,,,,,,,,
South Zone Piles - Lamb&#x27;s Canyon Phase 1,10/27/2022,USFS,UWC NF South Zone,1.1,1,130,0.0901,0.37,0.03,0.02,0.04,FALSE,,,40.72,-111.631,Salt Lake,7320,8 (S. Wasatch Front),FALSE,TRUE,"[""Hand Piles""]",10/28/2022,14:00,16:00,,None,"lift up to around 200 feet, disperse to east",,Approved,1.1,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/27/2022,USFS,Fishlake NF Beaver,30,15,400,0.86,5.1,0.42,0.25,0.61,FALSE,,,38.239,-112.459,Beaver,8560,2 (S. West Desert),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/28/2022,10:00,16:00,,None,Very little wind to transport the smoke.  It lifted about 700-1000' and then slowly drifted to the south west.  No issues or concerns.,None,Approved,15,,,,,,,,,,
Heber-Kamas Pile Burn,10/27/2022,USFS,UWC NF East Zone,146,5,220,2.7,0,0,0,0,FALSE,,,40.636,-111.187,Summit,7220,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",10/27/2022,12:00,17:00,,Some,Lifting towards the North away from civilization,,Approved,5,,,,,,,,,,
Heber-Kamas Pile Burn,10/27/2022,USFS,UWC NF East Zone,125,5,510,0.29,1.7,0.14,0.08,0.2,FALSE,,,40.596,-110.957,Wasatch,9350,6 (Wasatch Back),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/27/2022,12:00,15:00,,Some,Smoke was grey and white in color. Lift was 400-700 feet AGL drifting to the SSE,NA,Approved,5,,,,,,,,,,
Central Area Piles,10/26/2022,State,Central Area,4,20,760,1.15,6.8,0.55,0.34,0.82,FALSE,,,38.581,-111.99,Sevier,9350,13 (Sevier R.),FALSE,FALSE,"[""Heavy Slash""]",10/27/2022,11:00,17:00,,None,Little to know column,,Approved,20,,,,,,,,,,
Upper Provo,,USFS,UWC NF East Zone,,0,,0,0,0,0,0,TRUE,Weather not favorable,,40.624,-111.12,Summit,7000,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",10/27/2022,,,,,,,Approved,,,,,,,,,,,
SITLA Piles - Beaver Cty,10/26/2022,State,Southwestern Area,4,4,750,0.3,1.36,0.11,0.07,0.16,FALSE,,,38.287,-112.428,Beaver,9090,2 (S. West Desert),FALSE,FALSE,"[""Machine Piles""]",10/27/2022,9:00,10:00,,None,smoke cleared well to the south east of the burn site,vary little night time smoke,Approved,4,,,,,,,,,,
Beaver Ranger District Slash Piles 2022,10/26/2022,USFS,Fishlake NF Beaver,15,15,690,0.86,5.1,0.42,0.25,0.61,FALSE,,,38.232,-112.448,Beaver,9090,2 (S. West Desert),FALSE,FALSE,"[""Slash"",""Hand Piles"",""Machine Piles""]",10/27/2022,11:00,14:30,,None,Minimal smoke due to cured fuels in the piles.  A brief thick puff of smoke with each piles ignited until the snow melted off then very little visible smoke.,Halted ignitions early enough to let the piles burn down.  Very little visible smoke remained.,Approved,15,,,,,,,,,,
Signal Peak Rx,10/22/2022,USFS,Fishlake NF Richfield,35,35,1050,6.26,36.95,3.01,1.83,4.43,FALSE,,,38.645,-111.941,Sevier,9450,13 (Sevier R.),FALSE,FALSE,"[""Timber""]",10/24/2022,17:00,18:30,,None,sheared by wind disapating to the north east,minimal sheared by wind disapating to the north east,Approved,,,,,,,,,,,35
Signal Peak Rx,10/21/2022,USFS,Fishlake NF Richfield,1000,1000,1050,146.28,863.33,70.29,42.81,103.47,FALSE,,,38.639,-112.011,Sevier,10100,13 (Sevier R.),FALSE,FALSE,"[""Timber""]",10/24/2022,10:30,17:00,,A Lot,Smoke rising straight up then drifting to the north east,Minimal drifitng to the norht east,Approved,,,,,,,,,,1000,
Signal Peak Rx,10/20/2022,USFS,Fishlake NF Richfield,250,250,310,36.57,215.83,17.57,10.7,25.87,FALSE,,,38.639,-112.011,Sevier,10100,13 (Sevier R.),FALSE,FALSE,"[""Timber""]",10/24/2022,12:00,17:30,,A Lot,Rising straight up then slowly drifiting to the East and north east,minimal drifting to the east,Approved,,,,,,,,,,250,
Trail Mtn Broadcast,10/19/2022,USFS,Manti-La Sal North Zone,750,750,240,109.71,647.5,52.72,32.11,77.6,FALSE,,,39.321,-111.229,Emery,7500,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber"",""P-J"",""Slash""]",10/21/2022,10:30,17:00,,Some,Smoke lifted well to and drifted to the east.,Smoke settled into Joes Valley and then as the winds started getting more southerthly component smoke settled down canyon towards Orangville.  The following morning the smoke moved north towards Huntington before daytime warming/winds picked up.  Once winds picked up it cleard out.,Approved,,,,,,,,,,750,
Trail Mtn Broadcast,10/18/2022,USFS,Manti-La Sal North Zone,100,100,200,14.63,86.33,7.03,4.28,10.35,FALSE,,,39.321,-111.229,Emery,7500,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber"",""P-J"",""Slash""]",10/21/2022,12:00,17:00,,Some,SMoke Lifted straight up and drifted east towards Joes Vally Reservoir,Smoke settled into Joe's Valley cooridor,Approved,,,,,,,,,,100,
Ray Mesa II,10/12/2022,BLM,Canyon Country District,40,40,500,1.49,8.82,0.72,0.44,1.06,FALSE,,,38.309,-109.062,San Juan,7080,"16 - Above 6,500 feet",FALSE,FALSE,"[""Dormant Brush/Slash""]",10/13/2022,12:00,17:00,,None,"Good ventilation, smoke rose well off of the ground and did not linger along the ground",,Approved,,,40,,,,,,,,
Ray Mesa II,,BLM,Canyon Country District,,0,,0,0,0,0,0,TRUE,Weather not favorable,,38.309,-109.062,San Juan,7080,"16 - Above 6,500 feet",FALSE,FALSE,"[""Dormant Brush/Slash""]",10/5/2022,,,,,,,Approved,,,,,,,,,,,
Kyune Creek Rx,9/27/2022,BLM,West Desert District,20,20,860,0.64,3.04,0.37,0.19,0.45,FALSE,,,39.855,-110.931,Utah,7400,"16 - Above 6,500 feet",FALSE,TRUE,"[""Timber""]",9/28/2022,12:00,15:30,,None,Down drainage dispersal.,Down drainage dispersal.,Approved,0,5,10,,5,,,,,,
Box Elder Piles,6/14/2022,State,Bear River Area,50,50,760,2.88,17.01,1.38,0.84,2.04,FALSE,,,41.421,-112.067,Box Elder,4200,4 (Cache&#x2F;Bear R.),FALSE,TRUE,"[""Medium Slash""]",6/15/2022,9:00,17:30,,None,good dispersion to the NE,minimal smoke.  ,Approved,50,,,,,,,,,,
Weber Piles,6/10/2022,State,Bear River Area,100,100,550,11.83,69.79,5.68,3.46,8.36,FALSE,,,41.241,-112.033,Weber,4230,5 (N. Wasatch Front),FALSE,TRUE,"[""Medium Slash""]",6/11/2022,9:30,20:00,,None,dissipated very well. Little to no smoke ,No smoke,Approved,50,,,,,,,,,,50
Box Elder Piles,,State,Bear River Area,,0,,0,0,0,0,0,TRUE,Weather not favorable,,41.426,-112.073,Box Elder,4200,4 (Cache&#x2F;Bear R.),FALSE,FALSE,"[""Medium Slash""]",5/27/2022,,,,,,,Approved,,,,,,,,,,,
Ogden Bay WMA,5/27/2022,State,Bear River Area,200,200,550,44.68,85.61,3.11,3.84,40.84,FALSE,,,41.205,-112.179,Weber,4200,5 - N. Wasatch Front,FALSE,TRUE,"[""Tall Grass""]",5/27/2022,9:00,15:00,,Some,good dispersion NNE,,Approved,,,,,,200,,,,,
South Monroe,,USFS,Fishlake NF Richfield,,0,,0,0,0,0,0,TRUE,Other,,38.392,-112.043,Piute,8000,"16 - Above 6,500 feet",FALSE,FALSE,"[""Timber""]",5/27/2022,,,,,,,Approved,,,,,,,,,,,
Old Woman South,5/22/2022,USFS,Fishlake NF Richfield,150,100,1000,14.63,86.33,7.03,4.28,10.35,FALSE,,,38.858,-111.463,Sevier,8530,12 (Upper Colo. R.),FALSE,FALSE,"[""Brush"",""Timber""]",5/27/2022,13:00,17:30,,Some,Rising 1500ft drifting to the east,Low,Approved,,,,,,,,,,100,
Ogden Bay WMA,,State,Bear River Area,,0,,0,0,0,0,0,TRUE,Weather not favorable,,41.205,-112.179,Weber,4200,5 - N. Wasatch Front,FALSE,TRUE,"[""Tall Grass""]",5/23/2022,,,,,,,Approved,,,,,,,,,,,
The Pines,5/20/2022,USFS,Manti-La Sal North Zone,50,50,1000,4.23,24.98,2.03,1.24,2.99,FALSE,,,38.983,-111.342,Emery,7700,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass"",""Timber Litter""]",5/21/2022,11:00,13:00,,None,lifted and cleared to the east,,Approved,,,,,,,,50,,,
The Pines,5/18/2022,USFS,Manti-La Sal North Zone,300,300,1000,25.4,149.91,12.2,7.43,17.97,FALSE,,,38.983,-111.342,Emery,7700,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass"",""Timber Litter""]",5/21/2022,10:00,18:00,,Some,"Higher winds kept smoke closer to the ground, but it dispered well to the east.",Some settleing to the east and into Muddy Creek.  Higher winds cleared out more smoke than previous night,Approved,,,,,,,,300,,,
The Pines,5/17/2022,USFS,Manti-La Sal North Zone,350,350,1000,13.08,77.18,6.28,3.83,9.25,FALSE,,,38.983,-111.342,Emery,7700,"16 - Above 6,500 feet",FALSE,FALSE,"[""Grass"",""Timber Litter""]",5/21/2022,11:00,18:00,,Some,Smoke lifted high and cleared to the east,smoke settled to the east into Muddy Creek draiange,Approved,,,350,,,,,,,,
Little Sahara ,5/20/2022,BLM,West Desert District,3,3,1000,0.08,0.1,0.03,0.01,0.06,FALSE,,,39.702,-112.334,Juab,5120,8 (S. Wasatch Front),FALSE,FALSE,"[""Other""]",5/20/2022,9:00,12:00,,None,Typical smoke behavior for burning tumbleweeds.,,Approved,,,,3,,,,,,,
Heber-Kamas Pile Burn,5/18/2022,USFS,UWC NF East Zone,5,5,790,0.29,1.7,0.14,0.08,0.2,FALSE,,,40.6,-110.985,Summit,9100,6 (Wasatch Back),FALSE,FALSE,"[""Slash,Hand Piles,Machine Piles""]",5/20/2022,11:30,14:30,,Some,"White light smoke drifting to the East.
",N/A,Approved,5,,,,,,,,,,
Old Woman South,5/19/2022,USFS,Fishlake NF Richfield,140,140,1000,26.26,88.22,5.73,4.22,22.04,FALSE,,,38.858,-111.463,Sevier,8530,12 (Upper Colo. R.),FALSE,FALSE,"[""Brush"",""Timber""]",5/20/2022,11:10,13:30,,Some,Breezy Conditions with smoke staying low less than 1000ft and sheared to the east,low/minimal,Approved,,,,,,75,,,,65,
Old Woman South,5/18/2022,USFS,Fishlake NF Richfield,150,150,1000,23.2,96.83,7.01,4.71,18.49,FALSE,,,38.858,-111.463,Sevier,8530,12 (Upper Colo. R.),FALSE,FALSE,"[""Brush"",""Timber""]",5/20/2022,12:00,17:30,,Some,Rising 1000+ then dissipating to the east,low,Approved,,,,,,45,25,,,80,
Old Woman South,,USFS,Fishlake NF Richfield,,0,,0,0,0,0,0,TRUE,Fuel conditions not favorable,,38.858,-111.463,Sevier,8530,12 (Upper Colo. R.),FALSE,FALSE,"[""Brush"",""Timber""]",5/18/2022,,,,,,,Approved,,,,,,,,,,,
Box Elder Piles,,State,Bear River Area,,0,,0,0,0,0,0,TRUE,Weather not favorable,,41.425,-112.066,Box Elder,4200,4 (Cache&#x2F;Bear R.),FALSE,TRUE,"[""Medium Slash""]",5/17/2022,,,,,,,Approved,,,,,,,,,,,
Sawyer Point,,USFS,Dixie NF Cedar City,,0,,0,0,0,0,0,TRUE,Fuel conditions not favorable,,37.538,-112.528,Kane,7450,13 (Sevier R.),FALSE,FALSE,"[""Light Slash""]",5/16/2022,,,,,,,Approved,,,,,,,,,,,
Swasey Piles,,USFS,Manti-La Sal North Zone,,0,,0,0,0,0,0,TRUE,Weather not favorable,,39.38,-111.278,Emery,7710,12 (Upper Colo. R.),FALSE,FALSE,"[""Hand Piles""]",5/13/2022,,,,,,,Approved,,,,,,,,,,,
