DB_REG_ID,BURN_ID,REG_TYPE,ORG_NAME,BURN_NAME,OWNERSHIP,YEAR,R_FUEL_CAT,R_FUEL_TYPE,R_BURN_START,R_BURN_END,ELEVATION_FT,R_LATITUDE,R_LONGITUDE,COUNTY,R_DURATION_DAYS,R_TOTAL_AREA_ACRES,R_MAX_DAILY_AREA_ACRES,R_TOTAL_VOLUME_CU_FT,R_MAX_DAILY_VOLUME_CU_FT,R_REG_WILDLAND_FIRE_USE,R_COMMENTS,ACI_REG_DATE,R_VENTILATION_CATEGORIES,R_BROADCAST_WAIVER_TYPE,R_NOTIFICATION_PLAN,R_ERTS,R_VISUAL_MONITORING,R_EDUCATION_TYPES,R_EQUIPMENT_TYPES,R_P_AVERAGE_VOLUME,R_P_CLEAN_VOLUME,R_P_CRANE_VOLUME,R_P_TRACTOR_VOLUME,R_FC_ALFALFA_AREA,R_FC_ALFALFA_LOAD,R_FC_AVG_FIELD_CROPS_AREA,R_FC_AVG_FIELD_CROPS_LOAD,R_FC_AVG_ORCHARD_CROPS_AREA,R_FC_AVG_ORCHARD_CROPS_LOAD,R_FC_BARLEY_AREA,R_FC_BARLEY_LOAD,R_FC_CORN_AREA,R_FC_CORN_LOAD,R_FC_COTTON_AREA,R_FC_COTTON_LOAD,R_FC_DITCHES_AREA,R_FC_DITCHES_LOAD,R_FC_GRASS_AREA,R_FC_GRASS_LOAD,R_FC_HAY_AREA,R_FC_HAY_LOAD,R_FC_OATS_AREA,R_FC_OATS_LOAD,R_FC_PEANUTS_AREA,R_FC_PEANUTS_LOAD,R_FC_PECAN_AREA,R_FC_PECAN_LOAD,R_FC_PISTACHIO_AREA,R_FC_PISTACHIO_LOAD,R_FC_SORGHUM_AREA,R_FC_SORGHUM_LOAD,R_FC_WEEDS_AREA,R_FC_WEEDS_LOAD,R_FC_WHEAT_AREA,R_FC_WHEAT_LOAD,R_F_BACKING_PINE_AREA,R_F_BACKING_PINE_LOAD,R_F_DOUGLAS_FIR_AREA,R_F_DOUGLAS_FIR_LOAD,R_F_HARDWOOD_AREA,R_F_HARDWOOD_LOAD,R_F_HEADING_PINE_AREA,R_F_HEADING_PINE_LOAD,R_F_JUNIPER_AREA,R_F_JUNIPER_LOAD,R_F_MIXED_CONIFER_AREA,R_F_MIXED_CONIFER_LOAD,R_F_PONDEROSA_PINE_AREA,R_F_PONDEROSA_PINE_LOAD,R_G_GRASS_AREA,R_G_GRASS_LOAD,R_S_CHAPARRAL_AREA,R_S_CHAPARRAL_LOAD,R_S_HEADINGCHAPARRAL_AREA,R_S_HEADINGCHAPARRAL_LOAD,R_S_SAGEBRUSH_AREA,R_S_SAGEBRUSH_LOAD,T_BURN_DAYS,T_WILDLAND_FIRE_USE,T_TOTAL_AREA_ACRES,T_TOTAL_VOLUME_CU_FT,T_COMMENTS,T_FC_ALFALFA_AREA,T_FC_ALFALFA_EA,T_FC_ALFALFA_ERTS,T_FC_ALFALFA_LOAD,T_FC_ALFALFA_PCT,T_FC_AVG_FIELD_CROPS_AREA,T_FC_AVG_FIELD_CROPS_EA,T_FC_AVG_FIELD_CROPS_ERTS,T_FC_AVG_FIELD_CROPS_LOAD,T_FC_AVG_FIELD_CROPS_PCT,T_FC_AVG_ORCHARD_CROPS_AREA,T_FC_AVG_ORCHARD_CROPS_EA,T_FC_AVG_ORCHARD_CROPS_ERTS,T_FC_AVG_ORCHARD_CROPS_LOAD,T_FC_AVG_ORCHARD_CROPS_PCT,T_FC_BARLEY_AREA,T_FC_BARLEY_EA,T_FC_BARLEY_ERTS,T_FC_BARLEY_LOAD,T_FC_BARLEY_PCT,T_FC_CORN_AREA,T_FC_CORN_EA,T_FC_CORN_ERTS,T_FC_CORN_LOAD,T_FC_CORN_PCT,T_FC_COTTON_AREA,T_FC_COTTON_EA,T_FC_COTTON_ERTS,T_FC_COTTON_LOAD,T_FC_COTTON_PCT,T_FC_DITCHES_AREA,T_FC_DITCHES_EA,T_FC_DITCHES_ERTS,T_FC_DITCHES_LOAD,T_FC_DITCHES_PCT,T_FC_GRASS_AREA,T_FC_GRASS_EA,T_FC_GRASS_ERTS,T_FC_GRASS_LOAD,T_FC_GRASS_PCT,T_FC_HAY_AREA,T_FC_HAY_EA,T_FC_HAY_ERTS,T_FC_HAY_LOAD,T_FC_HAY_PCT,T_FC_OATS_AREA,T_FC_OATS_EA,T_FC_OATS_ERTS,T_FC_OATS_LOAD,T_FC_OATS_PCT,T_FC_PEANUTS_AREA,T_FC_PEANUTS_EA,T_FC_PEANUTS_ERTS,T_FC_PEANUTS_LOAD,T_FC_PEANUTS_PCT,T_FC_PECAN_AREA,T_FC_PECAN_EA,T_FC_PECAN_ERTS,T_FC_PECAN_LOAD,T_FC_PECAN_PCT,T_FC_PISTACHIO_AREA,T_FC_PISTACHIO_EA,T_FC_PISTACHIO_ERTS,T_FC_PISTACHIO_LOAD,T_FC_PISTACHIO_PCT,T_FC_SORGHUM_AREA,T_FC_SORGHUM_EA,T_FC_SORGHUM_ERTS,T_FC_SORGHUM_LOAD,T_FC_SORGHUM_PCT,T_FC_WEEDS_AREA,T_FC_WEEDS_EA,T_FC_WEEDS_ERTS,T_FC_WEEDS_LOAD,T_FC_WEEDS_PCT,T_FC_WHEAT_AREA,T_FC_WHEAT_EA,T_FC_WHEAT_ERTS,T_FC_WHEAT_LOAD,T_FC_WHEAT_PCT,T_F_BACKING_PINE_AREA,T_F_BACKING_PINE_EA,T_F_BACKING_PINE_ERTS,T_F_BACKING_PINE_LOAD,T_F_BACKING_PINE_PCT,T_F_DOUGLAS_FIR_AREA,T_F_DOUGLAS_FIR_EA,T_F_DOUGLAS_FIR_ERTS,T_F_DOUGLAS_FIR_LOAD,T_F_DOUGLAS_FIR_PCT,T_F_HARDWOOD_AREA,T_F_HARDWOOD_EA,T_F_HARDWOOD_ERTS,T_F_HARDWOOD_LOAD,T_F_HARDWOOD_PCT,T_F_HEADING_PINE_AREA,T_F_HEADING_PINE_EA,T_F_HEADING_PINE_ERTS,T_F_HEADING_PINE_LOAD,T_F_HEADING_PINE_PCT,T_F_JUNIPER_AREA,T_F_JUNIPER_EA,T_F_JUNIPER_ERTS,T_F_JUNIPER_LOAD,T_F_JUNIPER_PCT,T_F_MIXED_CONIFER_AREA,T_F_MIXED_CONIFER_EA,T_F_MIXED_CONIFER_ERTS,T_F_MIXED_CONIFER_LOAD,T_F_MIXED_CONIFER_PCT,T_F_PONDEROSA_PINE_AREA,T_F_PONDEROSA_PINE_EA,T_F_PONDEROSA_PINE_ERTS,T_F_PONDEROSA_PINE_LOAD,T_F_PONDEROSA_PINE_PCT,T_G_GRASS_AREA,T_G_GRASS_EA,T_G_GRASS_ERTS,T_G_GRASS_LOAD,T_G_GRASS_PCT,T_S_CHAPARRAL_AREA,T_S_CHAPARRAL_EA,T_S_CHAPARRAL_ERTS,T_S_CHAPARRAL_LOAD,T_S_CHAPARRAL_PCT,T_S_HEADINGCHAPARRAL_AREA,T_S_HEADINGCHAPARRAL_EA,T_S_HEADINGCHAPARRAL_ERTS,T_S_HEADINGCHAPARRAL_LOAD,T_S_HEADINGCHAPARRAL_PCT,T_S_SAGEBRUSH_AREA,T_S_SAGEBRUSH_EA,T_S_SAGEBRUSH_ERTS,T_S_SAGEBRUSH_LOAD,T_S_SAGEBRUSH_PCT
1014981,21PIF0002,SMPI,FOREST STEWARDS GUILD,Glorieta Camps Pile Burn SMPI,Private,2021,Forests,,1/19/2021,12/31/2021,7858.44,35.601,-105.762,Santa Fe,,55,0,94605,0,No,"This registration will cover burning up to 5000 cu ft of piles per day, over multiple days eventually adding up to the full project. This will reduce smoke impacts to the freeway and nearby communities. We will carefully monitor smoke impacts and adjust tactics as necessary to avoid any potential problems.",1/19/2021,,Burning under Fair to Poor ventilation categories,"Notifications will occur prior to the public prior to burning by press releases, posted notices, road signs. We are working with NMDOT to place signs on the Freeway. We will also be in contact with the local fire department, Santa Fe County Fire and local dispatch centers.",,,,,,94605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,No,55,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008635,17PIIF0013,SMPII,VERMEJO PARK RANCH,North Long Canyon 1,Private,2017,Forests,Forest,3/1/2017,2/28/2018,7750,36.99315,-104.741,Colfax,1,,,3500,3500,No,,,"Excellent, Fair, Good, Very Good",,1. Raton Dispatch 2. Raton Fire Dept. 3. Atlas Energy 4. New Mexico State Forestry 5. KRTN Radio in Raton 6. Stone Wall Fire Dept. 7. Trinidad Dispatch 8. Colorado State Forestry 9. Taos Zone Interagency Dispatch,"k - moist litter and/or duff, p - burn piles or windows, v - high moisture in non-target vegs",Yes,Self-eduction,,,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007286,10FIIF0124,SMPII,,BARBERO,Federal,2010,Forests,"Forest, Forest, Shrub",3/1/2010,2/28/2011,7140,,,San Miguel,7,800,400,,,No,,,"Excellent, Fair, Good, Poor, Very Good",,"NEWS RELEASES WILL BE IN THE LOCAL NEWSPAPERS AND TV STATIONS 1 WEEK PRIOR TO BURN DAY,  ALSO NOTICES REGARDING THE PROJECT WILL BE POSTED IN LOCAL COMMUNITY ESTABLISHMENTS AND POST OFFICES.  INFORMATION PACKETS CONTAINING INFORMATION AND MAPS RELEVANT TO THE BURN WILL BE DISTRIBUTED TO LOCAL LAND OWNERS IN THE ROWE MESA AREAS 48-72 HOURS PRIOR TO BURN DAY.","g - grazing, o - burn before green-up, q - backing fire, r - dry conditions",Yes,"Federal training, Self-eduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,6,,,50,0.75,,,,,,,100,0.5,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006131,05FIIF0150,SMPII,,Upper Frijoles 9,Federal,2005,Forests,Forest,9/1/2005,2/28/2006,,35.85007,-106.40829,Sandoval,7,1440,350,,,No,"Plan to burn approximately 400 acres in October 2005, and the rest in the fall of 2006.East end is 35` 50",,"Excellent, Fair, Good, Poor, Very Good",,"Signs on roadways, Visual Monitoring, Notify law enforcement, set up flag car if needed, burn early in the day, have the Bandelier fire information do a media outreach and notify by phone, radio, TV and newspaper.  Avoid burning during special events, like the Balloon fest.","& - piles covered w/ polyethylene sheeting, + - other, a - burn concentrations, c - mosaic, l - burn before precipitation, n - burn before litter fall, q - backing fire, r - dry conditions, t - aerial/mass ignition",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,50,,,,,,,,,,,16,No,0,108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014662,21FIIF0039,SMPII,Gila National Forest-Reserve Ranger District,Reserve WUI Piles,Federal,2021,Forests,,2/1/2021,12/31/2021,6081.92,33.739,-108.793,Catron,15,0,0,200000,50000,No,,,"Excellent, Fair, Good, Poor, Very Good",,,p - burn piles or windows,Yes,Federal training,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,0,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007574,11FIIF0174,SMPII,,Ensenada,Federal,2011,Forests,Forest,9/1/2011,2/29/2012,8500,,,Rio Arriba,6,,,355000,106500,No,Approximately 100 acres of pile burning planned for the Ensenada burn project.,,"Excellent, Fair, Good, Poor, Very Good",,The town of Canon is 3 miles south of project site. A press release will be generated by the Carson National Forest PIO. The press release will be posted in the News Papers and surrounding communities.,#NAME?,Yes,Self-eduction,,355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007465,11FIIF0062,SMPII,,Oat Piles RX,Federal,2011,Forests,Forest,3/1/2011,2/29/2012,8500,,,Sandoval,30,,,13920400,100000,No,,,"Excellent, Fair, Good, Poor, Very Good",,"Notifications as directed by Prescribed Fire Burn Plan and Forest Fire Management Plan - accomplished through press releases in ABQ and local newspapers, phone calls to potentially affected residences and businesses, flyers posted in high-use public areas.  During RX implementation, signs will be posted along affected roadways.","a - burn concentrations, b - isolate vegs, c - mosaic, d - removal, l - burn before precipitation, p - burn piles or windows, q - backing fire, r - dry conditions",Yes,"Federal training, Self-eduction",,,13920400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,No burn window opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006897,08PIIF0016,SMPII,,Mary,Private,2008,Forests,"Forest, Grass",3/1/2008,5/31/2008,8000,36.8486,-105.0756,Colfax,2,1174,1174,,,No,,,"Excellent, Fair, Good, Very Good",,"Public service announcments on local radio station. Notify local fire depts.(Stonewall, Raton), New Mexico State Forest Service, Raton Dispatch, Trinidad Dispatch, El Paso Energy, and County Fire Marshall.","c - mosaic, o - burn before green-up",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,7.8,250,0.5,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008945,04FIF0026,SMPI,,Luna Pile,Federal,2004,Forests,Forest,6/1/2004,8/31/2004,7100,,,Catron,,,,4000,,No,,,,,"News releases will be posted at the Post Offices, Gas Stations, and General Stores in the villages of Luna and Quemado with information and a phone number to contact if any questions or concerns arise.",,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,No,0,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006093,05FIIF0112,SMPII,,Pie Town,Federal,2005,Forests,Shrub,3/1/2005,2/28/2006,7600,34.3,-108.12,Catron,20,,,250000,,No,Piles number approximately 2000.  Ignition will begin no earlier than 10:00 am and end by 3:00 pm.  Heavy fuels have been removed.  Piles consist of mostly fine fuels (1-100 hour fuels).  Pie Town residential and business areas are located within 1 mile of pile burning locations.  Piles are located on all sides of the town except for the northern side.  Ventilation will be improved with town residential areas located on a ridge line.  Little residual smoke is expected at night due to limited amount of heavy fuels.,,"Excellent, Fair, Good, Poor, Very Good",,Posted signs and flyers located at Pie Town Resaurant and Post Office.,"f - utilization, p - burn piles or windows, r - dry conditions",Yes,"Federal training, Self-eduction",,,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,0,19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009547,19FIIF0018,SMPII,"SANTA FE N.F., JEMEZ R.D.",Thompson Ridge Slash Pile,Federal,2019,Forests,,1/31/2019,12/31/2019,8555.66,35.918,-106.64,Sandoval,2,1,1,15000,15000,No,,,"Excellent, Fair, Good, Poor, Very Good",,"Public Notifications may include a press release, contact outreaches, and signage as needed","k - moist litter and/or duff, p - burn piles or windows",Yes,Federal training,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0.01,Did not burn in 2019 due to environmental conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007251,10FIIF0088,SMPII,,Hay  Piles RX,Federal,2010,Forests,Forest,3/1/2010,2/28/2011,8500,,,Sandoval,30,,,13920400,100000,No,,,"Excellent, Fair, Good, Poor, Very Good",,"Notifications as directed by Prescribed Fire Burn Plan and Forest Fire Management Plan - accomplished through press releases in ABQ and local newspapers, phone calls to potentially affected residences and businesses, flyers posted in high-use public areas.  During RX implementation, signs will be posted along affected roadways.","a - burn concentrations, b - isolate vegs, c - mosaic, d - removal, l - burn before precipitation, p - burn piles or windows, q - backing fire, r - dry conditions",Yes,"Federal training, Self-eduction",,,13920400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,No burning was attempted in this project area in 2010.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006753,08FIIF0043,SMPII,Bureau of Land Management,31 Mile Pile Burn,Federal,2008,Forests,Forest,3/1/2008,2/28/2009,7000,36.0237,-106.2328,Rio Arriba,21,,,750000,100000,No,,,"Excellent, Fair, Good, Poor, Very Good",,,"+ - other, b - isolate vegs, d - removal, f - utilization, p - burn piles or windows, r - dry conditions",Yes,Federal training,,,750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,No,0,600000,"Removal of large diameter fuels(3""+) for firewood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006254,06FIIF0007,SMPII,,Lion piles,Federal,2006,Forests,Forest,3/1/2006,2/28/2007,8000,35.8056,-106.6978,Sandoval,90,,,256000,256000,No,Will perform visual smoke monitoring using New Mexico Smoke Management Program Smoke Visual Monitoring Form.,,"Excellent, Fair, Good, Poor, Very Good",,"Utilize Forest Public Affairs Officer, Santa Fe Dispatch, and District personnel to notify surrounding communities.  District personnel will post notices in public places in the surrounding communities.  Forest PAO will do media contacts.","k - moist litter and/or duff, p - burn piles or windows, v - high moisture in non-target vegs",Yes,Federal training,,,256000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,no burning was done here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009080,07PIC0023,SMPI,,PDC2110107,Private,2007,Crops,,9/1/2007,11/30/2007,6000,,,Grant,,,,4700,,No,This burn will include wood pallets and be monitored by the Chino Mines Fire Brigade and will be utilized as a training exercise.  The Chino Mines Fire Brigaded Chief will make all proper notifications.,,,,"Written notice of the burn was posted at the Bayard and Hanover post offices which indicates the date, time, and nature of the burn.",,,,,,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006891,08PIIF0010,SMPII,,Seco Creek,Private,2008,Forests,"Grass, Shrub",3/1/2008,5/31/2008,5700,33.0907,-107.582,Sierra,3,150,150,,,No,,,"Excellent, Good, Very Good",,State Forestry DivisionUS Forest ServiceBLMCounty SheriffHillsboro Volunteer Fire Department,"l - burn before precipitation, o - burn before green-up, q - backing fire, r - dry conditions, s - rapid mop-up",Yes,Self-eduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,,,,120,10,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006009,05FIIF0020,SMPII,,Reserve WUI,Federal,2005,Forests,Forest,3/1/2005,2/28/2006,6500,33.7089,-108.7743,Catron,240,,,150000,10000,No,The Reserve WUI ranges from Saliz (8S20W27) to Aragon (5S16W3) to Lower Frisco (8S19W3),,"Excellent, Good, Very Good",,"News letters posted, contact homeowners, contact local authorities, signs posted, patrolling","d - removal, p - burn piles or windows",Yes,Self-eduction,,,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,No,0,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008418,16FIIF0140,SMPII,U.S. Forest Service-USDA - NM-LNF,Grindstone Broadcast Burn,Federal,2016,Forests,"Forest, Forest, Forest, Grass",3/1/2016,2/28/2017,7800,33.31662,-105.70997,Lincoln,20,2705,100,,,No,,,"Excellent, Fair, Good, Poor, Very Good",,"Public notifications are conducted by news releases, email, signs, phone, fax, and / or face to face communications.","q - backing fire, r - dry conditions",Yes,"Federal training, Self-eduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,200,0,1400,0,105,0,,,,,,,0,No,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006822,08FIIF0116,SMPII,,Hdqtrs Stewardship Piles,Federal,2008,Forests,Forest,6/1/2008,8/31/2008,4519,33.8032,-106.8909,Socorro,1,,,21600,21600,No,,7/9/2008,"Excellent, Fair, Good, Very Good",,Daily notifications are made. Local community is aware of continued work in this area.,"a - burn concentrations, d - removal, h - site conversion, p - burn piles or windows, v - high moisture in non-target vegs",Yes,Self-eduction,,,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,No,0,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009275,12FIF0008,SMPI,WILDERNESS RANGER DISTRICT GILA NATIONAL FOREST,3 Circles- Mcknight-South,Federal,2012,Forests,"Forest, Grass",12/1/2012,2/28/2013,6400,32.9447,-108.1045,Grant,,,,15000,,No,34 acre pile burn and 10 acres of that is maintenance.,,,,"Left notices at houses on McKnight Road January 20, 2012 for burning in the area. Flyers at local businesses. GNF public affairs officer press release.",,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,No,0,14000,Completed Unit.  Very rapid consumption. Dry.  Started ignitions as early as possible to reduce holding concerns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007070,09FIIF0186,SMPII,,Shady Brook,Federal,2009,Forests,Forest,3/1/2009,2/28/2010,8000,36.37,-105.4005,Taos,12,,,42600,5000,No,,,"Fair, Good, Poor",,"The communities of Shady Brook, Angel Fire ,and Valle Escondido are all within a six mile air radius of the pile burn. Ee will notify the local residents, and business by:Flyers, posted notices, news paper, and by local radio station of Taos.","b - isolate vegs, k - moist litter and/or duff, p - burn piles or windows",Yes,"Federal training, Self-eduction",Real Time,,42600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,No,0,0,No burning done for this project in 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006825,08FIIF0119,SMPII,,Sierra Blanca Unit 1,Federal,2008,Forests,Forest,3/1/2008,2/28/2009,6200,33.4556,-105.5464,Lincoln,15,,,1632000,150000,No,,,"Excellent, Fair, Good, Poor, Very Good",,Press release to local news media prior to starting ignition on the burn unit,"& - piles covered w/ polyethylene sheeting, p - burn piles or windows",Yes,Self-eduction,,,1632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,No,0,750000,Project completed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
