Proposal Date,ID,Member ID,Member,Office,Unit Name,Location,Burn Type,Airshed,Impact Zone,Elevation,Tons/Acre,Acres Burned,Proposed Acres,Priority,Latitude,Longitude,Comments,Status,No Burn Reason
5/5/2016,173666,45,Bureau of Land Management,DIL,Key Lake,"T12S, R12W, sec. 4",Broadcast,7,None,7283,1.78,100,100,A,44.8187,-113.063,None,Completed,None
5/5/2016,174122,45,Bureau of Land Management,BUT,Jimmie New,"West Fork of jimmie New, 2 Miles north of Wise River",Broadcast,7,None,6713,1.78,0,70,A,45.825,-112.95,None,Completed,Lack of resources
5/6/2016,174091,45,Bureau of Land Management,MC,BOBCAT,TOWNSHIP 6 NORTH RANGE 50 EAST SECTION 20,Broadcast,10,None,3521,20.2,0,240,A,45.282,-105.664,None,Completed,Not in prescription
9/16/2016,173387,45,Bureau of Land Management,MSO,Chamberlain F3,6 miles southest of Clearwater Junction,Broadcast,3B,None,4980,28.85,1,1,A,46.9574,-113.264,None,Completed,None
9/17/2016,173387,45,Bureau of Land Management,MSO,Chamberlain F3,6 miles southest of Clearwater Junction,Broadcast,3B,None,4980,28.85,0,49,A,46.9574,-113.264,None,Completed,Self-limited (e.g. following test fire)
9/20/2016,175111,45,Bureau of Land Management,MC,Rock Well,"Township 6 North Range 54 East Sections 9, 10",Broadcast,10,None,3200,20,0,600,A,46.2917,-104.958,None,Completed,Not in prescription
9/27/2016,167183,45,Bureau of Land Management,MSO,Smart Creek East,"2 miles northwest of Maxville, MT",Broadcast,5,None,4892,0.94,65,70,A,46.486,-113.249,None,Completed,None
11/28/2016,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,1,1,A,46.8244,-113.323,None,Completed,None
11/28/2016,173127,45,Bureau of Land Management,MSO,Fred Burr ROW piles,piles from the discovery road building,Rights of Way,5,None,5600,200,0,5,A,46.286,-113.284,None,Completed,Decided not to burn - other
11/28/2016,175156,45,Bureau of Land Management,MSO,P Chamberlain Landings,Chamberlain Watershed,Hand Piles,3B,None,6136,25,0,10,A,46.9027,-113.27,None,Completed,Decided not to burn - other
11/28/2016,175155,45,Bureau of Land Management,MSO,P Scotchman Gulch Piles,Upper Willow Creek-Scotchman Gulch,Landings,5,None,5628,100,2,2,A,46.4178,-113.515,None,Completed,None
11/28/2016,173385,45,Bureau of Land Management,MSO,Chamberlain F12,2.5 Miles Southeast of Clearwater Junction along Blackfoot River,Broadcast,3B,None,3824,20.2,0,5,A,46.992,-113.327,None,Completed,Decided not to burn - other
11/29/2016,173127,45,Bureau of Land Management,MSO,Fred Burr ROW piles,piles from the discovery road building,Rights of Way,5,None,5600,200,0,5,A,46.286,-113.284,None,Completed,Decided not to burn - other
11/29/2016,173385,45,Bureau of Land Management,MSO,Chamberlain F12,2.5 Miles Southeast of Clearwater Junction along Blackfoot River,Broadcast,3B,None,3824,20.2,0,5,A,46.992,-113.327,None,Completed,Decided not to burn - other
11/29/2016,10079,45,Bureau of Land Management,MSO,Garnet Ghost Town Pile,1 mile NE of Garnet Ghost Town,Other Mechanical,5,None,6195,10,0,1,A,46.8244,-113.323,None,Completed,Already accomplished
11/29/2016,175156,45,Bureau of Land Management,MSO,P Chamberlain Landings,Chamberlain Watershed,Hand Piles,3B,None,6136,25,0,5,A,46.9027,-113.27,None,Completed,Decided not to burn - other
11/29/2016,175155,45,Bureau of Land Management,MSO,P Scotchman Gulch Piles,Upper Willow Creek-Scotchman Gulch,Landings,5,None,5628,100,0,5,A,46.4178,-113.515,None,Completed,Already accomplished
11/30/2016,175433,45,Bureau of Land Management,DIL,Hirshy Ditch,"T4S, R16W, section 33.  14 miles southwest of Wisdom MT",Landings,7,None,6735,100,7,7,A,45.4441,-113.589,None,Completed,None
11/30/2016,173385,45,Bureau of Land Management,MSO,Chamberlain F12,2.5 Miles Southeast of Clearwater Junction along Blackfoot River,Broadcast,3B,None,3824,20.2,2,5,A,46.992,-113.327,None,Completed,None
11/30/2016,173127,45,Bureau of Land Management,MSO,Fred Burr ROW piles,piles from the discovery road building,Rights of Way,5,None,5600,200,5,5,A,46.286,-113.284,None,Completed,None
12/7/2016,174018,45,Bureau of Land Management,BUT,Clancy North, 1 unit is North of Clancy and Marks Lumber and 1 units is west of lump gulch road ,Dozer Piles,6,None,4800,50,0,5,A,46.4986,-111.991,None,Completed,Decided not to burn - other
12/12/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,10,B,45.8413,-112.929,None,Completed,Lack of resources
12/12/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,10,B,45.7668,-113.014,None,Completed,Lack of resources
12/12/2016,172167,45,Bureau of Land Management,BUT,Lindsey Unit,"Helena valley Fuels Reduction project, 1 Mile East of Clancy and I-15, Elkhorn Mountains",Dozer Piles,6,None,4500,50,0,3,A,46.46,-111.975,None,Completed,Lack of resources
12/12/2016,174018,45,Bureau of Land Management,BUT,Clancy North, 1 unit is North of Clancy and Marks Lumber and 1 units is west of lump gulch road ,Dozer Piles,6,None,4800,50,0,5,A,46.4986,-111.991,None,Completed,Not in prescription
12/13/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,10,A,45.8413,-112.929,None,Completed,Not in prescription
12/13/2016,174018,45,Bureau of Land Management,BUT,Clancy North, 1 unit is North of Clancy and Marks Lumber and 1 units is west of lump gulch road ,Dozer Piles,6,None,4800,50,2,5,A,46.4986,-111.991,None,Completed,None
12/13/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,5,B,45.7668,-113.014,None,Completed,Not in prescription
12/15/2016,175025,45,Bureau of Land Management,BUT,Whitetail ,North 10 Miles Whitehall,Dozer Piles,6,None,5447,50,1,3,A,46.1363,-112.118,None,Completed,None
12/15/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,6,A,45.8413,-112.929,None,Completed,Lack of resources
12/15/2016,174018,45,Bureau of Land Management,BUT,Clancy North, 1 unit is North of Clancy and Marks Lumber and 1 units is west of lump gulch road ,Dozer Piles,6,None,4800,50,2,2,A,46.4986,-111.991,None,Completed,None
12/15/2016,170632,45,Bureau of Land Management,BUT,Alder Creek,"Alder Creek, 6 Miles west of Wise River",Dozer Piles,7,None,5700,50,0,1,B,45.8222,-113.03,None,Completed,Lack of resources
12/16/2016,175025,45,Bureau of Land Management,BUT,Whitetail ,North 10 Miles Whitehall,Dozer Piles,6,None,5447,50,2,2,A,46.1363,-112.118,None,Completed,None
12/19/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,2,A,45.7668,-113.014,None,Completed,Lack of resources
12/19/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,3,A,45.8413,-112.929,None,Completed,Lack of resources
12/20/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,2,3,A,45.7668,-113.014,None,Completed,None
12/20/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,3,A,45.8413,-112.929,None,Completed,Lack of resources
12/21/2016,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,5,A,45.8413,-112.929,None,Completed,Lack of resources
12/21/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,2,5,A,45.7668,-113.014,None,Completed,None
12/21/2016,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,0,5,A,45.8251,-112.974,None,Completed,Lack of resources
12/22/2016,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,5,A,45.7668,-113.014,None,Completed,Not in prescription
1/3/2017,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,1,A,45.7668,-113.014,None,Completed,Not in prescription
1/3/2017,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,1,A,45.8413,-112.929,None,Completed,Not in prescription
1/3/2017,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,0,2,A,45.8251,-112.974,None,Completed,Not in prescription
1/4/2017,174813,45,Bureau of Land Management,LWT,Tin Can Hill Unit I WUI Piles,20 Miles northeast of Winnett in Petroleum County.,Hand Piles,9,None,2758,10,20,58,A,47.1381,-107.987,None,Completed,None
1/5/2017,174811,45,Bureau of Land Management,LWT,Flat Whiskey,"10 Miles east of Lewistown, in the Judith Mountains near Whiskey Gulch",Landings,9,None,5401,15,150,150,A,47.0923,-109.226,None,Completed,None
1/6/2017,174813,45,Bureau of Land Management,LWT,Tin Can Hill Unit I WUI Piles,20 Miles northeast of Winnett in Petroleum County.,Hand Piles,9,None,2758,10,38,38,A,47.1381,-107.987,None,Completed,None
1/9/2017,175025,45,Bureau of Land Management,BUT,Whitetail ,North 10 Miles Whitehall,Dozer Piles,6,None,5447,50,0,1,A,46.1363,-112.118,None,Completed,Not in prescription
1/10/2017,174812,45,Bureau of Land Management,LWT,North Fork Landing Piles, 17 Miles northeast of White Sulphur Springs,Landings,8B,None,5857,16,0,15,A,46.6693,-110.608,None,Completed,Decided not to burn - other
1/10/2017,174861,45,Bureau of Land Management,BIL,Silverspur FY17 Hand piles,"6 miles west of Roundup, MT. Located in Mussleshell County. ",Hand Piles,9,None,3452,15,5,10,A,46.4222,-108.675,None,Completed,None
1/11/2017,173653,45,Bureau of Land Management,LWT,Limekiln Piles FY 16,7 miles northeast of Lewistown up Limekiln Canyon,Landings,9,None,5600,10,0,60,A,47.144,-109.336,None,Completed,Decided not to burn - other
1/11/2017,174861,45,Bureau of Land Management,BIL,Silverspur FY17 Hand piles,"6 miles west of Roundup, MT. Located in Mussleshell County. ",Hand Piles,9,None,3452,15,5,15,A,46.4222,-108.675,None,Completed,None
1/11/2017,175025,45,Bureau of Land Management,BUT,Whitetail ,North 10 Miles Whitehall,Dozer Piles,6,None,5447,50,0,1,A,46.1363,-112.118,None,Completed,Not in prescription
1/12/2017,173653,45,Bureau of Land Management,LWT,Limekiln Piles FY 16,7 miles northeast of Lewistown up Limekiln Canyon,Landings,9,None,5600,10,50,60,A,47.144,-109.336,None,Completed,None
1/18/2017,175025,45,Bureau of Land Management,BUT,Whitetail ,North 10 Miles Whitehall,Dozer Piles,6,None,5447,50,1,1,A,46.1363,-112.118,None,Completed,None
1/18/2017,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,1,B,45.8413,-112.929,None,Completed,Not in prescription
1/19/2017,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,0,5,A,45.8251,-112.974,None,Completed,Lack of resources
1/19/2017,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,0,1,A,45.8413,-112.929,None,Completed,Lack of resources
1/20/2017,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,1,2,A,45.8251,-112.974,None,Completed,None
1/20/2017,174871,45,Bureau of Land Management,BUT,Jerry/Johnson Landings,"1 mile North west Wise River, North side of HWY 43",Landings,7,None,6969,50,1,1,A,45.8413,-112.929,None,Completed,None
1/23/2017,174812,45,Bureau of Land Management,LWT,North Fork Landing Piles, 17 Miles northeast of White Sulphur Springs,Landings,8B,None,5857,16,15,15,A,46.6693,-110.608,None,Completed,None
1/23/2017,173653,45,Bureau of Land Management,LWT,Limekiln Piles FY 16,7 miles northeast of Lewistown up Limekiln Canyon,Landings,9,None,5600,10,0,10,A,47.144,-109.336,None,Completed,Decided not to burn - other
1/24/2017,173876,45,Bureau of Land Management,MC,Yarger Butte Piles,Township 6 South Range 50 East Section 8.,Hand Piles,10,None,3800,4,18,60,A,45.333,-105.625,None,Completed,None
1/25/2017,173876,45,Bureau of Land Management,MC,Yarger Butte Piles,Township 6 South Range 50 East Section 8.,Hand Piles,10,None,3800,4,42,60,A,45.333,-105.625,None,Completed,None
1/26/2017,171137,45,Bureau of Land Management,BUT,Cline Gulch,"1miles northwest of Wise River MT, north side of Hyw 43",Broadcast,7,None,5700,28.85,0,1,A,45.8208,-112.97,None,Completed,Lack of resources
1/26/2017,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,0,1,B,45.7668,-113.014,None,Completed,Lack of resources
1/30/2017,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,0,1,A,45.8251,-112.974,None,Completed,Lack of resources
1/30/2017,175018,45,Bureau of Land Management,BUT,Deno Creek,Hariett Lou Landings,Dozer Piles,7,None,6500,50,1,1,A,45.7668,-113.014,None,Completed,None
1/31/2017,175562,45,Bureau of Land Management,BUT,Lump Gulch,6 Miles west of Clancy off the Lump Gulch road,Dozer Piles,6,None,5470,50,2,4,A,46.4587,-112.096,None,Completed,None
2/1/2017,174861,45,Bureau of Land Management,BIL,Silverspur FY17 Hand piles,"6 miles west of Roundup, MT. Located in Mussleshell County. ",Hand Piles,9,None,3452,15,0,10,A,46.4222,-108.675,None,Completed,Decided not to burn - other
2/2/2017,175019,45,Bureau of Land Management,BUT,Cline Gulch,Landings from Timber Sale,Dozer Piles,7,None,6714,50,1,1,A,45.8251,-112.974,None,Completed,None
2/2/2017,174853,45,Bureau of Land Management,BIL,Johnny Coal FY17 Pile Burn,"11 miles south of Roundup, MT within Mussleshell County. ",Hand Piles,9,None,4002,10,0,10,A,46.3063,-108.427,None,Completed,Decided not to burn - other
2/6/2017,174861,45,Bureau of Land Management,BIL,Silverspur FY17 Hand piles,"6 miles west of Roundup, MT. Located in Mussleshell County. ",Hand Piles,9,None,3452,15,15,15,A,46.4222,-108.675,None,Completed,None
2/7/2017,174853,45,Bureau of Land Management,BIL,Johnny Coal FY17 Pile Burn,"11 miles south of Roundup, MT within Mussleshell County. ",Hand Piles,9,None,4002,10,20,20,A,46.3063,-108.427,None,Completed,None
2/23/2017,173965,45,Bureau of Land Management,DIL,Yank Swamp,"T3S, R17W, sec. 23 11 miles southwest of Wisdom, MT",Landings,7,None,6600,80,5,5,A,45.5559,-113.667,None,Completed,None
3/13/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,1,50,A,44.798,-113.039,None,Completed,None
3/16/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,1,50,A,44.798,-113.039,None,Completed,None
3/16/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,100,150,A,45.7093,-112.633,None,Completed,None
3/17/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,1,50,A,44.798,-113.039,None,Completed,None
3/17/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,50,150,A,45.7093,-112.633,None,Completed,None
3/20/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,1,50,A,44.798,-113.039,None,Completed,None
3/21/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,1,50,A,44.798,-113.039,None,Completed,None
3/24/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,75,A,45.8279,-112.908,None,Completed,Lack of resources
3/24/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,50,A,45.7093,-112.633,None,Completed,Not in prescription
3/24/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,5,150,A,44.798,-113.039,None,Completed,None
3/26/2017,175628,45,Bureau of Land Management,LWT,Tin Can Hill Unit I ,"15 Miles NE of Winnett, MT Petroleum Co",Broadcast,9,None,2761,20.2,25,100,A,47.172,-108.02,None,Completed,None
3/27/2017,175628,45,Bureau of Land Management,LWT,Tin Can Hill Unit I ,"15 Miles NE of Winnett, MT Petroleum Co",Broadcast,9,None,2761,20.2,20,100,A,47.172,-108.02,None,Completed,None
3/27/2017,173965,45,Bureau of Land Management,DIL,Yank Swamp,"T3S, R17W, sec. 23 11 miles southwest of Wisdom, MT",Landings,7,None,6600,80,5,5,A,45.5559,-113.667,None,Completed,None
3/28/2017,175628,45,Bureau of Land Management,LWT,Tin Can Hill Unit I ,"15 Miles NE of Winnett, MT Petroleum Co",Broadcast,9,None,2761,20.2,50,50,A,47.172,-108.02,None,Completed,None
3/28/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,75,150,A,45.8279,-112.908,None,Completed,None
3/29/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
3/30/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
3/31/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/1/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/2/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/2/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,150,A,45.7093,-112.633,None,Completed,Not in prescription
4/3/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/3/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,100,A,45.7093,-112.633,None,Completed,Not in prescription
4/4/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,25,200,A,44.798,-113.039,None,Completed,None
4/4/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/4/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,100,A,45.7093,-112.633,None,Completed,Not in prescription
4/5/2017,175628,45,Bureau of Land Management,LWT,Tin Can Hill Unit I ,"15 Miles NE of Winnett, MT Petroleum Co",Broadcast,9,None,2761,20.2,0,100,A,47.172,-108.02,None,Completed,Lack of resources
4/5/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,25,500,A,44.798,-113.039,None,Completed,None
4/5/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,100,A,45.7093,-112.633,None,Completed,Not in prescription
4/5/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,20,100,A,45.8279,-112.908,None,Completed,None
4/6/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,100,100,A,45.8279,-112.908,None,Completed,None
4/6/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,25,500,A,44.798,-113.039,None,Completed,None
4/6/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,100,100,A,45.7093,-112.633,None,Completed,None
4/7/2017,174872,45,Bureau of Land Management,BUT,Old glory RX ,"5 miles northwest of Melrose,  In the left hand fork of soap gulch in the Highland MTN",Broadcast,7,None,7123,22.55,0,100,A,45.7093,-112.633,None,Completed,Not in prescription
4/7/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/7/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,0,200,A,44.798,-113.039,None,Completed,Not in prescription
4/7/2017,175630,45,Bureau of Land Management,LWT,Mooney Coulee,"6 miles NW of Glassgow MT, Valley County",Broadcast,9,None,2331,0.59,0,700,A,48.3077,-106.668,None,Completed,Not in prescription
4/7/2017,175629,45,Bureau of Land Management,LWT,Thoeny,24 miles NW of Opheim,Broadcast,9,None,2568,0.59,0,90,A,48.8355,-106.841,None,Completed,Not in prescription
4/8/2017,175629,45,Bureau of Land Management,LWT,Thoeny,24 miles NW of Opheim,Broadcast,9,None,2568,0.59,0,90,A,48.8355,-106.841,None,Completed,Not in prescription
4/11/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,200,A,44.798,-113.039,None,Completed,None
4/12/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,200,200,A,44.798,-113.039,None,Completed,None
4/13/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,200,200,A,44.798,-113.039,None,Completed,None
4/16/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,0,200,A,44.798,-113.039,None,Completed,Not in prescription
4/17/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,200,A,44.798,-113.039,None,Completed,None
4/18/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,100,A,44.798,-113.039,None,Completed,None
4/18/2017,175653,45,Bureau of Land Management,BIL,Pompeys Pillar Ag RX Spring Fy17,"26 miles east of Billings,  1 mile North of I-94.",Broadcast,10,None,2881,1.25,40,40,A,45.994,-108.004,None,Completed,None
4/19/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,100,100,A,45.8279,-112.908,None,Completed,None
4/19/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,200,200,A,44.798,-113.039,None,Completed,None
4/20/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/20/2017,175630,45,Bureau of Land Management,LWT,Mooney Coulee,"6 miles NW of Glassgow MT, Valley County",Broadcast,9,None,2331,0.59,210,700,A,48.3077,-106.668,None,Completed,None
4/20/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,200,A,44.798,-113.039,None,Completed,None
4/21/2017,175629,45,Bureau of Land Management,LWT,Thoeny,24 miles NW of Opheim,Broadcast,9,None,2568,0.59,180,180,A,48.8355,-106.841,None,Completed,None
4/21/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,350,A,44.798,-113.039,None,Completed,None
4/21/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
4/22/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,10,500,A,44.798,-113.039,None,Completed,None
4/22/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,0,100,A,45.8279,-112.908,None,Completed,Not in prescription
5/2/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,20,200,A,44.798,-113.039,None,Completed,None
5/3/2017,174873,45,Bureau of Land Management,BUT,Spring creek rx,1 mile north west of Wise River,Broadcast,7,None,6901,28.85,50,75,A,45.8279,-112.908,None,Completed,None
5/3/2017,168790,45,Bureau of Land Management,MC,Rich ,"43 miles west of Jordan, Montana 47 14'54 X -107 48'35",Broadcast,9,None,2900,11.2,0,803,A,47.2511,-107.804,None,Completed,Not in prescription
5/3/2017,175162,45,Bureau of Land Management,DIL,Medicine Lodge,"T12S, R12W sec. 10,11,14,23 35 miles southwest of Dillon, MT",Broadcast,7,None,7454,3.57,200,200,A,44.798,-113.039,None,Completed,None
5/4/2017,175628,45,Bureau of Land Management,LWT,Tin Can Hill Unit I ,"15 Miles NE of Winnett, MT Petroleum Co",Broadcast,9,None,2761,20.2,0,50,A,47.172,-108.02,None,Completed,Not in prescription
